Date,Open,High,Low,Close,Volume,"('Adj Close', 'AFG')","('Close', 'AFG')","('High', 'AFG')","('Low', 'AFG')","('Open', 'AFG')","('Volume', 'AFG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,119.0,120.1500015258789,118.43000030517578,119.38999938964844,228400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,119.18000030517578,119.37999725341795,117.73999786376952,117.76000213623048,399500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,118.33999633789062,121.01000213623048,118.33999633789062,120.5500030517578,453700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,120.66999816894533,121.9000015258789,120.55999755859376,121.19000244140624,508300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,121.0,121.83999633789062,119.1500015258789,120.30999755859376,233400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,119.75,119.80999755859376,118.0,119.13999938964844,168000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,118.94000244140624,119.12999725341795,118.01000213623048,118.62999725341795,228700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,118.25,119.94000244140624,117.75,119.5199966430664,299000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,120.55999755859376,120.9499969482422,118.5,118.83000183105467,193300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,118.58000183105467,118.5999984741211,116.81999969482422,117.26000213623048,261500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,116.63999938964844,118.4499969482422,116.61000061035156,116.72000122070312,274500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,116.44000244140624,118.05999755859376,115.93000030517578,117.93000030517578,444400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,119.12999725341795,119.75,118.4499969482422,119.38999938964844,254500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,119.55999755859376,120.91999816894533,119.52999877929688,120.88999938964844,259800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,120.88999938964844,121.31999969482422,118.79000091552734,118.9000015258789,241300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,119.81999969482422,120.86000061035156,119.81999969482422,120.31999969482422,227500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,121.0,121.44000244140624,119.30999755859376,120.2699966430664,227300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,120.83999633789062,121.08999633789062,119.69000244140624,120.2699966430664,215400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,119.88999938964844,121.20999908447266,119.88999938964844,121.16999816894533,217800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,121.2300033569336,122.38999938964844,120.52999877929688,121.83999633789062,276400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,122.13999938964844,122.6500015258789,120.37999725341795,120.4000015258789,399100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,119.76000213623048,120.5999984741211,116.3000030517578,117.4800033569336,624000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,118.19000244140624,119.5199966430664,118.0,118.38999938964844,379800.0,,,,,,,,,,
