Date,Open,High,Low,Close,Volume,"('Adj Close', 'AVB')","('Close', 'AVB')","('High', 'AVB')","('Low', 'AVB')","('Open', 'AVB')","('Volume', 'AVB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,185.7700042724609,188.2700042724609,185.75999450683597,188.1699981689453,758600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,186.8800048828125,186.8800048828125,182.8300018310547,183.2899932861328,1105200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,182.97000122070312,184.57000732421875,182.25999450683597,183.58999633789065,661600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,181.63999938964844,184.3300018310547,181.5399932861328,182.6699981689453,678100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,182.0800018310547,185.13999938964844,182.0800018310547,184.5399932861328,814800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,182.72000122070312,184.2400054931641,181.6499938964844,183.1100006103516,787600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,184.08999633789065,184.5,182.9600067138672,183.7100067138672,800000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,182.50999450683597,184.13999938964844,181.7899932861328,182.75,1018800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,184.6999969482422,185.6499938964844,182.2899932861328,182.5399932861328,1002600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,181.6199951171875,182.25999450683597,179.3300018310547,180.1499938964844,862700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,177.4499969482422,180.55999755859372,175.10000610351562,178.3800048828125,1353800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,177.77999877929688,178.9600067138672,176.13999938964844,177.5,986100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,177.5,180.9199981689453,177.00999450683594,180.42999267578125,1046600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,180.9600067138672,182.2400054931641,179.1300048828125,181.22000122070312,701700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,181.50999450683597,182.02999877929688,178.08999633789062,179.58999633789062,639400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,181.02999877929688,181.02999877929688,175.8699951171875,176.02999877929688,908900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,177.77999877929688,178.1199951171875,175.4199981689453,176.1199951171875,1041700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,177.02999877929688,177.64999389648438,175.3699951171875,177.5,790000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,177.58999633789062,179.0800018310547,176.72000122070312,178.27999877929688,667400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,177.52000427246094,179.58999633789062,177.02999877929688,178.44000244140625,709400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,180.0800018310547,182.72999572753903,177.83999633789062,179.00999450683594,1542500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,172.30999755859375,178.67999267578125,172.0,178.14999389648438,1716200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,176.00999450683594,177.19000244140625,173.30999755859375,175.05999755859375,1446400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,172.82000732421875,173.41000366210938,169.8699951171875,169.99000549316406,874900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,170.0,172.97000122070312,170.0,172.75,1291400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,172.89999389648438,173.80999755859375,170.9499969482422,173.4199981689453,995500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,173.25,174.77999877929688,172.8699951171875,174.52999877929688,818500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,174.16000366210938,174.6300048828125,173.17999267578125,174.6300048828125,799600.0,,,,,,,,,,
