Date,Open,High,Low,Close,Volume,"('Adj Close', 'ONVO')","('Close', 'ONVO')","('High', 'ONVO')","('Low', 'ONVO')","('Open', 'ONVO')","('Volume', 'ONVO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.100000023841858,1.149999976158142,1.090000033378601,1.1200000047683716,68900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.1200000047683716,1.2699999809265137,1.1100000143051147,1.1699999570846558,569500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.2000000476837158,1.2000000476837158,1.100000023841858,1.1299999952316284,175100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.1200000047683716,1.149999976158142,1.100000023841858,1.1299999952316284,63000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.100000023841858,1.1399999856948853,1.100000023841858,1.1200000047683716,53700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.100000023841858,1.2100000381469729,1.100000023841858,1.1399999856948853,399400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.1299999952316284,1.149999976158142,1.100000023841858,1.1100000143051147,100500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.1100000143051147,1.1200000047683716,1.059999942779541,1.090000033378601,105400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.0700000524520874,1.090000033378601,1.0499999523162842,1.059999942779541,38000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.0700000524520874,1.0800000429153442,1.0499999523162842,1.0700000524520874,52200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.0700000524520874,1.0800000429153442,1.059999942779541,1.0800000429153442,35900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.0700000524520874,1.0700000524520874,1.0099999904632568,1.0399999618530271,106500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.0299999713897705,1.0399999618530271,1.0,1.0,84600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.0199999809265137,1.0499999523162842,1.0,1.0199999809265137,61600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.0399999618530271,1.059999942779541,1.0099999904632568,1.0199999809265137,39300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.0399999618530271,1.0399999618530271,1.0099999904632568,1.0299999713897705,36600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.0199999809265137,1.0299999713897705,1.0099999904632568,1.0099999904632568,143200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.0199999809265137,1.0399999618530271,1.0099999904632568,1.0199999809265137,34400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,1.0099999904632568,1.0700000524520874,1.0099999904632568,1.0700000524520874,47500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,1.0399999618530271,1.0800000429153442,1.0199999809265137,1.0299999713897705,26800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,1.0399999618530271,1.0499999523162842,1.0199999809265137,1.0199999809265137,21100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,1.0399999618530271,1.0399999618530271,1.0,1.0399999618530271,38800.0,,,,,,,,,,
