Date,Open,High,Low,Close,Volume,"('Adj Close', 'TDW')","('Close', 'TDW')","('High', 'TDW')","('Low', 'TDW')","('Open', 'TDW')","('Volume', 'TDW')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,72.5199966430664,72.9800033569336,69.63999938964844,70.20999908447266,604100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,70.45999908447266,71.01000213623047,69.31999969482422,69.33000183105469,680600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,69.94000244140625,70.37999725341797,67.18000030517578,67.41000366210938,568300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,68.0199966430664,69.91999816894531,67.70999908447266,69.43000030517578,524100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,68.01000213623047,68.58999633789062,65.18000030517578,68.55999755859375,892900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,68.0999984741211,68.30000305175781,65.9000015258789,66.4000015258789,673300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,66.5,66.75,64.37999725341797,64.81999969482422,647800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,64.80000305175781,66.05999755859375,63.27999877929688,65.12999725341797,663900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,66.87999725341797,67.9800033569336,64.19000244140625,65.69999694824219,689200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,65.5,66.54000091552734,65.0999984741211,65.37999725341797,569400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,64.43000030517578,67.8499984741211,64.4000015258789,67.68000030517578,787100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,68.4000015258789,69.08000183105469,66.77999877929688,68.36000061035156,618800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,68.81999969482422,69.0999984741211,67.56999969482422,68.30999755859375,653200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,68.56999969482422,70.69000244140625,68.0199966430664,70.55999755859375,710900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,70.58999633789062,72.69999694824219,70.2699966430664,71.29000091552734,888700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,72.19000244140625,73.61000061035156,71.55000305175781,73.3499984741211,749500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,74.12999725341797,74.75,72.45999908447266,73.69000244140625,570300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,73.76000213623047,74.9800033569336,72.61000061035156,73.75,526400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,73.66999816894531,73.88999938964844,71.97000122070312,73.41000366210938,478100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,70.25,70.25,65.75,69.37999725341797,1514000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,69.41000366210938,69.41000366210938,67.1500015258789,67.19000244140625,651800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,68.44999694824219,68.9800033569336,66.68000030517578,68.33000183105469,561500.0,,,,,,,,,,
