Date,Open,High,Low,Close,Volume,"('Adj Close', 'IVAC')","('Close', 'IVAC')","('High', 'IVAC')","('Low', 'IVAC')","('Open', 'IVAC')","('Volume', 'IVAC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.300000190734863,4.510000228881836,4.289999961853027,4.400000095367432,63300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.440000057220459,4.440000057220459,4.239999771118164,4.260000228881836,75300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.320000171661377,4.340000152587891,4.139999866485596,4.190000057220459,84600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,4.159999847412109,4.210000038146973,4.119999885559082,4.119999885559082,48600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,4.230000019073486,4.230000019073486,4.130000114440918,4.210000038146973,22000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,4.130000114440918,4.179999828338623,4.110000133514404,4.130000114440918,37800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,4.110000133514404,4.150000095367432,4.039999961853027,4.150000095367432,25700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.130000114440918,4.21999979019165,4.079999923706055,4.159999847412109,68100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.239999771118164,4.239999771118164,4.119999885559082,4.139999866485596,25100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,4.159999847412109,4.179999828338623,4.050000190734863,4.059999942779541,35300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,4.010000228881836,4.190000057220459,4.0,4.090000152587891,23600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,4.050000190734863,4.150000095367432,4.019999980926514,4.139999866485596,100700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,4.179999828338623,4.340000152587891,4.110000133514404,4.289999961853027,42600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.329999923706055,4.46999979019165,4.28000020980835,4.449999809265137,32200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,4.46999979019165,4.46999979019165,4.210000038146973,4.260000228881836,42400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,4.28000020980835,4.340000152587891,4.199999809265137,4.28000020980835,55800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,4.329999923706055,4.489999771118164,4.21999979019165,4.489999771118164,40600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,4.510000228881836,4.510000228881836,4.230000019073486,4.329999923706055,24400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,4.309999942779541,4.349999904632568,4.25,4.289999961853027,27100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,4.230000019073486,4.309999942779541,4.130000114440918,4.199999809265137,27400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,4.159999847412109,4.210000038146973,4.079999923706055,4.130000114440918,41600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,4.079999923706055,4.150000095367432,4.059999942779541,4.079999923706055,45600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,4.010000228881836,4.110000133514404,3.9600000381469727,4.010000228881836,65000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,4.0,4.130000114440918,3.829999923706055,4.010000228881836,94200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,3.900000095367432,4.0,3.559999942779541,3.880000114440918,161300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,3.930000066757202,3.930000066757202,3.569999933242798,3.839999914169312,64800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,3.859999895095825,4.039999961853027,3.740000009536743,4.0,62900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,4.070000171661377,4.130000114440918,3.9600000381469727,4.03000020980835,47500.0,,,,,,,,,,
