Date,Open,High,Low,Close,Volume,"('Adj Close', 'FGF')","('Close', 'FGF')","('High', 'FGF')","('Low', 'FGF')","('Open', 'FGF')","('Volume', 'FGF')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-02-04 19:00:00-05:00,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,8.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,33.25,33.25,33.25,33.25,20.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,33.75,33.75,33.75,33.75,60.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,33.5,33.75,33.25,33.5,336.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,33.75,34.0,33.5,33.75,72.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,33.5,33.75,30.25,31.75,1560.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,31.125,33.75,30.25,30.25,980.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,31.5,34.0,30.75,31.299999237060547,476.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,32.0,32.75,30.25,32.75,336.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,30.5,33.75,30.5,33.5,144.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,33.5,33.5,32.400001525878906,32.75,64.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,32.25,32.5,32.25,32.5,56.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,32.5,32.5,32.0,32.5,104.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,32.5,32.5,32.0,32.5,104.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,33.0,33.5,31.125,33.5,220.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,33.5,33.5,33.5,33.5,24.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,32.0,32.5,30.25,32.5,288.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,32.25,32.5,32.25,32.5,68.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,33.5,34.75,33.0,33.25,368.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,35.5,35.5,31.75,33.75,988.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,33.04999923706055,35.25,32.0,33.0,600.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,33.75,34.125,32.125,33.0,388.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,35.5,35.5,32.42499923706055,35.5,616.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,36.25,38.25,35.375,37.59999847412109,1496.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,37.5,38.5,35.25,36.375,704.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,37.25,37.5,36.0,36.75,1424.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,36.0,37.75,35.25,35.5,332.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,36.04999923706055,36.25,33.75,34.75,620.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,35.0,36.75,33.0,36.75,1356.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,36.75,38.0,34.5,35.5,820.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,34.5,36.25,34.5,34.75,140.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,34.375,36.5,32.5,34.5,944.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,34.5,35.0,33.25,34.0,448.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,32.875,36.25,32.875,35.0,620.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,34.75,36.25,34.75,35.25,460.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,35.75,36.54999923706055,34.5,35.75,1312.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,35.75,37.0,34.5,36.5,584.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,35.25,36.5,34.25,34.5,1236.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,34.75,38.25,34.75,35.25,684.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,34.75,35.0,34.0,34.5,196.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,33.25,35.75,33.25,35.0,264.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,34.0,35.375,33.25,35.25,440.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,33.775001525878906,35.75,33.775001525878906,35.75,932.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,34.25,35.5,34.25,35.0,232.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,35.0,35.125,34.5,35.125,632.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,34.25,35.0,34.25,35.0,72.0,,,,,,,,,,
2024-04-10 20:00:00-04:00,34.5,34.5,34.25,34.25,24.0,,,,,,,,,,
2024-04-11 20:00:00-04:00,33.79999923706055,36.5,33.75,36.25,1176.0,,,,,,,,,,
2024-04-14 20:00:00-04:00,35.25,36.75,35.0,36.75,324.0,,,,,,,,,,
2024-04-15 20:00:00-04:00,37.5,37.5,34.75,35.0,640.0,,,,,,,,,,
2024-04-16 20:00:00-04:00,35.5,36.0,34.875,35.75,104.0,,,,,,,,,,
2024-04-17 20:00:00-04:00,36.5,36.5,34.75,36.5,408.0,,,,,,,,,,
2024-04-18 20:00:00-04:00,34.5,36.0,34.25,34.25,388.0,,,,,,,,,,
2024-04-21 20:00:00-04:00,36.75,36.75,33.0,33.0,1228.0,,,,,,,,,,
2024-04-22 20:00:00-04:00,33.5,34.25,33.0,33.0,400.0,,,,,,,,,,
2024-04-23 20:00:00-04:00,32.75,34.75,31.5,34.75,2000.0,,,,,,,,,,
2024-04-24 20:00:00-04:00,32.974998474121094,33.625,32.974998474121094,33.25,620.0,,,,,,,,,,
2024-04-25 20:00:00-04:00,34.75,34.75,33.25,33.650001525878906,956.0,,,,,,,,,,
2024-04-28 20:00:00-04:00,36.0,36.0,33.29999923706055,34.25,424.0,,,,,,,,,,
2024-04-29 20:00:00-04:00,34.375,34.375,32.5,33.5,480.0,,,,,,,,,,
2024-04-30 20:00:00-04:00,34.0,34.75,33.0,33.5,292.0,,,,,,,,,,
2024-05-01 20:00:00-04:00,32.75,34.25,32.5,33.25,608.0,,,,,,,,,,
2024-05-02 20:00:00-04:00,33.0,33.0,31.5,32.25,2724.0,,,,,,,,,,
2024-05-05 20:00:00-04:00,32.0,33.75,31.850000381469727,32.75,80360.0,,,,,,,,,,
2024-05-06 20:00:00-04:00,35.0,36.025001525878906,32.5,32.75,27692.0,,,,,,,,,,
2024-05-07 20:00:00-04:00,32.5,34.0,32.07500076293945,34.0,3972.0,,,,,,,,,,
2024-05-08 20:00:00-04:00,33.75,34.25,31.5,33.75,6764.0,,,,,,,,,,
2024-05-09 20:00:00-04:00,32.5,32.5,31.0,31.75,1488.0,,,,,,,,,,
2024-05-12 20:00:00-04:00,31.0,32.0,29.25,30.25,1944.0,,,,,,,,,,
2024-05-13 20:00:00-04:00,30.25,30.75,29.75,30.75,716.0,,,,,,,,,,
2024-05-14 20:00:00-04:00,30.674999237060547,31.0,30.0,30.5,524.0,,,,,,,,,,
2024-05-15 20:00:00-04:00,31.0,31.0,28.5,28.5,1332.0,,,,,,,,,,
2024-05-16 20:00:00-04:00,28.75,29.25,27.700000762939453,28.25,2144.0,,,,,,,,,,
2024-05-19 20:00:00-04:00,27.5,28.25,26.75,27.0,5920.0,,,,,,,,,,
2024-05-20 20:00:00-04:00,26.25,27.25,25.5,27.25,3772.0,,,,,,,,,,
2024-05-21 20:00:00-04:00,26.75,32.5,26.75,32.5,6076.0,,,,,,,,,,
2024-05-22 20:00:00-04:00,32.5,32.5,29.0,31.25,2048.0,,,,,,,,,,
2024-05-23 20:00:00-04:00,29.875,31.75,29.75,31.75,1528.0,,,,,,,,,,
2024-05-27 20:00:00-04:00,31.125,31.25,29.5,30.0,1192.0,,,,,,,,,,
2024-05-28 20:00:00-04:00,29.5,31.25,27.75,31.25,2208.0,,,,,,,,,,
2024-05-29 20:00:00-04:00,30.0,30.75,28.75,28.75,1332.0,,,,,,,,,,
2024-05-30 20:00:00-04:00,29.25,37.0,28.75,30.75,11084.0,,,,,,,,,,
2024-06-02 20:00:00-04:00,30.5,33.224998474121094,30.0,30.75,1816.0,,,,,,,,,,
2024-06-03 20:00:00-04:00,31.25,31.25,28.024999618530277,29.75,1616.0,,,,,,,,,,
2024-06-04 20:00:00-04:00,29.075000762939453,31.0,28.0,30.5,416.0,,,,,,,,,,
2024-06-05 20:00:00-04:00,30.0,30.5,28.75,29.5,708.0,,,,,,,,,,
2024-06-06 20:00:00-04:00,28.25,29.625,27.75,28.75,348.0,,,,,,,,,,
2024-06-09 20:00:00-04:00,28.25,29.75,28.25,28.75,276.0,,,,,,,,,,
2024-06-10 20:00:00-04:00,28.625,29.799999237060547,27.5,28.75,1328.0,,,,,,,,,,
2024-06-11 20:00:00-04:00,28.5,29.75,26.5,26.75,1420.0,,,,,,,,,,
2024-06-12 20:00:00-04:00,27.899999618530277,27.899999618530277,24.850000381469727,25.75,4908.0,,,,,,,,,,
2024-06-13 20:00:00-04:00,26.5,27.200000762939453,25.0,27.200000762939453,1032.0,,,,,,,,,,
2024-06-16 20:00:00-04:00,27.0,27.5,25.5,25.625,1284.0,,,,,,,,,,
2024-06-17 20:00:00-04:00,26.0,26.875,26.0,26.25,1556.0,,,,,,,,,,
2024-06-19 20:00:00-04:00,25.75,27.5,25.75,26.25,2076.0,,,,,,,,,,
2024-06-20 20:00:00-04:00,26.700000762939453,26.75,24.75,24.75,3092.0,,,,,,,,,,
2024-06-23 20:00:00-04:00,25.75,26.0,22.600000381469727,23.25,2264.0,,,,,,,,,,
2024-06-24 20:00:00-04:00,23.0,25.5,22.75,22.825000762939453,1216.0,,,,,,,,,,
2024-06-25 20:00:00-04:00,24.100000381469727,24.75,23.049999237060547,24.0,548.0,,,,,,,,,,
2024-06-26 20:00:00-04:00,23.475000381469727,24.600000381469727,23.475000381469727,24.100000381469727,108.0,,,,,,,,,,
2024-06-27 20:00:00-04:00,23.75,24.149999618530277,22.774999618530277,23.700000762939453,892.0,,,,,,,,,,
2024-06-30 20:00:00-04:00,23.0,24.0,22.649999618530277,24.0,980.0,,,,,,,,,,
2024-07-01 20:00:00-04:00,22.575000762939453,24.0,22.575000762939453,23.0,460.0,,,,,,,,,,
2024-07-02 20:00:00-04:00,24.0,24.0,23.0,24.0,264.0,,,,,,,,,,
2024-07-04 20:00:00-04:00,23.25,25.0,23.049999237060547,24.075000762939453,216.0,,,,,,,,,,
2024-07-07 20:00:00-04:00,23.149999618530277,24.350000381469727,21.700000762939453,23.25,1828.0,,,,,,,,,,
2024-07-08 20:00:00-04:00,22.899999618530277,24.850000381469727,22.100000381469727,22.375,1336.0,,,,,,,,,,
2024-07-09 20:00:00-04:00,22.75,24.5,20.774999618530277,23.75,3596.0,,,,,,,,,,
2024-07-10 20:00:00-04:00,24.049999237060547,25.0,22.5,24.5,1948.0,,,,,,,,,,
2024-07-11 20:00:00-04:00,24.5,25.5,24.5,25.5,212.0,,,,,,,,,,
2024-07-14 20:00:00-04:00,25.0,25.75,24.0,24.0,672.0,,,,,,,,,,
2024-07-15 20:00:00-04:00,24.700000762939453,25.0,23.75,24.299999237060547,868.0,,,,,,,,,,
2024-07-16 20:00:00-04:00,23.825000762939453,26.25,23.100000381469727,26.0,2328.0,,,,,,,,,,
2024-07-17 20:00:00-04:00,25.75,26.25,23.774999618530277,24.774999618530277,332.0,,,,,,,,,,
2024-07-18 20:00:00-04:00,25.299999237060547,25.325000762939453,24.375,24.375,108.0,,,,,,,,,,
2024-07-21 20:00:00-04:00,24.375,27.0,24.375,26.75,836.0,,,,,,,,,,
2024-07-22 20:00:00-04:00,27.25,27.25,24.899999618530277,26.0,516.0,,,,,,,,,,
2024-07-23 20:00:00-04:00,25.0,25.25,24.25,24.950000762939453,324.0,,,,,,,,,,
2024-07-24 20:00:00-04:00,26.0,26.0,25.0,25.25,468.0,,,,,,,,,,
2024-07-25 20:00:00-04:00,26.25,26.5,25.0,26.5,2876.0,,,,,,,,,,
2024-07-28 20:00:00-04:00,28.0,28.0,26.25,26.5,1804.0,,,,,,,,,,
2024-07-29 20:00:00-04:00,25.049999237060547,26.75,23.674999237060547,26.0,456.0,,,,,,,,,,
2024-07-30 20:00:00-04:00,26.5,27.0,24.875,24.875,748.0,,,,,,,,,,
2024-07-31 20:00:00-04:00,26.25,26.25,24.875,25.75,624.0,,,,,,,,,,
2024-08-01 20:00:00-04:00,22.649999618530277,26.0,22.649999618530277,25.0,1196.0,,,,,,,,,,
2024-08-04 20:00:00-04:00,23.75,26.75,22.5,24.0,1520.0,,,,,,,,,,
2024-08-05 20:00:00-04:00,24.975000381469727,25.75,23.674999237060547,23.75,1252.0,,,,,,,,,,
2024-08-06 20:00:00-04:00,25.0,25.0,22.875,24.5,232.0,,,,,,,,,,
2024-08-07 20:00:00-04:00,24.125,25.5,22.524999618530277,23.899999618530277,328.0,,,,,,,,,,
2024-08-08 20:00:00-04:00,24.25,24.5,23.0,24.25,180.0,,,,,,,,,,
2024-08-11 20:00:00-04:00,23.625,24.75,22.075000762939453,23.100000381469727,492.0,,,,,,,,,,
2024-08-12 20:00:00-04:00,24.0,24.25,22.049999237060547,22.25,1336.0,,,,,,,,,,
2024-08-13 20:00:00-04:00,21.625,24.350000381469727,21.625,24.225000381469727,836.0,,,,,,,,,,
2024-08-14 20:00:00-04:00,22.875,24.25,21.799999237060547,23.649999618530277,2336.0,,,,,,,,,,
2024-08-15 20:00:00-04:00,24.5,24.5,22.5,24.0,1032.0,,,,,,,,,,
2024-08-18 20:00:00-04:00,23.5,23.725000381469727,22.399999618530277,23.5,548.0,,,,,,,,,,
2024-08-19 20:00:00-04:00,22.25,24.5,22.25,23.5,536.0,,,,,,,,,,
2024-08-20 20:00:00-04:00,23.5,23.5,22.5,23.299999237060547,660.0,,,,,,,,,,
2024-08-21 20:00:00-04:00,24.0,24.575000762939453,23.25,24.5,1132.0,,,,,,,,,,
2024-08-22 20:00:00-04:00,24.75,26.75,24.225000381469727,26.25,1780.0,,,,,,,,,,
2024-08-25 20:00:00-04:00,25.75,26.200000762939453,24.75,26.200000762939453,1600.0,,,,,,,,,,
2024-08-26 20:00:00-04:00,25.0,26.0,25.0,25.625,176.0,,,,,,,,,,
2024-08-27 20:00:00-04:00,24.5,26.0,24.5,26.0,124.0,,,,,,,,,,
2024-08-28 20:00:00-04:00,24.75,26.5,24.5,26.274999618530277,296.0,,,,,,,,,,
2024-08-29 20:00:00-04:00,26.0,26.674999237060547,26.0,26.674999237060547,488.0,,,,,,,,,,
2024-09-02 20:00:00-04:00,26.375,26.75,24.5,25.5,764.0,,,,,,,,,,
2024-09-03 20:00:00-04:00,24.350000381469727,26.25,23.649999618530277,26.25,184.0,,,,,,,,,,
2024-09-04 20:00:00-04:00,25.825000762939453,27.0,24.0,25.0,472.0,,,,,,,,,,
2024-09-05 20:00:00-04:00,25.375,25.75,23.25,25.0,1328.0,,,,,,,,,,
2024-09-08 20:00:00-04:00,23.5,25.25,22.5,25.0,280.0,,,,,,,,,,
2024-09-09 20:00:00-04:00,24.0,24.75,23.325000762939453,24.75,168.0,,,,,,,,,,
2024-09-10 20:00:00-04:00,25.0,26.0,23.75,24.25,284.0,,,,,,,,,,
2024-09-11 20:00:00-04:00,23.75,23.75,22.5,22.75,2928.0,,,,,,,,,,
2024-09-12 20:00:00-04:00,23.25,25.0,22.75,23.0,480.0,,,,,,,,,,
2024-09-15 20:00:00-04:00,24.75,24.75,22.799999237060547,23.5,528.0,,,,,,,,,,
2024-09-16 20:00:00-04:00,24.225000381469727,24.225000381469727,22.5,23.200000762939453,2184.0,,,,,,,,,,
2024-09-17 20:00:00-04:00,23.375,24.225000381469727,21.950000762939453,22.25,1676.0,,,,,,,,,,
2024-09-18 20:00:00-04:00,21.5,23.125,21.274999618530277,22.5,1040.0,,,,,,,,,,
2024-09-19 20:00:00-04:00,22.5,23.75,21.774999618530277,21.774999618530277,1740.0,,,,,,,,,,
2024-09-22 20:00:00-04:00,23.75,23.75,21.75,22.5,936.0,,,,,,,,,,
2024-09-23 20:00:00-04:00,22.25,26.0,21.0,25.25,2988.0,,,,,,,,,,
2024-09-24 20:00:00-04:00,25.0,25.0,23.75,25.0,1100.0,,,,,,,,,,
2024-09-25 20:00:00-04:00,24.5,25.0,23.524999618530277,24.75,196.0,,,,,,,,,,
2024-09-26 20:00:00-04:00,25.0,26.25,23.25,25.25,1076.0,,,,,,,,,,
2024-09-29 20:00:00-04:00,25.0,27.5,24.5,26.25,2116.0,,,,,,,,,,
2024-09-30 20:00:00-04:00,26.25,28.25,24.75,27.0,2312.0,,,,,,,,,,
2024-10-01 20:00:00-04:00,26.25,26.25,23.399999618530277,25.25,1728.0,,,,,,,,,,
2024-10-02 20:00:00-04:00,25.0,25.0,23.049999237060547,24.25,1240.0,,,,,,,,,,
2024-10-03 20:00:00-04:00,24.0,26.350000381469727,24.0,25.899999618530277,1068.0,,,,,,,,,,
2024-10-06 20:00:00-04:00,24.25,25.700000762939453,24.25,25.25,1136.0,,,,,,,,,,
2024-10-07 20:00:00-04:00,25.25,25.549999237060547,24.524999618530277,24.875,836.0,,,,,,,,,,
2024-10-08 20:00:00-04:00,23.075000762939453,25.600000381469727,23.075000762939453,24.975000381469727,916.0,,,,,,,,,,
2024-10-09 20:00:00-04:00,23.75,25.0,23.75,25.0,264.0,,,,,,,,,,
2024-10-10 20:00:00-04:00,24.5,25.0,23.899999618530277,24.75,412.0,,,,,,,,,,
2024-10-13 20:00:00-04:00,23.75,24.75,23.75,24.225000381469727,340.0,,,,,,,,,,
2024-10-14 20:00:00-04:00,23.75,25.0,23.75,23.75,392.0,,,,,,,,,,
2024-10-15 20:00:00-04:00,23.5,24.0,23.0,23.975000381469727,2276.0,,,,,,,,,,
2024-10-16 20:00:00-04:00,23.0,24.25,22.625,24.0,1268.0,,,,,,,,,,
2024-10-17 20:00:00-04:00,22.549999237060547,24.75,22.5,23.875,3636.0,,,,,,,,,,
2024-10-20 20:00:00-04:00,23.75,23.875,23.25,23.25,636.0,,,,,,,,,,
2024-10-21 20:00:00-04:00,23.75,24.399999618530277,23.75,23.75,2500.0,,,,,,,,,,
2024-10-22 20:00:00-04:00,24.25,24.475000381469727,23.125,24.0,552.0,,,,,,,,,,
2024-10-23 20:00:00-04:00,23.5,23.950000762939453,22.799999237060547,23.350000381469727,1036.0,,,,,,,,,,
2024-10-24 20:00:00-04:00,23.5,23.649999618530277,23.0,23.649999618530277,264.0,,,,,,,,,,
2024-10-27 20:00:00-04:00,22.75,23.5,22.75,23.325000762939453,1212.0,,,,,,,,,,
2024-10-28 20:00:00-04:00,22.899999618530277,29.25,22.75,29.0,22992.0,,,,,,,,,,
2024-10-29 20:00:00-04:00,29.0,29.25,25.75,26.0,7544.0,,,,,,,,,,
2024-10-30 20:00:00-04:00,26.75,26.875,25.75,26.0,6228.0,,,,,,,,,,
2024-10-31 20:00:00-04:00,20.209999084472656,23.489999771118164,18.96999931335449,22.25,64900.0,,,,,,,,,,
2024-11-03 19:00:00-05:00,18.36000061035156,19.25,15.100000381469728,15.25,211200.0,,,,,,,,,,
2024-11-04 19:00:00-05:00,15.050000190734863,17.0,14.890000343322754,16.1200008392334,59400.0,,,,,,,,,,
2024-11-05 19:00:00-05:00,16.09000015258789,16.670000076293945,14.210000038146973,15.5,37700.0,,,,,,,,,,
2024-11-06 19:00:00-05:00,15.520000457763672,16.724000930786133,15.520000457763672,16.299999237060547,11800.0,,,,,,,,,,
2024-11-07 19:00:00-05:00,16.905000686645508,18.670000076293945,16.59000015258789,18.25,28600.0,,,,,,,,,,
2024-11-10 19:00:00-05:00,18.13999938964844,18.459999084472656,16.649999618530273,17.899999618530273,27100.0,,,,,,,,,,
2024-11-11 19:00:00-05:00,17.8700008392334,17.889999389648438,16.25,16.639999389648438,27800.0,,,,,,,,,,
2024-11-12 19:00:00-05:00,16.510000228881836,22.57999992370605,16.510000228881836,22.06999969482422,136700.0,,,,,,,,,,
2024-11-13 19:00:00-05:00,21.71999931335449,26.75,21.71999931335449,26.75,80200.0,,,,,,,,,,
2024-11-14 19:00:00-05:00,27.88999938964844,32.5,27.5,31.01000022888184,84400.0,,,,,,,,,,
2024-11-17 19:00:00-05:00,30.700000762939453,33.0,30.0,32.70000076293945,29200.0,,,,,,,,,,
2024-11-18 19:00:00-05:00,32.5099983215332,37.0,32.29999923706055,34.7400016784668,85600.0,,,,,,,,,,
2024-11-19 19:00:00-05:00,35.0,35.04999923706055,30.18000030517578,30.809999465942383,21000.0,,,,,,,,,,
2024-11-20 19:00:00-05:00,30.0,32.2400016784668,26.049999237060547,31.0,44100.0,,,,,,,,,,
2024-11-21 19:00:00-05:00,28.62299919128418,34.16999816894531,28.62299919128418,29.700000762939453,26700.0,,,,,,,,,,
2024-11-24 19:00:00-05:00,29.43400001525879,31.530000686645508,28.53499984741211,31.020000457763672,13600.0,,,,,,,,,,
2024-11-25 19:00:00-05:00,31.01000022888184,32.970001220703125,27.200000762939453,31.959999084472656,26700.0,,,,,,,,,,
2024-11-26 19:00:00-05:00,32.31999969482422,33.9900016784668,30.649999618530277,33.9900016784668,29400.0,,,,,,,,,,
2024-11-28 19:00:00-05:00,33.5,38.400001525878906,33.5,37.70000076293945,15400.0,,,,,,,,,,
2024-12-01 19:00:00-05:00,36.0,37.15999984741211,34.11000061035156,35.970001220703125,17600.0,,,,,,,,,,
2024-12-02 19:00:00-05:00,35.5,36.7400016784668,34.255001068115234,35.349998474121094,33700.0,,,,,,,,,,
2024-12-03 19:00:00-05:00,34.5099983215332,36.70000076293945,34.0099983215332,35.5,42900.0,,,,,,,,,,
2024-12-04 19:00:00-05:00,36.79999923706055,36.79999923706055,30.75,30.75,70500.0,,,,,,,,,,
2024-12-05 19:00:00-05:00,30.229999542236328,31.200000762939453,29.13999938964844,30.0,26800.0,,,,,,,,,,
2024-12-08 19:00:00-05:00,28.86000061035156,28.86000061035156,23.25,25.229999542236328,56000.0,,,,,,,,,,
2024-12-09 19:00:00-05:00,23.6200008392334,27.350000381469727,21.790000915527344,26.0,38200.0,,,,,,,,,,
2024-12-10 19:00:00-05:00,25.649999618530277,26.96999931335449,23.770000457763672,24.63999938964844,25300.0,,,,,,,,,,
2024-12-11 19:00:00-05:00,23.86000061035156,25.209999084472656,23.86000061035156,24.309999465942383,86800.0,,,,,,,,,,
2024-12-12 19:00:00-05:00,23.950000762939453,25.950000762939453,23.479999542236328,25.229999542236328,34100.0,,,,,,,,,,
2024-12-15 19:00:00-05:00,26.0,27.0,24.649999618530277,24.649999618530277,39100.0,,,,,,,,,,
2024-12-16 19:00:00-05:00,22.8799991607666,25.299999237060547,22.8799991607666,25.299999237060547,39700.0,,,,,,,,,,
2024-12-17 19:00:00-05:00,25.0,26.0,22.01000022888184,22.21999931335449,26700.0,,,,,,,,,,
2024-12-18 19:00:00-05:00,21.899999618530277,24.899999618530277,21.0,22.190000534057617,13700.0,,,,,,,,,,
2024-12-19 19:00:00-05:00,22.41900062561035,23.465999603271484,22.229999542236328,23.100000381469727,25500.0,,,,,,,,,,
2024-12-22 19:00:00-05:00,24.09000015258789,24.600000381469727,21.690000534057617,22.0,58100.0,,,,,,,,,,
2024-12-23 19:00:00-05:00,21.51000022888184,21.600000381469727,21.26000022888184,21.34000015258789,3800.0,,,,,,,,,,
2024-12-25 19:00:00-05:00,21.01000022888184,21.01000022888184,19.190000534057617,20.100000381469727,28800.0,,,,,,,,,,
2024-12-26 19:00:00-05:00,19.729999542236328,19.84000015258789,19.0,19.299999237060547,41000.0,,,,,,,,,,
2024-12-27 00:00:00+00:00,,,,,,19.299999237060547,19.299999237060547,19.84000015258789,19.0,19.729999542236328,41000.0,,,,
