Date,Open,High,Low,Close,Volume,"('Adj Close', 'LOVE')","('Close', 'LOVE')","('High', 'LOVE')","('Low', 'LOVE')","('Open', 'LOVE')","('Volume', 'LOVE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,25.799999237060547,27.06999969482422,25.549999237060547,26.32999992370605,288200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,25.75,26.149999618530277,25.0,25.25,341100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,25.200000762939453,25.450000762939453,24.76000022888184,25.15999984741211,192400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,25.040000915527344,25.674999237060547,24.68000030517578,25.15999984741211,172500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,25.32999992370605,25.770000457763672,25.020000457763672,25.09000015258789,152600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,24.57999992370605,25.5,24.01000022888184,25.15999984741211,217000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,24.979999542236328,25.280000686645508,24.649999618530277,24.899999618530277,162500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,24.71999931335449,24.905000686645508,23.96999931335449,24.049999237060547,193200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,24.40999984741211,24.6200008392334,23.309999465942383,23.530000686645508,204400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,23.350000381469727,23.350000381469727,21.950000762939453,22.290000915527344,425500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,22.0,22.57999992370605,21.65999984741211,22.549999237060547,203900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,22.6200008392334,22.757999420166016,22.09000015258789,22.3700008392334,193500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,22.450000762939453,22.850000381469727,21.96999931335449,22.770000457763672,179400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,23.07999992370605,23.739999771118164,23.0,23.63999938964844,216400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,23.950000762939453,24.15999984741211,23.225000381469727,23.34000015258789,145100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,23.989999771118164,24.229999542236328,23.479999542236328,23.61000061035156,288700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,23.959999084472656,24.1299991607666,23.149999618530277,23.850000381469727,358800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,24.200000762939453,24.336000442504883,23.61000061035156,23.81999969482422,257900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,23.950000762939453,24.270000457763672,23.48500061035156,24.229999542236328,160500.0,,,,,,,,,,
