Date,Open,High,Low,Close,Volume,"('Adj Close', 'ADC')","('Close', 'ADC')","('High', 'ADC')","('Low', 'ADC')","('Open', 'ADC')","('Volume', 'ADC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,62.77000045776367,63.7400016784668,62.630001068115234,63.5099983215332,987800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,63.130001068115234,63.209999084472656,62.2400016784668,62.52000045776367,1659500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,62.470001220703125,63.38999938964844,62.209999084472656,62.959999084472656,1319900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,62.63999938964844,63.34999847412109,62.31999969482422,63.13999938964844,1102400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,63.290000915527344,63.93000030517578,63.09999847412109,63.709999084472656,1016500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,63.27000045776367,63.650001525878906,63.0,63.54999923706055,1508500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,63.68000030517578,63.7400016784668,62.400001525878906,62.470001220703125,941400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,62.56999969482422,62.7400016784668,61.79999923706055,62.619998931884766,1095500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,63.16999816894531,63.40999984741211,62.540000915527344,62.86000061035156,440600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,62.59000015258789,63.09999847412109,62.150001525878906,62.38999938964844,597800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,61.59999847412109,62.310001373291016,60.880001068115234,61.369998931884766,814300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,61.20000076293945,61.27000045776367,60.52000045776367,60.810001373291016,944000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,60.93000030517578,61.540000915527344,60.43000030517578,61.09000015258789,797600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,62.0,62.369998931884766,60.77000045776367,61.15999984741211,2058200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,61.41999816894531,61.650001525878906,60.15999984741211,60.52999877929688,810300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,61.15999984741211,61.15999984741211,59.02000045776367,59.09999847412109,1361700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,59.61000061035156,59.90999984741211,59.209999084472656,59.66999816894531,1045600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,59.79999923706055,59.970001220703125,59.20000076293945,59.470001220703125,423100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,59.4900016784668,60.58000183105469,59.36000061035156,60.5,1254100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,60.20000076293945,60.36000061035156,59.41999816894531,59.900001525878906,554900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,60.09000015258789,60.61000061035156,59.41999816894531,59.61000061035156,815900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,59.61000061035156,61.2599983215332,59.29999923706055,61.209999084472656,914100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,60.720001220703125,60.7599983215332,58.97999954223633,59.380001068115234,949600.0,,,,,,,,,,
