Date,Open,High,Low,Close,Volume,"('Adj Close', 'AMTX')","('Close', 'AMTX')","('High', 'AMTX')","('Low', 'AMTX')","('Open', 'AMTX')","('Volume', 'AMTX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,5.139999866485596,5.210000038146973,4.769999980926514,4.78000020980835,655100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.769999980926514,4.800000190734863,4.519999980926514,4.53000020980835,673200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.519999980926514,4.75,4.519999980926514,4.679999828338623,440100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,4.630000114440918,4.760000228881836,4.559999942779541,4.664999961853027,414600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,4.659999847412109,4.699999809265137,4.409999847412109,4.574999809265137,395400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,4.539999961853027,4.550000190734863,4.414999961853027,4.449999809265137,374700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,4.46999979019165,4.46999979019165,4.210000038146973,4.269999980926514,529600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.25,4.369999885559082,3.990000009536743,3.994999885559082,824000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.050000190734863,4.09499979019165,3.690000057220459,3.920000076293945,1017700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.880000114440918,3.900000095367432,3.3299999237060547,3.380000114440918,1047400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.390000104904175,3.390000104904175,3.049999952316284,3.1600000858306885,835800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.2300000190734863,3.315000057220459,3.049999952316284,3.0899999141693115,616400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.0999999046325684,3.190000057220459,2.970000028610229,3.119999885559082,629800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.1600000858306885,3.5299999713897705,3.140000104904175,3.2950000762939453,658700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.369999885559082,3.549999952316284,3.299999952316284,3.509999990463257,625000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.5799999237060547,3.640000104904175,3.319999933242798,3.3299999237060547,456500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.400000095367432,3.4600000381469727,3.2249999046325684,3.4549999237060547,392100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.490000009536743,3.549999952316284,3.430000066757202,3.470000028610229,242600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.4800000190734863,3.7300000190734863,3.400000095367432,3.7200000286102295,328200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.680000066757202,3.680000066757202,3.539999961853028,3.640000104904175,343000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.630000114440918,3.890000104904175,3.5999999046325684,3.640000104904175,371100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.700000047683716,3.859999895095825,3.5299999713897705,3.640000104904175,380300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,3.640000104904175,3.640000104904175,3.359999895095825,3.5299999713897705,400900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,3.4100000858306885,3.4200000762939453,3.1710000038146973,3.25,502800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,3.25,3.4800000190734863,3.2300000190734863,3.4549999237060547,285200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,3.5,3.515000104904175,3.369999885559082,3.490000009536743,317500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,3.4800000190734863,3.5999999046325684,3.440000057220459,3.5299999713897705,248500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,3.5999999046325684,3.650000095367432,3.5199999809265137,3.539999961853028,284500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,3.5199999809265137,3.759999990463257,3.509999990463257,3.670000076293945,300300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,3.5,3.525000095367432,3.3499999046325684,3.369999885559082,414100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,3.4800000190734863,3.5299999713897705,3.390000104904175,3.5199999809265137,317400.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,3.559999942779541,3.75,3.490000009536743,3.630000114440918,925700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,3.5999999046325684,3.7300000190734863,3.4100000858306885,3.5,769100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,3.470000028610229,3.910000085830689,3.470000028610229,3.859999895095825,725700.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,3.829999923706055,3.888999938964844,3.619999885559082,3.660000085830689,466800.0,,,,,,,,,,
