Date,Open,High,Low,Close,Volume,"('Adj Close', 'IBKR')","('Close', 'IBKR')","('High', 'IBKR')","('Low', 'IBKR')","('Open', 'IBKR')","('Volume', 'IBKR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,83.13999938964844,84.62000274658203,82.26000213623047,84.55000305175781,1118300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,84.55000305175781,87.48999786376953,84.36000061035156,86.62999725341797,2284000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,87.12999725341797,88.77999877929688,86.6500015258789,87.19999694824219,2559100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,87.37999725341797,89.72000122070312,87.12000274658203,87.91999816894531,1917800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,87.83999633789062,88.19000244140625,85.7699966430664,87.6500015258789,1403900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,88.55000305175781,88.7300033569336,87.01000213623047,87.72000122070312,1326400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,87.0,87.25,86.52999877929688,87.01000213623047,1209800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,87.7699966430664,88.83999633789062,86.94999694824219,87.83999633789062,1231900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,87.80000305175781,89.0,87.75,88.36000061035156,1562300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,88.86000061035156,88.86000061035156,86.72000122070312,87.18000030517578,2613200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,84.1500015258789,90.4000015258789,83.86000061035156,89.19000244140625,3736900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,89.30000305175781,89.30000305175781,88.27999877929688,88.81999969482422,1382200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,88.95999908447266,89.88999938964844,88.5,89.79000091552734,1496400.0,,,,,,,,,,
