Date,Open,High,Low,Close,Volume,"('Adj Close', 'MOD')","('Close', 'MOD')","('High', 'MOD')","('Low', 'MOD')","('Open', 'MOD')","('Volume', 'MOD')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,59.77000045776367,61.04999923706055,59.27000045776367,60.13999938964844,805600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,60.25,60.25,57.59999847412109,57.970001220703125,631500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,57.93999862670898,59.27999877929688,57.20000076293945,58.27999877929688,529400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,57.77999877929688,59.79999923706055,57.77999877929688,59.13999938964844,538500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,59.5099983215332,60.880001068115234,58.81999969482422,60.540000915527344,696800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,59.77999877929688,61.2599983215332,58.77999877929688,60.79999923706055,555600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,60.880001068115234,61.91999816894531,60.34999847412109,61.68999862670898,679500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,61.79999923706055,63.13999938964844,61.02999877929688,62.970001220703125,1195800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,63.7400016784668,64.37000274658203,62.060001373291016,64.22000122070312,689300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,63.77000045776367,64.88999938964844,63.400001525878906,64.73999786376953,615700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,63.75,64.23999786376953,63.540000915527344,63.970001220703125,825800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,64.5,66.06999969482422,63.75,66.01000213623047,735300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,66.51000213623047,66.81999969482422,64.33000183105469,66.3499984741211,964200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,67.0,68.22000122070312,66.62999725341797,68.11000061035156,705900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,68.5999984741211,69.9000015258789,66.58999633789062,68.0,1079900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,69.13999938964844,69.19999694824219,64.11000061035156,64.45999908447266,1243400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,65.93000030517578,67.0,63.060001373291016,65.11000061035156,1071700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,65.0,65.29000091552734,62.59999847412109,62.83000183105469,723500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,62.869998931884766,66.25,62.720001220703125,66.01000213623047,806800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,65.81999969482422,67.27999877929688,65.25,66.77999877929688,1027100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,60.20000076293945,69.18000030517578,60.0,69.08999633789062,2720400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,70.0,71.5,68.0,71.26000213623047,1479500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,70.80000305175781,72.29000091552734,69.31999969482422,70.54000091552734,962400.0,,,,,,,,,,
