Date,Open,High,Low,Close,Volume,"('Adj Close', 'TARA')","('Close', 'TARA')","('High', 'TARA')","('Low', 'TARA')","('Open', 'TARA')","('Volume', 'TARA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.870000004768372,2.115999937057495,1.870000004768372,2.0999999046325684,84700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.0899999141693115,2.1700000762939453,2.0360000133514404,2.1700000762939453,48900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.188999891281128,2.234999895095825,2.0999999046325684,2.140000104904175,58300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.109999895095825,2.234999895095825,2.032000064849853,2.0799999237060547,86800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.190000057220459,2.200000047683716,2.0799999237060547,2.200000047683716,38000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.470000028610229,2.5920000076293945,2.2799999713897705,2.430000066757202,207200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.450000047683716,2.450000047683716,2.3559999465942383,2.390000104904175,40700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.470000028610229,2.4800000190734863,2.2699999809265137,2.380000114440918,20200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.450000047683716,2.5299999713897705,2.220000028610229,2.309999942779541,42600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.2799999713897705,2.359999895095825,2.109999895095825,2.109999895095825,32200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.119999885559082,2.3550000190734863,2.109999895095825,2.2100000381469727,16800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.1700000762939453,2.184999942779541,2.109999895095825,2.140000104904175,22700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.134999990463257,2.134999990463257,1.8799999952316284,1.909999966621399,52300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.8799999952316284,1.9299999475479128,1.7999999523162842,1.8600000143051147,21100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.919999957084656,1.9900000095367432,1.899999976158142,1.9600000381469729,27800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.9600000381469729,2.039999961853028,1.940000057220459,1.9700000286102293,28900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.940000057220459,2.4200000762939453,1.940000057220459,2.3499999046325684,131000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.430000066757202,2.7699999809265137,2.4200000762939453,2.5999999046325684,143500.0,,,,,,,,,,
