Date,Open,High,Low,Close,Volume,"('Adj Close', 'AVIR')","('Close', 'AVIR')","('High', 'AVIR')","('Low', 'AVIR')","('Open', 'AVIR')","('Volume', 'AVIR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.049999952316284,3.234999895095825,3.039999961853028,3.2100000381469727,417300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.2100000381469727,3.259999990463257,3.150000095367432,3.1600000858306885,298200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.190000057220459,3.200000047683716,3.0899999141693115,3.0999999046325684,215400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.069999933242798,3.150000095367432,3.009999990463257,3.0899999141693115,285900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.0799999237060547,3.1449999809265137,3.025000095367432,3.0999999046325684,739600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.150000095367432,3.509999990463257,3.150000095367432,3.450000047683716,1402300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.4600000381469727,3.5199999809265137,3.3299999237060547,3.3499999046325684,487700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.4600000381469727,3.619999885559082,3.319999933242798,3.5799999237060547,770900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.5999999046325684,3.680000066757202,3.549999952316284,3.559999942779541,398700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.5999999046325684,3.5999999046325684,3.4100000858306885,3.4200000762939453,588800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.450000047683716,3.565000057220459,3.3399999141693115,3.559999942779541,384400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.549999952316284,3.615000009536743,3.4600000381469727,3.569999933242798,367000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.5799999237060547,3.609999895095825,3.494999885559082,3.569999933242798,379300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.5999999046325684,3.630000114440918,3.494999885559082,3.619999885559082,390800.0,,,,,,,,,,
