Date,Open,High,Low,Close,Volume,"('Adj Close', 'CERS')","('Close', 'CERS')","('High', 'CERS')","('Low', 'CERS')","('Open', 'CERS')","('Volume', 'CERS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.130000114440918,2.240000009536743,2.069999933242798,2.1600000858306885,1415000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.0899999141693115,2.119999885559082,2.0199999809265137,2.0299999713897705,1346500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.049999952316284,2.0899999141693115,2.0199999809265137,2.0299999713897705,858700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.0,2.049999952316284,1.950000047683716,1.9600000381469729,797600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.9900000095367432,2.0899999141693115,1.950000047683716,2.069999933242798,865600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.0199999809265137,2.109999895095825,2.0199999809265137,2.039999961853028,949400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.0299999713897705,2.0799999237060547,1.9900000095367432,2.0199999809265137,899400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.0,2.0299999713897705,1.7599999904632568,1.8200000524520876,1876700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.840000033378601,1.899999976158142,1.690000057220459,1.7000000476837158,830900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.649999976158142,1.690000057220459,1.590000033378601,1.6699999570846558,1139300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.6799999475479126,1.690000057220459,1.6399999856948853,1.659999966621399,1460100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.7000000476837158,1.7100000381469729,1.6399999856948853,1.690000057220459,1030700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.7100000381469729,1.7699999809265137,1.649999976158142,1.7599999904632568,992900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.809999942779541,1.8899999856948853,1.7699999809265137,1.7999999523162842,1066300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.830000042915344,1.8799999952316284,1.7999999523162842,1.840000033378601,1119400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.850000023841858,1.909999966621399,1.7899999618530271,1.7999999523162842,1617200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.830000042915344,1.8799999952316284,1.7799999713897705,1.840000033378601,1261800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.870000004768372,1.9900000095367432,1.850000023841858,1.870000004768372,1162500.0,,,,,,,,,,
