Date,Open,High,Low,Close,Volume,"('Adj Close', 'XOM')","('Close', 'XOM')","('High', 'XOM')","('Low', 'XOM')","('Open', 'XOM')","('Volume', 'XOM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,100.91999816894533,103.0999984741211,100.8499984741211,102.36000061035156,23483000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,102.2699966430664,103.62000274658205,101.66000366210938,103.22000122070312,23490800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,104.08000183105467,104.56999969482422,102.0500030517578,102.31999969482422,19395200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,103.16999816894533,103.4000015258789,102.12999725341795,102.62999725341795,15825000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,100.7300033569336,101.04000091552734,98.9000015258789,100.91999816894533,23370100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,101.29000091552734,101.29000091552734,99.19000244140624,99.66999816894533,19496600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,99.8000030517578,99.8000030517578,98.16000366210938,98.69000244140624,18206100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,99.04000091552734,99.5,98.55999755859376,98.66999816894533,15833400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,100.13999938964844,100.6500015258789,99.16999816894533,99.9499969482422,18032100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,99.81999969482422,100.01000213623048,97.52999877929688,97.69000244140624,20235700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,96.5999984741211,97.95999908447266,96.58000183105467,96.9800033569336,18384000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,97.0,97.08999633789062,95.81999969482422,96.8000030517578,20940300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,96.72000122070312,97.0199966430664,96.41000366210938,96.9499969482422,20079300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,96.6999969482422,97.0999984741211,95.7699966430664,96.81999969482422,19955900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,96.80999755859376,98.5,96.7300033569336,97.91000366210938,15863400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,98.31999969482422,99.6500015258789,97.73999786376952,99.5999984741211,17330600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,100.30999755859376,102.18000030517578,99.62000274658205,102.12999725341795,22089500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,101.97000122070312,103.08000183105467,101.19000244140624,103.0,20817200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,102.9800033569336,103.1999969482422,101.86000061035156,103.12999725341795,18317500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,102.41000366210938,104.87999725341795,102.0999984741211,104.8499984741211,19610900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,104.73999786376952,104.87999725341795,102.7699966430664,102.80999755859376,22415300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,103.56999969482422,104.01000213623048,101.62000274658205,102.38999938964844,19240700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,103.75,104.0,101.61000061035156,101.97000122070312,21968200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,101.4499969482422,102.37999725341795,100.5,101.5500030517578,17190900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,102.06999969482422,103.04000091552734,101.56999969482422,102.25,13347900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,102.25,102.7300033569336,101.18000030517578,102.22000122070312,13826800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,102.33999633789062,104.41999816894533,102.11000061035156,103.97000122070312,19636900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,104.0999984741211,104.83999633789062,101.6999969482422,101.7699966430664,20410500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,102.16000366210938,103.4000015258789,102.0,103.16999816894533,18173100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,102.76000213623048,103.08999633789062,100.5999984741211,101.33999633789062,18917400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,101.87000274658205,102.62000274658205,100.41999816894533,100.83999633789062,17651300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,100.5999984741211,103.94000244140624,100.5999984741211,103.7300033569336,23196300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,104.01000213623048,104.62999725341795,103.5199966430664,103.7300033569336,20146700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,103.83999633789062,104.12000274658205,102.6500015258789,102.75,17650000.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,103.0199966430664,104.9800033569336,102.98999786376952,104.8499984741211,20999200.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,104.16000366210938,105.41000366210938,103.4499969482422,104.76000213623048,20470700.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,103.87999725341795,104.08999633789062,102.87999725341795,103.83999633789062,15975900.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,103.72000122070312,104.94000244140624,103.0500030517578,104.25,13360800.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,104.68000030517578,105.1500015258789,103.8499984741211,104.02999877929688,16360000.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,104.47000122070312,105.43000030517578,104.0,104.31999969482422,14810500.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,104.68000030517578,105.06999969482422,104.22000122070312,104.5199966430664,17566100.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,105.72000122070312,106.38999938964844,105.37999725341795,105.83999633789062,18459500.0,,,,,,,,,,
