Date,Open,High,Low,Close,Volume,"('Adj Close', 'GPI')","('Close', 'GPI')","('High', 'GPI')","('Low', 'GPI')","('Open', 'GPI')","('Volume', 'GPI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,300.7900085449219,307.7799987792969,300.7900085449219,305.0,120000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,299.3999938964844,303.92999267578125,284.95001220703125,287.45001220703125,167000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,288.1499938964844,288.1499938964844,281.6499938964844,284.0799865722656,142100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,282.1400146484375,287.7300109863281,279.7799987792969,282.75,160400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,282.0,286.5,281.8599853515625,283.92999267578125,112400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,279.9800109863281,283.3999938964844,279.9800109863281,282.9700012207031,77600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,282.1000061035156,283.9599914550781,277.4200134277344,283.4700012207031,75700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,281.3900146484375,282.989990234375,275.260009765625,282.3800048828125,93800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,285.0799865722656,286.239990234375,272.0299987792969,273.8800048828125,90600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,270.010009765625,274.5,270.010009765625,272.8299865722656,80500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,269.1000061035156,273.44000244140625,269.1000061035156,272.3399963378906,80900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,275.2099914550781,275.2099914550781,271.6000061035156,273.5400085449219,78400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,272.8900146484375,275.6700134277344,269.7900085449219,273.9200134277344,65800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,276.1099853515625,280.6400146484375,276.010009765625,278.4800109863281,86700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,282.8399963378906,282.8399963378906,275.0,276.5299987792969,99000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,280.5400085449219,280.5400085449219,269.1400146484375,270.70001220703125,106700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,275.0,275.0,270.2300109863281,273.510009765625,83300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,275.760009765625,277.0199890136719,272.2099914550781,274.5,68500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,273.2900085449219,278.510009765625,271.19000244140625,276.75,126600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,276.17999267578125,285.8800048828125,276.17999267578125,282.2900085449219,222200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,260.1000061035156,271.6199951171875,255.72999572753903,260.0599975585937,449800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,260.69000244140625,270.010009765625,260.69000244140625,269.1600036621094,147900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,264.20001220703125,272.010009765625,262.4100036621094,267.6600036621094,200600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,262.3999938964844,271.489990234375,262.3999938964844,268.1600036621094,190200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,266.3800048828125,270.0,264.8800048828125,265.1099853515625,154700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,266.9599914550781,270.760009765625,263.3399963378906,268.1000061035156,144200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,269.92999267578125,270.989990234375,263.010009765625,269.0899963378906,271800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,270.0599975585937,279.3699951171875,268.4700012207031,275.9200134277344,141300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,278.2300109863281,282.9599914550781,278.17999267578125,279.9200134277344,125000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,271.510009765625,278.95001220703125,271.510009765625,274.6499938964844,152100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,276.5400085449219,278.239990234375,270.010009765625,276.5,111500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,277.2900085449219,280.0799865722656,274.8599853515625,275.20001220703125,119000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,272.8399963378906,275.7699890136719,268.6499938964844,269.0,136400.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,266.45001220703125,266.45001220703125,260.95001220703125,261.4599914550781,252500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,259.45001220703125,265.69000244140625,259.45001220703125,262.29998779296875,250100.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,263.1199951171875,266.29998779296875,262.510009765625,264.5199890136719,213800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,263.3999938964844,267.1099853515625,262.6099853515625,265.1199951171875,56300.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,262.6000061035156,265.8399963378906,261.9200134277344,264.0,112100.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,267.4100036621094,270.5199890136719,265.3900146484375,265.8399963378906,96700.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,263.010009765625,266.70001220703125,261.6400146484375,261.70001220703125,100600.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,266.17999267578125,271.2900085449219,265.95001220703125,270.6499938964844,121100.0,,,,,,,,,,
