Date,Open,High,Low,Close,Volume,"('Adj Close', 'META')","('Close', 'META')","('High', 'META')","('Low', 'META')","('Open', 'META')","('Volume', 'META')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,351.32000732421875,353.1600036621094,340.010009765625,346.2900085449219,19042200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,344.9800109863281,347.95001220703125,343.17999267578125,344.4700012207031,15451100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,344.5,348.1499938964844,343.3999938964844,347.1199951171875,12099900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,346.989990234375,353.5,346.260009765625,351.95001220703125,13920700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,354.70001220703125,358.9800109863281,352.04998779296875,358.6600036621094,13890200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,356.3999938964844,360.6400146484375,355.3599853515625,357.42999267578125,13463900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,360.1700134277344,372.9400024414063,359.0799865722656,370.4700012207031,22117200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,372.1300048828125,372.7799987792969,362.9299926757813,369.6700134277344,17205400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,370.1600036621094,377.05999755859375,369.5400085449219,374.489990234375,19295700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,373.6499938964844,375.6099853515625,367.2300109863281,367.4599914550781,15306900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,366.2999877929688,368.5400085449219,358.6099853515625,368.3699951171875,12724800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,371.489990234375,376.8500061035156,370.9500122070313,376.1300048828125,16354300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,379.0,384.3599853515625,377.9700012207031,383.4500122070313,21470100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,387.9500122070313,390.3500061035156,381.1600036621094,381.7799987792969,17680500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,384.6199951171875,388.3800048828125,382.0799865722656,385.2000122070313,15506100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,390.0,396.1499938964844,387.80999755859375,390.7000122070313,15698500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,390.1700134277344,395.489990234375,385.6600036621094,393.1799926757813,15091100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,394.3500061035156,396.7900085449219,391.5899963378906,394.1400146484375,13163700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,394.989990234375,402.9299926757813,393.1000061035156,401.0199890136719,18742400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,403.5899963378906,406.3599853515625,399.5700073242188,400.05999755859375,18614700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,389.0,398.0,387.1000061035156,390.1400146484375,20180800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,393.9400024414063,400.5,393.0499877929688,394.7799987792969,29727100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,459.6000061035156,485.9599914550781,453.010009765625,474.989990234375,84615500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,469.8800048828125,471.8999938964844,459.2200012207031,459.4100036621094,40832400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,464.0,467.1199951171875,453.0,454.7200012207031,21655200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,458.0,471.5199890136719,456.1799926757813,469.5899963378906,23066000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,468.3200073242188,470.5899963378906,465.0299987792969,470.0,18815100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,472.9500122070313,473.5899963378906,467.4700012207031,468.1099853515625,18413100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,468.1900024414063,479.1499938964844,466.5799865722656,468.8999938964844,19382000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,456.8699951171875,467.8900146484375,455.0899963378906,460.1199951171875,20916600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,467.9299926757813,474.1099853515625,466.0899963378906,473.2799987792969,16858400.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,475.2799987792969,488.6199951171875,472.2200012207031,484.0299987792969,24212300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,478.1099853515625,478.9599914550781,469.2099914550781,473.3200073242188,23306500.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,469.7200012207031,476.1799926757813,466.55999755859375,471.75,18015500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,466.5,469.0,461.7900085449219,468.0299987792969,12977100.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,480.239990234375,489.989990234375,476.05999755859375,486.1300048828125,21625800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,488.0499877929688,494.3599853515625,482.3500061035156,484.0299987792969,18374300.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,483.4700012207031,486.1400146484375,480.6000061035156,481.739990234375,12101400.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,479.9800109863281,487.2699890136719,479.9200134277344,487.0499877929688,10809600.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,485.0,491.0499877929688,482.75,484.0199890136719,12715500.0,,,,,,,,,,
