Date,Open,High,Low,Close,Volume,"('Adj Close', 'WGS')","('Close', 'WGS')","('High', 'WGS')","('Low', 'WGS')","('Open', 'WGS')","('Volume', 'WGS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.700000047683716,2.713000059127808,2.4660000801086426,2.640000104904175,142400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.5799999237060547,2.799999952316284,2.5299999713897705,2.789999961853028,94800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.799999952316284,2.859999895095825,2.6670000553131104,2.7699999809265137,187700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.75,2.8499999046325684,2.63100004196167,2.75,153500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.819999933242798,3.921000003814697,2.8010001182556152,3.859999895095825,954600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,4.0,4.730000019073486,3.849999904632568,4.480000019073486,942700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,4.559999942779541,4.630000114440918,3.740000009536743,4.230000019073486,605100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.179999828338623,4.179999828338623,3.650000095367432,3.809999942779541,259700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.809999942779541,3.869999885559082,3.3299999237060547,3.660000085830689,601900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.609999895095825,3.658999919891357,3.140000104904175,3.3299999237060547,431400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.2100000381469727,3.799999952316284,3.2100000381469727,3.660000085830689,179500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.75,3.75,3.180000066757202,3.259999990463257,311800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.2100000381469727,3.3499999046325684,2.984999895095825,3.240000009536743,352100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.1700000762939453,3.4600000381469727,3.1640000343322754,3.3499999046325684,178200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.359999895095825,3.630000114440918,3.2799999713897705,3.5299999713897705,110700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.509999990463257,3.740000009536743,3.319999933242798,3.369999885559082,387700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.390000104904175,3.400000095367432,2.8499999046325684,3.0,610600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.0,3.490000009536743,2.9800000190734863,3.4200000762939453,188800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.450000047683716,4.139999866485596,3.259999990463257,4.059999942779541,744700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,4.090000152587891,4.090000152587891,3.690000057220459,3.7699999809265137,285000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.75,4.013999938964844,3.680000066757202,3.849999904632568,135200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.849999904632568,4.090000152587891,3.75,3.880000114440918,123400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,3.849999904632568,3.890000104904175,3.619999885559082,3.839999914169312,115300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,3.849999904632568,4.130000114440918,3.630000114440918,3.740000009536743,130100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,3.740000009536743,3.890000104904175,3.7300000190734863,3.7899999618530273,85400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,3.740000009536743,3.7899999618530273,3.660000085830689,3.740000009536743,116600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,3.7300000190734863,3.940000057220459,3.677000045776367,3.869999885559082,114100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,3.890000104904175,3.9700000286102295,3.7699999809265137,3.900000095367432,101600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,3.930000066757202,4.230000019073486,3.859999895095825,4.179999828338623,189800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,4.079999923706055,4.283999919891357,3.900000095367432,4.0,96900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,4.0,4.599999904632568,3.901000022888184,4.420000076293945,178500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,4.46999979019165,4.619999885559082,4.34499979019165,4.449999809265137,95800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,4.449999809265137,5.25,4.372000217437744,5.050000190734863,350300.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,5.099999904632568,5.589000225067139,4.920000076293945,5.239999771118164,289500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,4.940000057220459,7.110000133514404,4.611999988555908,6.949999809265137,747800.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,7.0,8.270000457763672,6.789999961853027,8.204999923706055,545400.0,,,,,,,,,,
