Date,Open,High,Low,Close,Volume,"('Adj Close', 'BDX')","('Close', 'BDX')","('High', 'BDX')","('Low', 'BDX')","('Open', 'BDX')","('Volume', 'BDX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,243.22000122070312,248.8500061035156,240.0500030517578,245.4199981689453,1952200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,245.82000732421875,246.2700042724609,240.1000061035156,240.47000122070312,1842100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,240.75,243.44000244140625,240.50999450683597,242.91000366210935,1302300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,241.82000732421875,243.8699951171875,241.02999877929688,242.08999633789065,989800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,242.69000244140625,248.6499938964844,242.2400054931641,247.72999572753903,1610700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,247.17999267578125,249.88999938964844,237.52999877929688,237.83999633789065,2693800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,237.97999572753903,239.72000122070312,232.6999969482422,238.41000366210935,2205000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,238.22000122070312,238.8999938964844,234.27999877929688,235.00999450683597,1887600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,236.5399932861328,238.05999755859372,234.97000122070312,236.2700042724609,1363300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,235.05999755859372,237.5800018310547,232.7400054931641,235.0,1585900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,233.8699951171875,236.77999877929688,233.0,234.3000030517578,1018000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,234.17999267578125,236.3300018310547,233.27999877929688,235.0,1210800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,235.22000122070312,236.1199951171875,233.3800048828125,235.88999938964844,1255500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,237.0,239.1199951171875,235.4600067138672,235.88999938964844,909700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,236.17999267578125,238.3300018310547,235.8999938964844,238.3000030517578,1219200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,237.97000122070312,239.2100067138672,234.50999450683597,234.57000732421875,1317900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,235.6999969482422,236.75,233.8600006103516,236.57000732421875,841000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,237.8000030517578,238.75999450683597,235.47000122070312,236.6499938964844,892200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,236.32000732421875,237.97999572753903,235.80999755859372,237.8500061035156,1084000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,238.5,238.94000244140625,236.1100006103516,236.2100067138672,1485700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,237.9600067138672,241.1499938964844,236.8000030517578,238.80999755859372,2355700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,237.5,242.3500061035156,233.13999938964844,242.3500061035156,3146300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,244.6699981689453,246.3000030517578,236.7100067138672,237.19000244140625,1724300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,236.97999572753903,238.58999633789065,234.7400054931641,235.07000732421875,1688100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,235.4600067138672,240.69000244140625,235.1300048828125,238.67999267578125,1671200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,239.0399932861328,242.33999633789065,238.8000030517578,239.47999572753903,1612500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,238.47000122070312,243.69000244140625,238.47000122070312,240.7100067138672,1643600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,240.9600067138672,244.0500030517578,240.32000732421875,243.75,2095500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,243.3600006103516,246.0,241.30999755859372,243.3699951171875,1453400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,243.47000122070312,245.22000122070312,237.3600006103516,239.07000732421875,1908600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,239.00999450683597,239.5500030517578,236.92999267578125,238.6100006103516,1599900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,238.8800048828125,242.3000030517578,238.47999572753903,239.9600067138672,1226400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,239.80999755859372,243.97999572753903,238.2700042724609,240.75999450683597,1582400.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,240.75999450683597,243.3999938964844,239.5,240.66000366210935,1193900.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,240.72999572753903,245.50999450683597,240.1000061035156,245.32000732421875,1623800.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,245.1999969482422,245.5200042724609,240.75999450683597,243.6199951171875,1305800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,243.9499969482422,246.6000061035156,242.8999938964844,246.1999969482422,992700.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,245.8699951171875,246.2400054931641,241.5500030517578,241.72000122070312,939400.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,240.80999755859372,243.42999267578125,240.50999450683597,241.2400054931641,919000.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,240.92999267578125,242.33999633789065,238.83999633789065,239.1499938964844,829200.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,239.5800018310547,239.5800018310547,235.05999755859372,235.5500030517578,1812900.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,235.41000366210935,236.33999633789065,233.41000366210935,235.30999755859372,1821300.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,234.3699951171875,236.52999877929688,233.5500030517578,235.6499938964844,1930700.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,237.2700042724609,238.6100006103516,233.1199951171875,233.4499969482422,1335700.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,233.3600006103516,236.6699981689453,233.05999755859372,235.6000061035156,1335300.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,237.07000732421875,238.7700042724609,235.94000244140625,237.6199951171875,1854800.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,237.6100006103516,241.47000122070312,236.3699951171875,239.8999938964844,1692700.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,239.67999267578125,242.3800048828125,238.5399932861328,239.5,964200.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,238.4600067138672,239.4499969482422,237.2400054931641,237.82000732421875,1219900.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,238.1300048828125,241.4499969482422,237.3300018310547,238.8000030517578,961400.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,238.2899932861328,239.72000122070312,235.19000244140625,237.1699981689453,1121600.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,232.17999267578125,237.75999450683597,232.17999267578125,236.7100067138672,2686000.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,237.6100006103516,239.4600067138672,236.4199981689453,237.72000122070312,1141800.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,238.19000244140625,240.33999633789065,237.92999267578125,240.2400054931641,1070400.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,239.8600006103516,240.6000061035156,236.33999633789065,237.8699951171875,784000.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,238.9600067138672,241.97999572753903,237.69000244140625,241.6199951171875,1357000.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,242.8999938964844,246.66000366210935,242.0500030517578,246.25,2230100.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,245.3500061035156,245.75999450683597,240.5500030517578,241.6699981689453,1755300.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,242.2100067138672,242.8600006103516,240.58999633789065,241.8800048828125,879000.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,243.2700042724609,246.58999633789065,242.69000244140625,246.52999877929688,839600.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,246.72999572753903,248.4199981689453,245.3300018310547,247.4499969482422,1093900.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,247.1199951171875,247.80999755859372,242.72999572753903,244.0500030517578,667300.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,242.9199981689453,243.1300048828125,240.2400054931641,241.0200042724609,1227600.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,241.52999877929688,245.25,240.32000732421875,243.58999633789065,1215800.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,245.7899932861328,246.9199981689453,242.94000244140625,243.0500030517578,952600.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,243.0500030517578,246.27999877929688,242.25,246.1699981689453,1234600.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,245.6100006103516,245.6100006103516,241.55999755859372,241.72000122070312,2086000.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,242.6699981689453,246.1000061035156,241.0200042724609,245.80999755859372,945000.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,243.3500061035156,243.7400054931641,239.22000122070312,240.9900054931641,831400.0,,,,,,,,,,
2024-04-10 20:00:00-04:00,240.92999267578125,243.3000030517578,239.63999938964844,240.6100006103516,1010500.0,,,,,,,,,,
2024-04-11 20:00:00-04:00,239.1300048828125,240.0200042724609,233.7400054931641,235.1699981689453,1028400.0,,,,,,,,,,
2024-04-14 20:00:00-04:00,237.1100006103516,238.07000732421875,234.6300048828125,234.72000122070312,872300.0,,,,,,,,,,
2024-04-15 20:00:00-04:00,234.82000732421875,235.1000061035156,230.7100067138672,231.00999450683597,1064100.0,,,,,,,,,,
