Date,Open,High,Low,Close,Volume,"('Adj Close', 'ITT')","('Close', 'ITT')","('High', 'ITT')","('Low', 'ITT')","('Open', 'ITT')","('Volume', 'ITT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,118.06999969482422,119.04000091552734,116.25,116.93000030517578,297800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,116.0,116.38999938964844,113.6999969482422,113.72000122070312,396000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,113.77999877929688,115.27999877929688,113.76000213623048,114.58000183105467,456400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,114.02999877929688,115.91999816894533,114.02999877929688,115.72000122070312,717200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,115.58999633789062,116.18000030517578,114.9800033569336,116.08000183105467,242200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,115.29000091552734,116.1500015258789,114.23999786376952,116.11000061035156,217800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,116.44000244140624,116.8000030517578,115.87999725341795,116.56999969482422,182600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,116.5999984741211,117.48999786376952,115.95999908447266,117.33000183105467,167100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,118.52999877929688,118.79000091552734,116.93000030517578,117.52999877929688,239400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,116.76000213623048,118.11000061035156,116.58999633789062,117.97000122070312,294700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,116.6999969482422,117.7300033569336,116.6999969482422,117.47000122070312,227100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,118.08000183105467,118.97000122070312,117.25,118.52999877929688,197100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,118.76000213623048,119.38999938964844,117.83999633789062,119.2699966430664,156500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,120.22000122070312,121.8000030517578,119.72000122070312,121.4800033569336,302000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,121.83999633789062,121.83999633789062,120.45999908447266,121.27999877929688,267800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,121.88999938964844,121.88999938964844,119.16000366210938,119.2300033569336,202600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,120.5,120.79000091552734,119.3499984741211,120.06999969482422,261600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,120.45999908447266,120.95999908447266,119.4499969482422,119.9499969482422,205000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,119.80999755859376,122.44000244140624,119.0999984741211,122.38999938964844,268300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,121.9000015258789,123.6500015258789,121.86000061035156,123.2699966430664,350200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,122.9000015258789,123.37000274658205,120.73999786376952,120.77999877929688,803400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,121.8000030517578,124.2699966430664,121.37000274658205,124.08000183105467,296200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,123.38999938964844,126.79000091552734,123.33999633789062,126.41000366210938,330000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,124.91000366210938,125.58999633789062,123.91000366210938,125.19000244140624,345500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,125.29000091552734,125.69000244140624,124.55999755859376,124.98999786376952,596000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,125.77999877929688,127.12999725341795,125.08000183105467,125.75,707000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,124.5,125.0,118.58000183105467,119.83999633789062,1153900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,120.95999908447266,123.3499984741211,120.83999633789062,122.4000015258789,598100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,121.91000366210938,123.69000244140624,121.33000183105467,123.0,270300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,120.70999908447266,120.95999908447266,118.9499969482422,119.62000274658205,342400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,120.4800033569336,123.41000366210938,120.4800033569336,123.11000061035156,378100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,124.01000213623048,125.16000366210938,122.18000030517578,124.91999816894533,490900.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,124.81999969482422,125.30999755859376,123.69000244140624,123.72000122070312,228700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,122.38999938964844,123.41000366210938,121.8499984741211,122.37000274658205,248700.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,122.52999877929688,123.26000213623048,121.5500030517578,123.0,209400.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,123.83999633789062,125.38999938964844,122.83999633789062,125.1999969482422,356600.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,125.6999969482422,125.9800033569336,124.83999633789062,125.66999816894533,237900.0,,,,,,,,,,
