Date,Open,High,Low,Close,Volume,"('Adj Close', 'QRTEA')","('Close', 'QRTEA')","('High', 'QRTEA')","('Low', 'QRTEA')","('Open', 'QRTEA')","('Volume', 'QRTEA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,0.8799999952316284,0.9300000071525574,0.8600000143051147,0.8700000047683716,2622200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,0.8799999952316284,0.8799999952316284,0.8100000023841858,0.8199999928474426,2700900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,0.8199999928474426,0.8399999737739563,0.7900000214576721,0.8100000023841858,1395200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,0.8199999928474426,0.8799999952316284,0.8100000023841858,0.8399999737739563,2281900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,0.8500000238418579,0.9300000071525574,0.8100000023841858,0.9100000262260436,5217700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,0.9100000262260436,0.959999978542328,0.8999999761581421,0.9200000166893004,3175800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,0.9200000166893004,0.959999978542328,0.8700000047683716,0.9100000262260436,2123100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,0.8999999761581421,0.9399999976158142,0.8799999952316284,0.9100000262260436,1829200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,0.9100000262260436,0.9700000286102296,0.8399999737739563,0.8500000238418579,2965600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,0.8500000238418579,0.8899999856948853,0.8100000023841858,0.8399999737739563,1729800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,0.8100000023841858,0.8600000143051147,0.8100000023841858,0.8399999737739563,855800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,0.8500000238418579,0.8799999952316284,0.800000011920929,0.8100000023841858,1970100.0,,,,,,,,,,
