Date,Open,High,Low,Close,Volume,"('Adj Close', 'GRMN')","('Close', 'GRMN')","('High', 'GRMN')","('Low', 'GRMN')","('Open', 'GRMN')","('Volume', 'GRMN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,127.5500030517578,128.60000610351562,126.02999877929688,126.55999755859376,1023300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,125.5500030517578,125.98999786376952,123.94000244140624,124.1500015258789,728100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,123.94000244140624,124.6999969482422,123.75,123.80999755859376,660900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,123.77999877929688,124.36000061035156,122.63999938964844,122.8499984741211,864600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,122.05999755859376,123.19000244140624,121.72000122070312,123.0199966430664,795200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,122.1999969482422,122.5199966430664,121.31999969482422,121.87999725341795,934700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,122.66999816894533,123.45999908447266,122.3499984741211,123.25,567200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,123.25,123.5500030517578,121.9800033569336,123.18000030517578,621400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,124.1999969482422,124.29000091552734,123.37000274658205,123.8499984741211,521000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,123.1999969482422,123.76000213623048,122.51000213623048,123.58999633789062,703600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,122.9800033569336,123.63999938964844,122.73999786376952,123.37000274658205,699200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,124.08000183105467,124.58000183105467,123.13999938964844,124.27999877929688,612800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,124.7300033569336,126.0199966430664,124.5,125.4800033569336,1334300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,126.0500030517578,127.36000061035156,126.0500030517578,126.70999908447266,658900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,126.45999908447266,127.25,125.88999938964844,127.0500030517578,745200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,127.7300033569336,127.7300033569336,125.0199966430664,125.11000061035156,632500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,124.8000030517578,125.51000213623048,124.1500015258789,125.04000091552734,675200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,125.38999938964844,125.75,124.37999725341795,124.73999786376952,488100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,124.37999725341795,125.20999908447266,123.7300033569336,125.19000244140624,459400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,123.9800033569336,124.04000091552734,121.73999786376952,121.86000061035156,1038900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,121.86000061035156,121.86000061035156,119.3000030517578,119.48999786376952,935900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,120.04000091552734,121.02999877929688,119.1500015258789,121.01000213623048,708400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,119.97000122070312,120.94000244140624,119.2699966430664,120.41000366210938,722000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,119.5199966430664,120.80999755859376,119.30999755859376,119.87999725341795,734400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,120.18000030517578,121.93000030517578,120.05999755859376,121.80999755859376,570100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,121.80999755859376,122.22000122070312,121.0,121.7300033569336,708100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,122.04000091552734,122.45999908447266,120.86000061035156,122.31999969482422,596200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,122.2699966430664,123.6999969482422,121.9000015258789,123.2699966430664,599500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,123.2699966430664,123.93000030517578,122.95999908447266,123.62000274658205,714000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,121.88999938964844,121.88999938964844,120.05999755859376,121.12000274658205,538800.0,,,,,,,,,,
