Date,Open,High,Low,Close,Volume,"('Adj Close', 'NNBR')","('Close', 'NNBR')","('High', 'NNBR')","('Low', 'NNBR')","('Open', 'NNBR')","('Volume', 'NNBR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.0,4.179999828338623,3.920000076293945,4.079999923706055,123200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.039999961853027,4.190000057220459,4.010000228881836,4.090000152587891,115700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.050000190734863,4.349999904632568,4.050000190734863,4.309999942779541,392800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,4.380000114440918,4.449999809265137,3.990000009536743,4.139999866485596,317900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,4.119999885559082,4.190000057220459,3.900000095367432,3.950000047683716,160300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.900000095367432,4.099999904632568,3.75,4.050000190734863,118200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,4.130000114440918,4.300000190734863,3.9600000381469727,4.190000057220459,144600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.159999847412109,4.239999771118164,4.119999885559082,4.199999809265137,78300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.230000019073486,4.440000057220459,4.139999866485596,4.409999847412109,172900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,4.369999885559082,4.440000057220459,4.0,4.010000228881836,185600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.990000009536743,4.03000020980835,3.7699999809265137,3.819999933242798,128300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.829999923706055,3.940000057220459,3.809999942779541,3.920000076293945,117300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.940000057220459,4.050000190734863,3.880000114440918,3.990000009536743,86600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.070000171661377,4.309999942779541,4.059999942779541,4.179999828338623,137300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,4.130000114440918,4.28000020980835,4.050000190734863,4.139999866485596,88000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,4.210000038146973,4.239999771118164,4.050000190734863,4.159999847412109,120100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,4.190000057220459,4.239999771118164,4.050000190734863,4.199999809265137,88200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,4.150000095367432,4.420000076293945,4.150000095367432,4.389999866485596,167800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,4.369999885559082,4.929999828338623,4.369999885559082,4.739999771118164,382600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,4.760000228881836,4.829999923706055,4.519999980926514,4.659999847412109,136800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,4.659999847412109,4.809999942779541,4.519999980926514,4.610000133514404,106200.0,,,,,,,,,,
