Date,Open,High,Low,Close,Volume,"('Adj Close', 'HELE')","('Close', 'HELE')","('High', 'HELE')","('Low', 'HELE')","('Open', 'HELE')","('Volume', 'HELE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,119.80999755859376,123.62000274658205,119.80999755859376,122.06999969482422,206700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,120.37999725341795,120.7300033569336,115.37999725341795,115.66999816894533,230100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,115.11000061035156,116.83999633789062,114.3000030517578,116.56999969482422,227400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,115.27999877929688,117.69000244140624,115.22000122070312,115.9800033569336,351600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,119.0,122.19000244140624,115.91000366210938,121.16000366210938,569900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,120.3000030517578,125.69000244140624,119.56999969482422,125.26000213623048,297000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,125.5,126.94000244140624,123.68000030517578,124.6500015258789,233200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,123.8000030517578,126.25,122.43000030517578,124.33999633789062,202700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,126.13999938964844,126.6500015258789,120.80999755859376,121.43000030517578,190900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,119.87000274658205,119.87000274658205,115.68000030517578,117.4000015258789,297500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,115.30999755859376,117.16999816894533,114.20999908447266,114.83999633789062,255000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,115.83000183105467,115.9800033569336,112.47000122070312,115.91000366210938,213900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,116.81999969482422,117.97000122070312,114.2699966430664,117.87999725341795,208600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,118.4800033569336,122.48999786376952,118.26000213623048,121.18000030517578,161800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,122.93000030517578,122.93000030517578,120.2699966430664,121.2300033569336,160900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,122.76000213623048,122.76000213623048,117.81999969482422,118.37999725341795,203400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,120.26000213623048,121.33000183105467,119.0,121.11000061035156,176700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,122.37999725341795,124.7300033569336,120.75,123.44000244140624,198400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,122.77999877929688,123.05999755859376,118.58000183105467,120.8000030517578,225900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,119.76000213623048,119.76000213623048,117.12999725341795,117.5,236000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,117.26000213623048,117.69000244140624,113.86000061035156,114.5,263200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,115.08000183105467,117.1500015258789,113.95999908447266,115.38999938964844,222000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,113.31999969482422,118.5199966430664,113.1500015258789,116.83999633789062,142700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,115.1999969482422,115.37000274658205,110.72000122070312,111.9800033569336,339100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,111.88999938964844,114.9800033569336,111.88999938964844,114.9800033569336,115200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,114.81999969482422,114.83000183105467,113.04000091552734,113.48999786376952,132500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,113.1500015258789,116.33999633789062,113.1500015258789,116.18000030517578,138700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,116.54000091552734,116.6999969482422,114.63999938964844,116.5199966430664,128800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,115.98999786376952,123.05999755859376,115.98999786376952,122.45999908447266,325900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,116.7699966430664,120.37999725341795,115.66999816894533,118.8000030517578,257500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,120.86000061035156,121.63999938964844,118.70999908447266,121.22000122070312,145900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,122.0,125.91999816894533,122.0,124.75,221200.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,123.62000274658205,124.01000213623048,121.5,122.06999969482422,152000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,120.11000061035156,122.98999786376952,119.19000244140624,122.81999969482422,158600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,122.6500015258789,124.22000122070312,121.88999938964844,124.08999633789062,187400.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,123.47000122070312,126.6500015258789,123.38999938964844,126.0199966430664,158900.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,125.94000244140624,126.91999816894533,124.61000061035156,125.56999969482422,116900.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,124.4499969482422,126.76000213623048,123.62999725341795,123.91000366210938,112000.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,124.48999786376952,126.81999969482422,124.48999786376952,126.27999877929688,150500.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,125.05999755859376,127.83000183105467,125.05999755859376,125.77999877929688,181000.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,127.20999908447266,127.62000274658205,123.9000015258789,125.0,186300.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,124.5199966430664,125.43000030517578,122.56999969482422,124.37000274658205,104300.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,124.4800033569336,126.26000213623048,123.1500015258789,123.16999816894533,103300.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,122.95999908447266,124.33000183105467,121.2699966430664,121.4499969482422,136700.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,122.12999725341795,122.77999877929688,120.80999755859376,121.31999969482422,165400.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,122.52999877929688,123.69000244140624,121.9800033569336,122.08000183105467,155600.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,123.5,125.54000091552734,122.6999969482422,124.36000061035156,125400.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,123.9000015258789,124.83000183105467,119.87999725341795,120.95999908447266,242500.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,120.88999938964844,121.12000274658205,118.44000244140624,119.43000030517578,145700.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,118.6500015258789,120.76000213623048,118.6500015258789,119.62000274658205,125800.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,119.20999908447266,119.20999908447266,116.1500015258789,117.08999633789062,129100.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,116.27999877929688,118.63999938964844,116.27999877929688,116.91000366210938,330400.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,116.9499969482422,116.9499969482422,114.0199966430664,114.23999786376952,183300.0,,,,,,,,,,
