Date,Open,High,Low,Close,Volume,"('Adj Close', 'AMR')","('Close', 'AMR')","('High', 'AMR')","('Low', 'AMR')","('Open', 'AMR')","('Volume', 'AMR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,335.0,343.7699890136719,333.54998779296875,341.239990234375,126000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,339.5400085449219,348.0899963378906,337.82000732421875,341.17999267578125,197200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,341.79998779296875,379.18499755859375,341.7699890136719,361.6600036621094,476500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,360.010009765625,371.8900146484375,359.7950134277344,367.3200073242188,190300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,365.0,365.760009765625,350.1050109863281,365.7200012207031,146600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,364.2799987792969,383.4500122070313,362.4500122070313,381.9500122070313,217200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,382.0,382.1400146484375,362.885009765625,363.8999938964844,244300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,364.7999877929688,368.1409912109375,354.4800109863281,362.6199951171875,139900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,366.1300048828125,370.7799987792969,361.0199890136719,368.0,103900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,369.9500122070313,372.739990234375,356.3450012207031,358.7099914550781,203800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,353.75,378.8399963378906,351.2699890136719,377.4299926757813,200400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,382.0,398.739990234375,377.0350036621094,396.5299987792969,337400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,398.1799926757813,403.5199890136719,388.1700134277344,402.4599914550781,394200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,402.4299926757813,408.7349853515625,392.0199890136719,406.7799987792969,221700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,408.6300048828125,408.6300048828125,397.739990234375,400.9299926757813,172000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,404.9100036621094,407.6300048828125,389.2099914550781,389.3500061035156,187700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,398.9500122070313,398.9500122070313,374.05999755859375,378.5400085449219,231600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,378.5400085449219,387.3450012207031,376.0199890136719,386.0499877929688,102300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,385.0199890136719,396.8999938964844,380.9299926757813,395.5400085449219,109600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,391.25,403.6400146484375,386.010009765625,403.3800048828125,149300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,401.4599914550781,408.0400085449219,398.5299987792969,399.239990234375,125000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,401.0899963378906,409.6000061035156,401.0799865722656,407.0,135500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,399.5799865722656,411.2019958496094,399.5799865722656,403.5299987792969,110300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,396.1700134277344,398.1080017089844,371.0,380.2699890136719,295700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,382.0199890136719,382.4500122070313,342.17999267578125,359.4100036621094,431800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,360.20001220703125,364.0,351.989990234375,361.2900085449219,246400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,357.19000244140625,374.0400085449219,354.67999267578125,370.9100036621094,133500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,373.4700012207031,373.4700012207031,363.3599853515625,370.0,120500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,374.1000061035156,375.7900085449219,370.5499877929688,372.7799987792969,132900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,366.7000122070313,385.4700012207031,365.2720031738281,380.2200012207031,259500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,383.8900146484375,393.3049926757813,380.2200012207031,390.7999877929688,245700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,382.989990234375,386.9100036621094,357.70001220703125,378.0199890136719,304200.0,,,,,,,,,,
