Date,Open,High,Low,Close,Volume,"('Adj Close', 'PCRX')","('Close', 'PCRX')","('High', 'PCRX')","('Low', 'PCRX')","('Open', 'PCRX')","('Volume', 'PCRX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,33.47999954223633,33.720001220703125,31.96999931335449,32.0,679600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,32.189998626708984,32.529998779296875,31.34000015258789,32.06999969482422,480400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,32.150001525878906,32.61000061035156,31.559999465942383,32.41999816894531,381400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,32.2400016784668,34.86000061035156,32.11000061035156,34.27000045776367,599600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,34.290000915527344,35.95000076293945,34.150001525878906,35.47999954223633,691900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,35.310001373291016,35.810001373291016,34.02000045776367,34.72999954223633,465600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,34.779998779296875,34.779998779296875,32.869998931884766,33.16999816894531,616200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,32.939998626708984,32.939998626708984,31.0,32.650001525878906,848000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,33.0099983215332,33.0099983215332,32.029998779296875,32.22999954223633,344200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,32.25,32.5099983215332,31.57999992370605,32.33000183105469,385600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,31.86000061035156,32.20000076293945,31.200000762939453,31.63999938964844,390100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,31.850000381469727,32.06999969482422,31.40999984741211,31.729999542236328,414900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,31.790000915527344,31.88999938964844,31.100000381469727,31.84000015258789,306500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,32.130001068115234,32.849998474121094,31.76000022888184,32.29999923706055,390700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,32.709999084472656,32.959999084472656,31.81999969482422,32.400001525878906,262700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,32.779998779296875,32.959999084472656,31.6299991607666,32.18000030517578,291300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,32.630001068115234,32.84000015258789,31.959999084472656,32.38999938964844,259500.0,,,,,,,,,,
