Date,Open,High,Low,Close,Volume,"('Adj Close', 'HES')","('Close', 'HES')","('High', 'HES')","('Low', 'HES')","('Open', 'HES')","('Volume', 'HES')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,145.74000549316406,147.0500030517578,144.52999877929688,144.77999877929688,2663700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,145.1699981689453,148.5,143.9600067138672,147.80999755859375,1660900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,149.24000549316406,149.89999389648438,145.6199951171875,145.75,2064500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,147.22000122070312,147.22000122070312,144.57000732421875,145.05999755859375,2177000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,142.4499969482422,144.1999969482422,141.14999389648438,143.86000061035156,2943700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,144.0,144.14999389648438,140.1300048828125,140.1699981689453,2505600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,140.0399932861328,140.4600067138672,138.4199981689453,138.9199981689453,2132300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,139.9600067138672,140.4600067138672,139.0399932861328,139.7899932861328,1795500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,142.5,143.11000061035156,141.02999877929688,141.77000427246094,2026400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,140.39999389648438,141.19000244140625,138.0,138.2899932861328,3025900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,136.97000122070312,139.14999389648438,136.72999572753906,138.08999633789062,2694300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,137.82000732421875,137.9600067138672,135.63999938964844,137.11000061035156,2244200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,137.25,137.58999633789062,136.3800048828125,137.32000732421875,2674200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,136.6300048828125,138.10000610351562,136.07000732421875,137.77999877929688,2872500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,137.69000244140625,138.8000030517578,137.16000366210938,137.36000061035156,1655000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,138.83999633789062,140.27000427246094,137.4600067138672,140.27000427246094,2389300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,140.8800048828125,144.22999572753906,140.61000061035156,144.02999877929688,2437500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,143.5,144.5399932861328,142.36000061035156,144.25999450683594,2682300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,143.97999572753906,144.32000732421875,141.77999877929688,142.9499969482422,3497900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,141.55999755859375,144.47999572753906,141.50999450683594,143.52000427246094,4270500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,142.82000732421875,144.07000732421875,140.49000549316406,140.52999877929688,2771800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,140.2899932861328,142.27000427246094,139.77000427246094,141.5,2577700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,143.57000732421875,146.72999572753906,142.88999938964844,145.9600067138672,2540600.0,,,,,,,,,,
