Date,Open,High,Low,Close,Volume,"('Adj Close', 'DCI')","('Close', 'DCI')","('High', 'DCI')","('Low', 'DCI')","('Open', 'DCI')","('Volume', 'DCI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,64.91000366210938,65.33000183105469,64.41999816894531,64.79000091552734,352400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,64.16000366210938,64.38999938964844,63.540000915527344,63.59000015258789,403300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,63.7400016784668,63.97999954223633,63.540000915527344,63.65999984741211,389300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,63.38999938964844,63.68000030517578,63.15999984741211,63.560001373291016,467900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,62.90999984741211,62.9900016784668,61.97999954223633,62.63999938964844,424500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,62.130001068115234,62.43999862670898,61.790000915527344,62.41999816894531,414000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,62.52000045776367,62.81999969482422,62.13999938964844,62.810001373291016,352300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,63.0,63.04999923706055,61.97999954223633,62.630001068115234,285800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,63.400001525878906,63.400001525878906,62.790000915527344,63.27000045776367,297600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,63.130001068115234,63.45000076293945,62.81999969482422,63.43000030517578,386200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,62.86000061035156,63.2400016784668,62.77000045776367,62.869998931884766,258400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,63.06999969482422,63.630001068115234,62.97999954223633,63.59000015258789,255900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,63.72999954223633,64.11000061035156,63.13999938964844,64.0999984741211,364900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,64.41000366210938,64.83000183105469,64.33000183105469,64.7699966430664,263300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,65.0,65.05999755859375,64.41999816894531,64.77999877929688,323700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,65.12000274658203,65.12000274658203,64.16999816894531,64.19000244140625,393800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,64.77999877929688,64.94999694824219,64.11000061035156,64.66999816894531,298000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,65.01000213623047,65.33999633789062,64.19999694824219,64.2699966430664,363100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,64.31999969482422,64.87000274658203,64.05999755859375,64.68000030517578,375400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,64.33999633789062,65.22000122070312,64.33999633789062,65.16999816894531,355700.0,,,,,,,,,,
