Date,Open,High,Low,Close,Volume,"('Adj Close', 'STIM')","('Close', 'STIM')","('High', 'STIM')","('Low', 'STIM')","('Open', 'STIM')","('Volume', 'STIM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.700000047683716,2.869999885559082,2.650000095367432,2.75,158400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.75,2.819999933242798,2.609999895095825,2.680000066757202,369400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.650000095367432,2.759999990463257,2.4100000858306885,2.7100000381469727,119900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.6600000858306885,3.25,2.650000095367432,2.990000009536743,412400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.9600000381469727,3.130000114440918,2.75,2.799999952316284,441700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.75,2.9200000762939453,2.5799999237060547,2.859999895095825,191900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.789999961853028,3.700000047683716,2.789999961853028,3.440000057220459,454700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.4600000381469727,3.4600000381469727,3.0199999809265137,3.1700000762939453,231600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.130000114440918,3.359999895095825,2.950000047683716,3.039999961853028,159500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.009999990463257,3.0899999141693115,2.8399999141693115,3.0,251900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.9600000381469727,3.181999921798706,2.859999895095825,3.0,145600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.0299999713897705,3.2100000381469727,2.990000009536743,3.200000047683716,163800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.2100000381469727,3.369999885559082,3.0999999046325684,3.319999933242798,163800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.3499999046325684,3.640000104904175,3.240000009536743,3.490000009536743,162500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.539999961853028,3.539999961853028,3.309999942779541,3.3499999046325684,137600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.4200000762939453,3.7899999618530273,3.4100000858306885,3.450000047683716,221000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.5299999713897705,3.619999885559082,3.450000047683716,3.5199999809265137,159900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.5,3.525000095367432,3.3399999141693115,3.3499999046325684,136400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.3399999141693115,3.4189999103546143,3.25,3.3499999046325684,71500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.299999952316284,3.5,3.2100000381469727,3.5,103000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.509999990463257,3.634999990463257,3.299999952316284,3.400000095367432,215500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.380000114440918,3.4600000381469727,3.065000057220459,3.3499999046325684,177800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,3.259999990463257,3.390000104904175,3.25,3.380000114440918,82100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,3.309999942779541,3.359999895095825,3.240000009536743,3.299999952316284,54500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,3.309999942779541,3.5199999809265137,3.2100000381469727,3.5199999809265137,85700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,3.5,3.690000057220459,3.470000028610229,3.539999961853028,137500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,3.549999952316284,3.6989998817443848,3.539999961853028,3.5899999141693115,91500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,3.5899999141693115,3.697999954223633,3.440000057220459,3.5999999046325684,142100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,3.609999895095825,3.920000076293945,3.6050000190734863,3.7200000286102295,194100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,3.609999895095825,3.680000066757202,3.2100000381469727,3.299999952316284,135400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,3.430000066757202,3.539999961853028,3.259999990463257,3.4800000190734863,88300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,3.509999990463257,3.509999990463257,3.009999990463257,3.1549999713897705,287100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,3.130000114440918,3.190000057220459,2.9200000762939453,3.0999999046325684,211000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,3.140000104904175,3.140000104904175,2.819999933242798,3.0299999713897705,116400.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,3.0199999809265137,3.3399999141693115,3.0199999809265137,3.194999933242798,189500.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,3.220000028610229,3.319999933242798,3.07699990272522,3.2799999713897705,75300.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,3.299999952316284,3.3399999141693115,3.0899999141693115,3.289999961853028,96800.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,3.299999952316284,3.390000104904175,3.1449999809265137,3.289999961853028,148200.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,3.3499999046325684,3.440000057220459,3.2100000381469727,3.25,71700.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,3.25,3.311000108718872,2.950000047683716,2.970000028610229,380700.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,3.0299999713897705,3.2100000381469727,2.7699999809265137,3.0,382200.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,3.0,3.118000030517578,2.7799999713897705,3.009999990463257,162500.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,3.009999990463257,3.0999999046325684,2.789999961853028,2.789999961853028,102000.0,,,,,,,,,,
