Date,Open,High,Low,Close,Volume,"('Adj Close', 'SSB')","('Close', 'SSB')","('High', 'SSB')","('Low', 'SSB')","('Open', 'SSB')","('Volume', 'SSB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,83.69999694824219,85.83999633789062,83.31999969482422,85.05000305175781,457800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,84.37000274658203,84.37000274658203,81.93000030517578,82.16999816894531,490600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,82.63999938964844,83.51000213623047,82.44999694824219,82.94000244140625,446500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,80.87000274658203,84.12999725341797,80.87000274658203,82.7300033569336,436800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,82.8499984741211,83.6500015258789,82.25,83.63999938964844,235500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,83.55000305175781,83.55000305175781,82.01000213623047,82.5199966430664,287500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,82.20999908447266,83.0199966430664,81.77999877929688,82.95999908447266,294100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,82.18000030517578,82.23999786376953,80.37000274658203,81.58000183105469,300400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,82.56999969482422,82.66000366210938,80.16999816894531,80.6500015258789,261800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,79.30999755859375,80.4000015258789,78.93000030517578,79.5,305900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,78.16000366210938,79.69999694824219,77.63999938964844,79.4000015258789,253100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,79.83000183105469,80.41000366210938,79.12000274658203,80.20999908447266,272400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,80.5999984741211,81.62999725341797,79.69000244140625,81.58000183105469,406200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,82.48999786376953,83.47000122070312,81.75,83.38999938964844,298000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,84.0,84.0,81.83999633789062,81.88999938964844,377200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,82.44999694824219,83.19999694824219,81.94000244140625,82.47000122070312,308500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,83.58000183105469,83.58000183105469,80.9000015258789,80.98999786376953,723400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,83.43000030517578,85.16000366210938,82.80000305175781,84.4800033569336,689100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,84.81999969482422,87.18000030517578,84.47000122070312,87.12999725341797,587400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,86.04000091552734,87.16000366210938,85.97000122070312,86.48999786376953,527700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,84.8499984741211,86.4800033569336,83.0,83.0999984741211,594100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,83.52999877929688,83.94000244140625,78.5999984741211,81.04000091552734,628100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,79.29000091552734,81.45999908447266,79.06999969482422,80.83000183105469,392900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,79.69999694824219,80.19999694824219,78.93000030517578,79.7300033569336,395300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,79.6500015258789,80.4000015258789,79.0999984741211,79.55999755859375,341100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,79.55999755859375,80.62999725341797,77.83999633789062,80.52999877929688,584600.0,,,,,,,,,,
