Date,Open,High,Low,Close,Volume,"('Adj Close', 'CASH')","('Close', 'CASH')","('High', 'CASH')","('Low', 'CASH')","('Open', 'CASH')","('Volume', 'CASH')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,52.61000061035156,53.27000045776367,52.27999877929688,52.540000915527344,216600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,52.369998931884766,52.52999877929688,50.56999969482422,50.58000183105469,192200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,50.7400016784668,51.459999084472656,50.66999816894531,50.790000915527344,217700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,50.4900016784668,51.77999877929688,47.81999969482422,50.59000015258789,217500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,50.52999877929688,51.02999877929688,50.0099983215332,50.70000076293945,165100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,50.119998931884766,50.45000076293945,49.720001220703125,50.369998931884766,121400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,50.27999877929688,51.02000045776367,49.90999984741211,51.0099983215332,146600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,50.90999984741211,51.84999847412109,50.25,51.84000015258789,224800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,52.18999862670898,52.61000061035156,51.04999923706055,51.2599983215332,162500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,50.77000045776367,51.09999847412109,50.310001373291016,50.5099983215332,156400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,49.79999923706055,50.56999969482422,49.79999923706055,50.34999847412109,151600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,50.380001068115234,50.869998931884766,50.13999938964844,50.70000076293945,104800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,50.93000030517578,51.43999862670898,50.41999816894531,51.369998931884766,145700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,51.66999816894531,52.97999954223633,51.66999816894531,52.900001525878906,287100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,53.22999954223633,53.34999847412109,52.18999862670898,52.43000030517578,254700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,52.59000015258789,53.31999969482422,51.66999816894531,51.900001525878906,284200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,49.75,53.400001525878906,49.7400016784668,53.02000045776367,382600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,53.4900016784668,53.95000076293945,52.72999954223633,53.45000076293945,258000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,53.369998931884766,54.0,52.29999923706055,54.0,202000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,53.77999877929688,54.290000915527344,53.27000045776367,53.9900016784668,230100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,53.709999084472656,53.77999877929688,51.75,51.77999877929688,169800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,52.08000183105469,52.70000076293945,49.369998931884766,50.45000076293945,221900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,49.56999969482422,50.22999954223633,49.5,49.93000030517578,189100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,49.54999923706055,49.650001525878906,48.970001220703125,49.25,188200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,49.20000076293945,49.72999954223633,48.84999847412109,49.31999969482422,147700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,49.209999084472656,49.7599983215332,48.84999847412109,49.75,170900.0,,,,,,,,,,
