Date,Open,High,Low,Close,Volume,"('Adj Close', 'ERII')","('Close', 'ERII')","('High', 'ERII')","('Low', 'ERII')","('Open', 'ERII')","('Volume', 'ERII')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,18.5,19.190000534057617,18.440000534057617,18.8799991607666,401200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,18.61000061035156,18.770000457763672,18.18000030517578,18.309999465942383,312800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,18.38999938964844,18.38999938964844,17.959999084472656,18.18000030517578,308600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,17.950000762939453,18.0,17.530000686645508,17.850000381469727,392800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,17.770000457763672,18.170000076293945,17.739999771118164,18.170000076293945,293400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,17.860000610351562,17.860000610351562,17.399999618530273,17.579999923706055,360000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,17.579999923706055,17.579999923706055,16.81999969482422,17.09000015258789,443100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,17.100000381469727,17.1200008392334,16.510000228881836,17.079999923706055,1002000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,17.40999984741211,17.93000030517578,17.309999465942383,17.90999984741211,412200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,17.700000762939453,17.84000015258789,17.299999237060547,17.600000381469727,543300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,17.110000610351562,17.549999237060547,16.950000762939453,17.139999389648438,513200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,17.270000457763672,17.389999389648438,16.530000686645508,16.639999389648438,439100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,16.68000030517578,16.709999084472656,16.09000015258789,16.549999237060547,880200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,16.690000534057617,16.920000076293945,16.469999313354492,16.6299991607666,688300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,16.719999313354492,17.170000076293945,16.549999237060547,16.979999542236328,1004900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,17.3700008392334,17.510000228881836,16.1299991607666,16.25,479600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,16.450000762939453,16.510000228881836,16.06999969482422,16.15999984741211,476400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,16.510000228881836,16.809999465942383,16.040000915527344,16.15999984741211,277600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,16.020000457763672,16.299999237060547,15.710000038146973,16.25,554100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,16.059999465942383,16.1299991607666,15.8100004196167,15.970000267028809,346700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,15.970000267028809,16.059999465942383,15.510000228881836,15.510000228881836,469100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,15.670000076293944,15.93000030517578,15.390000343322754,15.43000030517578,282400.0,,,,,,,,,,
