Date,Open,High,Low,Close,Volume,"('Adj Close', 'MET')","('Close', 'MET')","('High', 'MET')","('Low', 'MET')","('Open', 'MET')","('Volume', 'MET')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,66.19000244140625,67.68000030517578,66.12999725341797,67.3499984741211,3913800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,66.9000015258789,67.61000061035156,66.55000305175781,67.12000274658203,3471000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,67.13999938964844,68.3499984741211,67.13999938964844,67.48999786376953,3234400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,67.4800033569336,68.94000244140625,67.3499984741211,68.91999816894531,4089900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,69.0,69.75,68.81999969482422,69.5199966430664,4609800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,69.01000213623047,69.26000213623047,68.29000091552734,69.22000122070312,4806100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,69.4000015258789,69.69000244140625,68.9000015258789,69.30000305175781,3268100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,69.0999984741211,69.5199966430664,68.7300033569336,69.30000305175781,3505200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,69.68000030517578,69.98999786376953,68.77999877929688,68.83000183105469,3566100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,68.1500015258789,68.3499984741211,67.4800033569336,68.22000122070312,4068100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,67.7699966430664,68.55999755859375,67.27999877929688,67.41000366210938,3556100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,67.41000366210938,67.87999725341797,67.20999908447266,67.72000122070312,3354500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,68.19999694824219,69.04000091552734,67.73999786376953,68.88999938964844,4441900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,68.9000015258789,70.05000305175781,68.69000244140625,69.5,4297000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,69.62999725341797,70.08000183105469,69.19000244140625,69.45999908447266,3031100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,69.93000030517578,70.19000244140625,69.61000061035156,69.68000030517578,4346200.0,,,,,,,,,,
