Date,Open,High,Low,Close,Volume,"('Adj Close', 'WULF')","('Close', 'WULF')","('High', 'WULF')","('Low', 'WULF')","('Open', 'WULF')","('Volume', 'WULF')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.930000066757202,2.940000057220459,2.2300000190734863,2.299999952316284,37016700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.039999961853028,2.309999942779541,1.950000047683716,2.150000095367432,31323600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.2699999809265137,2.3499999046325684,2.0899999141693115,2.190000057220459,26283000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.119999885559082,2.130000114440918,1.8799999952316284,1.9299999475479128,22100800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.950000047683716,2.130000114440918,1.7899999618530271,2.059999942779541,24113500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.049999952316284,2.1600000858306885,1.950000047683716,2.0299999713897705,17777100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.9700000286102293,2.259999990463257,1.9600000381469729,2.119999885559082,23629900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.440000057220459,2.4600000381469727,1.840000033378601,1.919999957084656,41921500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.840000033378601,1.8600000143051147,1.6399999856948853,1.7000000476837158,26342900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.6299999952316284,1.6299999952316284,1.4500000476837158,1.5099999904632568,22506100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.4600000381469729,1.5399999618530271,1.4199999570846558,1.4299999475479126,10980900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.4600000381469729,1.5199999809265137,1.2999999523162842,1.309999942779541,17840700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.3200000524520874,1.409999966621399,1.2400000095367432,1.3799999952316284,20120400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.3300000429153442,1.5,1.2899999618530271,1.4500000476837158,13684500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.3700000047683716,1.4800000190734863,1.3600000143051147,1.4299999475479126,11659500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.4800000190734863,1.5700000524520874,1.4299999475479126,1.440000057220459,11185700.0,,,,,,,,,,
