Date,Open,High,Low,Close,Volume,"('Adj Close', 'ETNB')","('Close', 'ETNB')","('High', 'ETNB')","('Low', 'ETNB')","('Open', 'ETNB')","('Volume', 'ETNB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,11.010000228881836,11.8100004196167,10.90999984741211,11.289999961853027,1405200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,11.210000038146973,11.34000015258789,10.899999618530272,11.029999732971191,1216800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,11.06999969482422,11.529999732971191,10.960000038146973,11.390000343322754,870900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,11.300000190734863,11.59000015258789,11.039999961853027,11.529999732971191,1118200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,11.420000076293944,12.029999732971191,10.970000267028809,11.989999771118164,910700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,11.859999656677246,11.93000030517578,11.260000228881836,11.720000267028809,1014200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,11.670000076293944,12.100000381469728,11.350000381469728,11.5,785200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,11.31999969482422,11.31999969482422,10.960000038146973,11.170000076293944,1864200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,10.383999824523926,11.34000015258789,10.199999809265137,11.09000015258789,1307600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,11.0,11.210000038146973,10.880000114440918,11.06999969482422,656000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,10.90999984741211,11.43000030517578,10.81999969482422,11.399999618530272,800900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,11.520000457763672,11.520000457763672,10.75,11.09000015258789,1389700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,11.119999885559082,11.239999771118164,10.93000030517578,11.039999961853027,602700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,11.039999961853027,11.05500030517578,10.449999809265137,10.920000076293944,1258000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,11.050000190734863,11.119999885559082,10.550000190734863,10.970000267028809,712200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,11.09000015258789,11.09000015258789,10.220000267028809,10.239999771118164,917700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,10.270000457763672,10.5600004196167,10.210000038146973,10.4399995803833,1210400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,10.479999542236328,10.640000343322754,10.140000343322754,10.170000076293944,889900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,10.18000030517578,10.829999923706056,10.079999923706056,10.710000038146973,1243000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,10.609999656677246,10.720000267028809,10.100000381469728,10.1899995803833,641300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,10.149999618530272,10.324999809265137,9.850000381469728,9.899999618530272,903000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,9.989999771118164,10.199999809265137,9.84000015258789,9.979999542236328,962100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,9.800000190734863,10.100000381469728,9.630000114440918,9.9350004196167,1226400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,9.770000457763672,9.920000076293944,9.600000381469728,9.800000190734863,466300.0,,,,,,,,,,
