Date,Open,High,Low,Close,Volume,"('Adj Close', 'CTAS')","('Close', 'CTAS')","('High', 'CTAS')","('Low', 'CTAS')","('Open', 'CTAS')","('Volume', 'CTAS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,150.22000122070312,150.8925018310547,147.01499938964844,147.9774932861328,1556000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,147.9149932861328,148.29750061035156,144.88999938964844,145.07000732421875,1530800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,144.875,146.85000610351562,144.875,145.59500122070312,1291600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,145.59500122070312,146.11749267578125,143.6374969482422,144.31500244140625,1160800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,144.50750732421875,146.17999267578125,143.9824981689453,146.03250122070312,1703200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,144.63999938964844,146.16250610351562,144.13499450683594,146.12750244140625,855600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,146.0175018310547,146.86749267578125,145.41250610351562,146.7550048828125,938000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,147.0399932861328,147.2274932861328,145.90750122070312,147.0625,1117200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,147.77000427246094,148.33749389648438,146.9425048828125,148.25,914400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,147.7949981689453,148.3249969482422,146.51499938964844,147.1425018310547,1218000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,146.4774932861328,147.42750549316406,146.29249572753906,147.22250366210938,1122400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,147.22250366210938,148.47000122070312,146.63499450683594,148.15499877929688,1082400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,148.56500244140625,150.14500427246094,147.89999389648438,149.7624969482422,1259600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,150.81500244140625,150.99749755859375,150.0500030517578,150.38250732421875,967200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,151.1425018310547,151.78250122070312,149.88250732421875,150.91749572753906,864000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,151.25750732421875,151.58999633789062,149.28500366210938,149.4875030517578,1372400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,149.71499633789062,150.42999267578125,148.7550048828125,149.62750244140625,1079600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,150.3350067138672,150.3350067138672,148.75,149.45249938964844,685600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,148.87249755859375,151.15249633789062,148.87249755859375,150.5,1270400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,149.6999969482422,152.27000427246094,149.6999969482422,152.20249938964844,1209200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,152.25,152.92250061035156,150.4774932861328,151.1425018310547,2575600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,151.68499755859375,154.59750366210938,150.95750427246094,154.38499450683594,1486000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,154.07749938964844,155.65750122070312,152.99000549316406,154.8249969482422,1349200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,154.21499633789062,154.27000427246094,152.78500366210938,153.90499877929688,1422800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,154.50250244140625,154.97999572753906,153.61749267578125,154.47250366210938,1342400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,155.52499389648438,156.5449981689453,155.1475067138672,155.40499877929688,1089600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,155.125,155.49249267578125,153.99000549316406,154.2899932861328,1715600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,154.7324981689453,155.08749389648438,153.5175018310547,154.55499267578125,1123600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,154.25,154.30499267578125,152.97999572753906,153.42250061035156,1157200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,152.75,152.96249389648438,150.6999969482422,151.49000549316406,1777200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,151.61749267578125,153.29750061035156,150.9425048828125,153.16749572753906,1427200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,154.0225067138672,155.4824981689453,153.36749267578125,155.2550048828125,1213200.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,155.22250366210938,155.44500732421875,153.18499755859375,153.6649932861328,1358800.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,153.6699981689453,154.7949981689453,152.7675018310547,153.66000366210938,1694000.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,154.3074951171875,154.78250122070312,153.44500732421875,154.6649932861328,1236000.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,155.6824951171875,157.15249633789062,155.6824951171875,156.77499389648438,1359200.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,156.9875030517578,158.5749969482422,156.9875030517578,158.27499389648438,712000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,158.04750061035156,159.09249877929688,157.82000732421875,158.48500061035156,1778000.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,157.8925018310547,157.8925018310547,156.6300048828125,157.03750610351562,1094800.0,,,,,,,,,,
