Date,Open,High,Low,Close,Volume,"('Adj Close', 'AMED')","('Close', 'AMED')","('High', 'AMED')","('Low', 'AMED')","('Open', 'AMED')","('Volume', 'AMED')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,95.0500030517578,95.58999633789062,94.37000274658205,94.97000122070312,330400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,94.81999969482422,94.97000122070312,94.36000061035156,94.51000213623048,212100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,94.36000061035156,94.48999786376952,94.0500030517578,94.27999877929688,190900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,94.33000183105467,94.45999908447266,93.51000213623048,94.1999969482422,414700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,94.01000213623048,94.25,93.70999908447266,93.93000030517578,215300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,93.73999786376952,93.88999938964844,93.41999816894533,93.61000061035156,331600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,93.52999877929688,94.08000183105467,93.37999725341795,93.62000274658205,291700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,93.79000091552734,93.79000091552734,93.25,93.62000274658205,546900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,93.88999938964844,94.3499984741211,93.3499984741211,94.27999877929688,223300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,93.97000122070312,95.48999786376952,93.9000015258789,95.0999984741211,341100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,94.68000030517578,94.97000122070312,94.38999938964844,94.69000244140624,218300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,94.66000366210938,94.9499969482422,94.4000015258789,94.9499969482422,186800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,95.0199966430664,95.2300033569336,94.25,94.7699966430664,222400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,94.7699966430664,95.3499984741211,94.62000274658205,94.79000091552734,339900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,95.37999725341795,95.37999725341795,94.41000366210938,94.75,104700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,94.5999984741211,95.0199966430664,94.1999969482422,94.9499969482422,176600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,94.9000015258789,94.9000015258789,93.9800033569336,94.3000030517578,317200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,94.16999816894533,95.16000366210938,94.06999969482422,94.88999938964844,365500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,94.56999969482422,95.25,94.5199966430664,95.23999786376952,241800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,95.48999786376952,95.48999786376952,94.70999908447266,95.0199966430664,136900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,95.0,95.0,94.11000061035156,94.2699966430664,275500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,93.9800033569336,94.66999816894533,93.9000015258789,94.38999938964844,325300.0,,,,,,,,,,
