Date,Open,High,Low,Close,Volume,"('Adj Close', 'TGLS')","('Close', 'TGLS')","('High', 'TGLS')","('Low', 'TGLS')","('Open', 'TGLS')","('Volume', 'TGLS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,45.0,45.38999938964844,44.09999847412109,45.15999984741211,220400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,44.4900016784668,44.5,42.58000183105469,42.77999877929688,331500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,42.22999954223633,42.95000076293945,41.84000015258789,42.52000045776367,228200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,42.65999984741211,43.7400016784668,42.209999084472656,43.59999847412109,233000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,43.68999862670898,44.540000915527344,43.65999984741211,44.540000915527344,147400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,44.02000045776367,44.59999847412109,43.72999954223633,44.09999847412109,221100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,43.88999938964844,44.27000045776367,43.18999862670898,44.20000076293945,243000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,44.11000061035156,44.65999984741211,43.31999969482422,43.56999969482422,201700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,44.02000045776367,44.06999969482422,42.34000015258789,42.709999084472656,194500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,42.400001525878906,42.7599983215332,41.72999954223633,41.900001525878906,235100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,41.29999923706055,43.09000015258789,41.06999969482422,42.88999938964844,383000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,43.290000915527344,43.5,42.130001068115234,42.810001373291016,164000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,43.06999969482422,43.97999954223633,42.58000183105469,43.95000076293945,242300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,44.18000030517578,45.79999923706055,44.18000030517578,45.72999954223633,382300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,45.900001525878906,45.93000030517578,44.43000030517578,45.25,283700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,45.93999862670898,45.93999862670898,43.88999938964844,44.43000030517578,407100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,45.5,46.43000030517578,45.220001220703125,46.27999877929688,270900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,46.380001068115234,47.41999816894531,44.9900016784668,45.68000030517578,437100.0,,,,,,,,,,
