Date,Open,High,Low,Close,Volume,"('Adj Close', 'VBTX')","('Close', 'VBTX')","('High', 'VBTX')","('Low', 'VBTX')","('Open', 'VBTX')","('Volume', 'VBTX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,23.06999969482422,23.916000366210938,23.06999969482422,23.38999938964844,268400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,23.229999542236328,23.26000022888184,22.575000762939453,22.71999931335449,303200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,22.809999465942383,23.020000457763672,22.670000076293945,22.799999237060547,181900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,22.56999969482422,23.05500030517578,22.479999542236328,22.56999969482422,343300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,22.520000457763672,22.979999542236328,22.450000762939453,22.950000762939453,231800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,22.59000015258789,22.690000534057617,22.34000015258789,22.399999618530277,154800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,22.21999931335449,22.46999931335449,20.983999252319336,22.459999084472656,183500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,22.190000534057617,22.399999618530277,21.770000457763672,22.36000061035156,505000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,22.61000061035156,22.76000022888184,21.84000015258789,22.07999992370605,135500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,21.59000015258789,21.88999938964844,21.375,21.5,169600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,21.040000915527344,21.582000732421875,20.915000915527344,21.200000762939453,228400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,21.3799991607666,21.4689998626709,20.950000762939453,21.290000915527344,563700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,21.399999618530277,22.1200008392334,21.190000534057617,21.75,626500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,22.06999969482422,22.86000061035156,22.06999969482422,22.86000061035156,320400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,23.059999465942383,23.059999465942383,22.280000686645508,22.489999771118164,959800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,20.8799991607666,22.209999084472656,20.8700008392334,21.899999618530277,717000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,22.25,22.399999618530277,20.96999931335449,21.290000915527344,540600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,21.530000686645508,22.01000022888184,21.125,21.88999938964844,624000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,21.959999084472656,22.36000061035156,21.614999771118164,22.34000015258789,457300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,22.25,22.46999931335449,22.1299991607666,22.26000022888184,338000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,21.700000762939453,22.059999465942383,20.950000762939453,21.01000022888184,425000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,21.200000762939453,21.38999938964844,19.729999542236328,20.399999618530277,419300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,19.850000381469727,20.280000686645508,19.84000015258789,20.15999984741211,394100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,19.799999237060547,20.21999931335449,19.61000061035156,19.93000030517578,372800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,19.850000381469727,20.184999465942383,19.790000915527344,19.979999542236328,476600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,20.01000022888184,20.01000022888184,19.3700008392334,19.940000534057617,487800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,19.59000015258789,19.989999771118164,19.538000106811523,19.780000686645508,544100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,19.84000015258789,20.34000015258789,19.5,20.209999084472656,573400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,20.209999084472656,20.959999084472656,20.209999084472656,20.6299991607666,520200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,19.729999542236328,20.229999542236328,19.600000381469727,20.040000915527344,929500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,20.3799991607666,20.540000915527344,19.82999992370605,20.18000030517578,818700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,20.399999618530277,21.06999969482422,20.26000022888184,20.989999771118164,586500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,20.729999542236328,21.049999237060547,20.479999542236328,20.520000457763672,486200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,20.200000762939453,20.59000015258789,19.9950008392334,20.43000030517578,484200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,20.31999969482422,20.459999084472656,20.03499984741211,20.280000686645508,261000.0,,,,,,,,,,
