Date,Open,High,Low,Close,Volume,"('Adj Close', 'TBPH')","('Close', 'TBPH')","('High', 'TBPH')","('Low', 'TBPH')","('Open', 'TBPH')","('Volume', 'TBPH')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,11.100000381469728,11.68000030517578,11.100000381469728,11.59000015258789,701200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,11.670000076293944,11.699999809265137,11.4399995803833,11.59000015258789,453900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,11.710000038146973,11.710000038146973,11.189000129699709,11.520000457763672,249300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,10.25,10.869999885559082,10.09000015258789,10.369999885559082,1427200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,10.15999984741211,10.260000228881836,9.869999885559082,10.199999809265137,655100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,10.199999809265137,10.289999961853027,9.90999984741211,10.050000190734863,323900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,10.020000457763672,10.130000114440918,9.93000030517578,10.039999961853027,267400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,9.84000015258789,10.020000457763672,9.75,9.779999732971191,241100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,10.039999961853027,10.039999961853027,9.699999809265137,9.829999923706056,747100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,10.079999923706056,10.079999923706056,9.600000381469728,9.630000114440918,354900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,9.529999732971191,9.779999732971191,9.479999542236328,9.760000228881836,253600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,9.720000267028809,9.720000267028809,9.4399995803833,9.520000457763672,191500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,9.68000030517578,9.68000030517578,9.390000343322754,9.470000267028809,202800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,9.489999771118164,9.670000076293944,9.479999542236328,9.65999984741211,269500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,9.6899995803833,9.9399995803833,9.640000343322754,9.93000030517578,407400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,9.84000015258789,10.0649995803833,9.789999961853027,9.8100004196167,322400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,9.869999885559082,9.954999923706056,9.767999649047852,9.90999984741211,276700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,9.859999656677246,10.029999732971191,9.760000228881836,9.90999984741211,202000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,9.890000343322754,10.039999961853027,9.8100004196167,10.029999732971191,190600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,10.029999732971191,10.029999732971191,9.729999542236328,9.770000457763672,281500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,9.979999542236328,9.979999542236328,9.479999542236328,9.479999542236328,237700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,9.470000267028809,9.470000267028809,9.06999969482422,9.15999984741211,362500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,9.239999771118164,9.239999771118164,8.779999732971191,8.899999618530273,361100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,8.819999694824219,8.90999984741211,8.640000343322754,8.850000381469727,362900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,8.84000015258789,8.920000076293945,8.720000267028809,8.819999694824219,274300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,8.859999656677246,8.859999656677246,8.5,8.5,356100.0,,,,,,,,,,
