Date,Open,High,Low,Close,Volume,"('Adj Close', 'SYNA')","('Close', 'SYNA')","('High', 'SYNA')","('Low', 'SYNA')","('Open', 'SYNA')","('Volume', 'SYNA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,112.2699966430664,112.75,109.69000244140624,111.0,283200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,108.55999755859376,110.63999938964844,107.5,107.63999938964844,269300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,106.01000213623048,106.12999725341795,103.56999969482422,104.41000366210938,352700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,104.66999816894533,106.2699966430664,102.66000366210938,103.68000030517578,336400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,105.12999725341795,108.5500030517578,104.55999755859376,108.3000030517578,407800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,106.22000122070312,107.68000030517578,105.31999969482422,105.94000244140624,175500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,105.5,108.08000183105467,103.16999816894533,106.45999908447266,365500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,106.56999969482422,106.95999908447266,103.37000274658205,105.27999877929688,508700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,106.3000030517578,106.73999786376952,103.97000122070312,104.4800033569336,274700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,104.12999725341795,105.3000030517578,102.8000030517578,103.8000030517578,250900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,102.0199966430664,102.36000061035156,99.97000122070312,102.0,336100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,104.72000122070312,105.23999786376952,103.37000274658205,105.0500030517578,481200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,106.1500015258789,108.72000122070312,104.54000091552734,108.55999755859376,311500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,109.80999755859376,113.55999755859376,109.70999908447266,112.77999877929688,359400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,113.6999969482422,114.8000030517578,112.5,113.66999816894533,251600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,114.94000244140624,114.94000244140624,110.1500015258789,110.51000213623048,277900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,113.0,113.5,110.6500015258789,110.86000061035156,229800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,110.08999633789062,110.4000015258789,108.0,109.37999725341795,272700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,109.63999938964844,110.51000213623048,107.33999633789062,110.31999969482422,145000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,109.47000122070312,109.47000122070312,106.75,107.37000274658205,284400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,106.3499984741211,109.06999969482422,105.01000213623048,106.80999755859376,473400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,107.33000183105467,107.91999816894533,104.6999969482422,106.77999877929688,366400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,105.4000015258789,106.95999908447266,104.69000244140624,105.1999969482422,249300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,105.70999908447266,106.16000366210938,102.62999725341795,105.4800033569336,270500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,104.4800033569336,104.4800033569336,102.06999969482422,103.8499984741211,352900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,105.18000030517578,108.52999877929688,103.44000244140624,108.08000183105467,328900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,108.20999908447266,111.5199966430664,108.20999908447266,110.22000122070312,579800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,107.0,114.25,107.0,112.20999908447266,585300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,113.16000366210938,115.8499984741211,112.11000061035156,113.68000030517578,301900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,108.87999725341795,111.08999633789062,106.5999984741211,108.13999938964844,387100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,110.23999786376952,110.8499984741211,108.4000015258789,110.68000030517578,193600.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,111.9800033569336,112.0,109.16999816894533,110.12999725341795,179500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,109.91999816894533,110.23999786376952,106.06999969482422,106.31999969482422,174800.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,104.45999908447266,106.23999786376952,103.77999877929688,105.23999786376952,240600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,103.87000274658205,104.77999877929688,103.2300033569336,104.7300033569336,184200.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,106.25,107.37999725341795,104.52999877929688,105.2300033569336,346400.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,105.0999984741211,105.41000366210938,103.26000213623048,103.94000244140624,154800.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,104.37000274658205,105.87000274658205,104.08999633789062,104.31999969482422,123800.0,,,,,,,,,,
