Date,Open,High,Low,Close,Volume,"('Adj Close', 'SM')","('Close', 'SM')","('High', 'SM')","('Low', 'SM')","('Open', 'SM')","('Volume', 'SM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,39.27999877929688,39.900001525878906,38.68000030517578,38.95000076293945,912000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,38.84999847412109,39.560001373291016,38.45000076293945,39.34999847412109,1109800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,39.59000015258789,39.81999969482422,38.2599983215332,38.27000045776367,1253600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,38.56999969482422,38.7599983215332,37.77999877929688,38.25,1042700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,36.880001068115234,38.20000076293945,36.65999984741211,38.18999862670898,1744900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,38.2599983215332,38.290000915527344,37.08000183105469,38.060001373291016,1552600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,38.119998931884766,38.119998931884766,36.81999969482422,37.33000183105469,1463300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,37.43999862670898,37.52999877929688,36.77000045776367,36.93999862670898,1164200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,37.70000076293945,37.900001525878906,36.880001068115234,37.34000015258789,1639300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,36.83000183105469,37.11000061035156,35.54999923706055,35.560001373291016,1799500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,34.970001220703125,35.720001220703125,34.7599983215332,35.66999816894531,1136700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,35.720001220703125,36.0,35.29999923706055,35.720001220703125,1722700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,35.720001220703125,35.790000915527344,34.91999816894531,35.68000030517578,1247600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,35.61000061035156,36.400001525878906,35.34000015258789,35.88999938964844,1025700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,35.86000061035156,36.310001373291016,35.58000183105469,35.97999954223633,1181900.0,,,,,,,,,,
