Date,Open,High,Low,Close,Volume,"('Adj Close', 'CECO')","('Close', 'CECO')","('High', 'CECO')","('Low', 'CECO')","('Open', 'CECO')","('Volume', 'CECO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,20.100000381469727,20.26000022888184,19.770000457763672,19.989999771118164,206600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,19.8799991607666,19.88999938964844,19.01000022888184,19.190000534057617,344700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,19.299999237060547,19.68000030517578,19.200000762939453,19.51000022888184,172100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,19.489999771118164,19.84000015258789,19.239999771118164,19.399999618530277,183200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,19.399999618530277,19.649999618530277,19.209999084472656,19.3799991607666,145000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,19.280000686645508,19.280000686645508,18.81999969482422,19.040000915527344,190600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,19.0,19.530000686645508,18.82999992370605,19.520000457763672,277200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,19.440000534057617,19.5,18.71999931335449,19.100000381469727,232600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,19.309999465942383,19.350000381469727,18.940000534057617,19.06999969482422,113200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,18.96999931335449,19.020000457763672,18.670000076293945,18.729999542236328,155100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,18.84000015258789,19.440000534057617,18.780000686645508,19.07999992370605,192800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,19.09000015258789,19.200000762939453,18.8700008392334,19.1200008392334,106200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,19.200000762939453,19.270000457763672,18.729999542236328,18.88999938964844,227800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,19.040000915527344,19.450000762939453,18.989999771118164,19.309999465942383,188500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,19.399999618530277,19.670000076293945,19.040000915527344,19.51000022888184,171200.0,,,,,,,,,,
