Date,Open,High,Low,Close,Volume,"('Adj Close', 'FCPT')","('Close', 'FCPT')","('High', 'FCPT')","('Low', 'FCPT')","('Open', 'FCPT')","('Volume', 'FCPT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,25.25,25.82999992370605,25.21999931335449,25.59000015258789,598200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,25.489999771118164,25.489999771118164,24.90999984741211,24.96999931335449,552900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,24.96999931335449,25.170000076293945,24.75,25.040000915527344,589000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,24.86000061035156,25.18000030517578,24.84000015258789,25.020000457763672,397900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,25.06999969482422,25.43000030517578,25.0,25.32999992370605,498100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,25.040000915527344,25.540000915527344,25.0,25.34000015258789,677500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,25.32999992370605,25.459999084472656,25.149999618530277,25.21999931335449,444000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,25.1299991607666,25.25,24.93000030517578,25.200000762939453,541900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,25.489999771118164,25.63999938964844,25.030000686645508,25.18000030517578,336500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,25.0,25.07999992370605,24.530000686645508,24.6200008392334,585300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,24.32999992370605,24.56999969482422,23.920000076293945,24.229999542236328,534600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,24.26000022888184,24.26000022888184,23.84000015258789,24.030000686645508,418900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,24.07999992370605,24.34000015258789,23.790000915527344,24.13999938964844,522600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,24.290000915527344,24.65999984741211,24.229999542236328,24.290000915527344,565100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,24.46999931335449,24.6200008392334,24.0,24.09000015258789,374400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,24.3700008392334,24.3700008392334,23.440000534057617,23.479999542236328,571200.0,,,,,,,,,,
