Date,Open,High,Low,Close,Volume,"('Adj Close', 'ATR')","('Close', 'ATR')","('High', 'ATR')","('Low', 'ATR')","('Open', 'ATR')","('Volume', 'ATR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,122.61000061035156,124.0999984741211,122.29000091552734,122.87999725341795,313100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,125.1500015258789,127.26000213623048,123.1500015258789,125.36000061035156,531700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,125.18000030517578,125.91999816894533,124.12999725341795,124.22000122070312,353300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,123.77999877929688,124.37000274658205,122.98999786376952,124.1999969482422,423000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,124.06999969482422,125.16000366210938,122.37000274658205,124.3499984741211,352400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,123.70999908447266,124.63999938964844,122.97000122070312,124.62999725341795,250300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,124.45999908447266,125.41999816894533,124.2300033569336,125.19000244140624,279600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,125.37999725341795,126.97000122070312,124.94000244140624,126.83999633789062,323100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,127.88999938964844,127.97000122070312,125.91999816894533,126.43000030517578,231700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,125.87999725341795,126.81999969482422,125.51000213623048,126.80999755859376,257500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,125.94000244140624,127.2699966430664,125.88999938964844,126.69000244140624,336900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,127.31999969482422,130.00999450683594,126.30999755859376,129.13999938964844,444200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,129.7100067138672,131.4600067138672,128.5399932861328,130.8000030517578,418000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,130.89999389648438,131.80999755859375,130.55999755859375,131.19000244140625,266200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,131.8000030517578,131.85000610351562,130.3300018310547,131.8300018310547,217800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,132.1199951171875,132.2899932861328,130.5399932861328,130.77999877929688,294400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,132.02999877929688,132.3800048828125,130.3800048828125,131.25,332300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,131.67999267578125,132.58999633789062,131.39999389648438,131.6999969482422,219900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,131.0500030517578,132.58999633789062,130.49000549316406,132.25,187800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,132.02999877929688,133.08999633789062,131.6300048828125,132.25,228400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,132.3699951171875,132.77000427246094,129.16000366210938,129.8800048828125,537500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,130.4600067138672,131.11000061035156,129.61000061035156,130.5,298800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,129.9600067138672,130.7100067138672,128.69000244140625,130.10000610351562,344800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,129.1300048828125,131.4499969482422,128.0500030517578,130.64999389648438,319500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,130.47999572753906,131.39999389648438,129.3000030517578,131.1300048828125,369700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,131.41000366210938,132.4199981689453,129.3699951171875,131.8000030517578,393000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,131.63999938964844,134.83999633789062,131.5399932861328,132.1199951171875,620700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,132.11000061035156,139.2100067138672,131.50999450683594,138.9600067138672,650900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,139.16000366210938,140.47000122070312,137.50999450683594,137.61000061035156,491300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,136.69000244140625,137.3300018310547,134.97999572753906,135.92999267578125,275900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,136.25999450683594,137.4600067138672,135.1699981689453,137.1699981689453,335000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,137.1699981689453,137.80999755859375,134.57000732421875,135.0399932861328,471400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,135.3699951171875,138.0,135.0399932861328,137.5,453900.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,137.13999938964844,140.13999938964844,136.9499969482422,139.69000244140625,373000.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,139.0800018310547,140.11000061035156,138.99000549316406,140.0,276300.0,,,,,,,,,,
