Date,Open,High,Low,Close,Volume,"('Adj Close', 'WTW')","('Close', 'WTW')","('High', 'WTW')","('Low', 'WTW')","('Open', 'WTW')","('Volume', 'WTW')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,240.72000122070312,242.6300048828125,239.38999938964844,239.9499969482422,394600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,240.08999633789065,243.5500030517578,240.08999633789065,240.6300048828125,446200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,241.72000122070312,242.6300048828125,239.2400054931641,239.4900054931641,273400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,239.6300048828125,241.07000732421875,237.5,238.8699951171875,414700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,240.44000244140625,242.22000122070312,239.0200042724609,242.1699981689453,308300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,240.97000122070312,241.8000030517578,238.3699951171875,239.8699951171875,241900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,240.6000061035156,245.55999755859372,240.50999450683597,245.44000244140625,679100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,246.8300018310547,247.47999572753903,244.52999877929688,247.07000732421875,421800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,248.08999633789065,248.97000122070312,246.9499969482422,248.3999938964844,354200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,248.1100006103516,248.1300048828125,245.16000366210935,245.7899932861328,432100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,245.75,248.6300048828125,243.25999450683597,247.07000732421875,414000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,246.33999633789065,248.0,244.6199951171875,247.7700042724609,263600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,248.7100067138672,251.19000244140625,247.91000366210935,250.75999450683597,597700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,250.5800018310547,251.6000061035156,248.63999938964844,249.1000061035156,443700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,250.0,251.57000732421875,249.4499969482422,250.9900054931641,246500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,252.22999572753903,252.41000366210935,249.6499938964844,250.9900054931641,281500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,251.5399932861328,251.5399932861328,248.42999267578125,250.72000122070312,316700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,251.19000244140625,251.19000244140625,248.75999450683597,249.47999572753903,372800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,247.94000244140625,249.1100006103516,245.8800048828125,246.44000244140625,340800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,245.3600006103516,248.16000366210935,245.3600006103516,247.77999877929688,367900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,248.41000366210935,249.44000244140625,245.3800048828125,246.3000030517578,391000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,244.4900054931641,247.94000244140625,242.5399932861328,247.27999877929688,380100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,248.1999969482422,251.1100006103516,247.6100006103516,250.4499969482422,465800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,248.9199981689453,252.4600067138672,248.6100006103516,250.4600067138672,564300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,256.5899963378906,269.4200134277344,256.5899963378906,268.45001220703125,1032500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,270.1400146484375,272.0899963378906,267.32000732421875,271.7900085449219,730600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,270.4100036621094,271.9800109863281,267.9200134277344,270.1099853515625,478700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,270.2900085449219,272.989990234375,269.9800109863281,271.8599853515625,568300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,274.79998779296875,275.0,269.95001220703125,272.20001220703125,366500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,272.5899963378906,273.29998779296875,268.54998779296875,270.8599853515625,460400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,271.8900146484375,275.5899963378906,271.1300048828125,275.1600036621094,493800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,276.1499938964844,277.8800048828125,275.7300109863281,277.44000244140625,503300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,277.989990234375,278.70001220703125,276.29998779296875,277.3099975585937,429500.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,275.9700012207031,277.3599853515625,272.3500061035156,275.6400146484375,451300.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,276.8399963378906,276.8399963378906,273.760009765625,275.0,374000.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,275.79998779296875,277.9200134277344,274.1499938964844,277.3800048828125,590000.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,277.70001220703125,278.8599853515625,276.6499938964844,277.57000732421875,460100.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,277.1000061035156,277.9800109863281,274.7300109863281,275.0199890136719,414800.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,274.6400146484375,275.9100036621094,273.1400146484375,275.0599975585937,396500.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,274.0,275.82000732421875,273.29998779296875,275.17999267578125,464100.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,276.0,276.0,271.7900085449219,272.6099853515625,618700.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,271.20001220703125,271.9599914550781,269.3800048828125,271.17999267578125,438400.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,269.94000244140625,272.1400146484375,268.7099914550781,272.0899963378906,606500.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,272.0199890136719,272.5799865722656,270.2099914550781,271.7300109863281,507200.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,271.7699890136719,275.1000061035156,269.1499938964844,274.8699951171875,399100.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,275.4599914550781,275.739990234375,273.7799987792969,274.3599853515625,367300.0,,,,,,,,,,
