Date,Open,High,Low,Close,Volume,"('Adj Close', 'CFG')","('Close', 'CFG')","('High', 'CFG')","('Low', 'CFG')","('Open', 'CFG')","('Volume', 'CFG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,32.79999923706055,33.845001220703125,32.66999816894531,33.5099983215332,4231400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,33.0,33.02000045776367,32.11000061035156,32.13999938964844,5697500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,32.15999984741211,32.69499969482422,31.871000289916992,32.31999969482422,4969600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,32.25,33.51499938964844,32.09000015258789,33.369998931884766,7532400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,33.119998931884766,33.66999816894531,32.915000915527344,33.599998474121094,4112600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,33.220001220703125,33.4900016784668,33.040000915527344,33.33000183105469,3855600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,33.18000030517578,33.45000076293945,32.869998931884766,33.369998931884766,4300600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,33.099998474121094,33.22999954223633,32.279998779296875,32.61000061035156,5952900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,32.7599983215332,32.79999923706055,31.479999542236328,31.63999938964844,5477800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,31.100000381469727,31.440000534057617,30.697999954223636,31.200000762939453,6150900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,31.59000015258789,32.130001068115234,30.920000076293945,31.729999542236328,9114900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,31.8799991607666,32.0,30.940000534057617,31.600000381469727,5931400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,31.709999084472656,32.650001525878906,31.559999465942383,32.59000015258789,5206900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,32.779998779296875,33.2599983215332,32.540000915527344,33.16999816894531,5189600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,33.20000076293945,33.59000015258789,32.8650016784668,33.08000183105469,6250000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,33.380001068115234,33.96500015258789,33.36000061035156,33.68000030517578,4338500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,34.0,34.279998779296875,33.2599983215332,33.599998474121094,5382000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,33.61000061035156,33.91999816894531,33.40999984741211,33.59000015258789,2953200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,33.599998474121094,34.28499984741211,33.553001403808594,34.2599983215332,6261700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,33.95000076293945,34.380001068115234,33.775001525878906,34.310001373291016,5494500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,33.06999969482422,33.959999084472656,32.65999984741211,32.70000076293945,10906900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,32.86000061035156,32.91999816894531,30.614999771118164,31.18000030517578,14839400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,30.43000030517578,32.07500076293945,30.43000030517578,32.060001373291016,7396500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,32.33000183105469,32.33000183105469,31.3700008392334,31.549999237060547,5447800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,31.489999771118164,31.90999984741211,31.07999992370605,31.540000915527344,9771600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,31.790000915527344,31.790000915527344,30.26499938964844,31.309999465942383,7250800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,31.190000534057617,31.520000457763672,30.700000762939453,31.3700008392334,4082000.0,,,,,,,,,,
