Date,Open,High,Low,Close,Volume,"('Adj Close', 'LCII')","('Close', 'LCII')","('High', 'LCII')","('Low', 'LCII')","('Open', 'LCII')","('Volume', 'LCII')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,124.3000030517578,126.66000366210938,123.52999877929688,125.7699966430664,185900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,124.0999984741211,124.0999984741211,118.38999938964844,118.5199966430664,221800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,118.83000183105467,120.70999908447266,117.95999908447266,120.0199966430664,178100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,118.56999969482422,121.68000030517578,118.56999969482422,119.12999725341795,227900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,119.66000366210938,121.62000274658205,119.1999969482422,121.0500030517578,178100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,119.87999725341795,120.9800033569336,118.29000091552734,119.36000061035156,151900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,119.86000061035156,122.18000030517578,118.94000244140624,122.13999938964844,168600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,121.1999969482422,122.91999816894533,119.81999969482422,122.79000091552734,180500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,124.0,124.22000122070312,119.0199966430664,119.05999755859376,181400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,117.66000366210938,120.05999755859376,117.11000061035156,119.97000122070312,177700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,117.75,118.83000183105467,116.41000366210938,116.95999908447266,221300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,117.79000091552734,119.3499984741211,116.76000213623048,119.23999786376952,168300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,117.43000030517578,117.7699966430664,115.08999633789062,115.52999877929688,756200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,113.41999816894533,117.9499969482422,112.38999938964844,116.9000015258789,384000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,119.7300033569336,119.9000015258789,117.18000030517578,117.7699966430664,251500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,119.37000274658205,119.37000274658205,114.19000244140624,114.5500030517578,155700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,115.5,115.51000213623048,111.94000244140624,114.20999908447266,284700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,115.81999969482422,116.7300033569336,114.7699966430664,115.19000244140624,133800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,115.47000122070312,118.11000061035156,114.75,117.94000244140624,162400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,115.6999969482422,115.6999969482422,111.3499984741211,112.02999877929688,358200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,111.93000030517578,114.73999786376952,109.23999786376952,111.27999877929688,246900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,111.98999786376952,114.48999786376952,111.04000091552734,113.91000366210938,194300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,112.0199966430664,114.94000244140624,111.11000061035156,114.26000213623048,190300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,111.83000183105467,112.05999755859376,108.93000030517578,109.16000366210938,220900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,108.16000366210938,110.43000030517578,108.16000366210938,109.88999938964844,217700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,110.11000061035156,111.06999969482422,108.9000015258789,110.27999877929688,140900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,109.91999816894533,112.91000366210938,109.87000274658205,112.7699966430664,152500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,113.44000244140624,114.6999969482422,112.20999908447266,114.6999969482422,210900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,115.5199966430664,117.83000183105467,114.6500015258789,116.69000244140624,435200.0,,,,,,,,,,
