Date,Open,High,Low,Close,Volume,"('Adj Close', 'KOP')","('Close', 'KOP')","('High', 'KOP')","('Low', 'KOP')","('Open', 'KOP')","('Volume', 'KOP')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,50.54999923706055,51.209999084472656,49.84999847412109,50.470001220703125,157100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,50.18999862670898,50.18999862670898,46.11000061035156,46.459999084472656,227600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,47.18999862670898,47.540000915527344,46.09000015258789,46.68000030517578,154700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,46.52000045776367,47.63999938964844,46.52000045776367,47.31999969482422,160100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,47.52000045776367,48.79999923706055,47.18000030517578,48.560001373291016,152400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,47.90999984741211,48.52999877929688,47.400001525878906,48.52000045776367,150800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,48.31999969482422,49.18000030517578,47.88999938964844,48.95000076293945,165600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,48.7599983215332,49.45000076293945,48.15999984741211,49.45000076293945,225300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,50.29999923706055,50.29999923706055,48.959999084472656,49.61000061035156,108800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,49.04999923706055,49.869998931884766,48.66999816894531,49.75,155900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,48.86000061035156,49.59000015258789,48.86000061035156,49.38999938964844,165200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,49.91999816894531,50.29999923706055,48.43999862670898,49.27000045776367,238600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,49.29999923706055,49.65999984741211,48.38999938964844,49.65999984741211,108400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,50.0,50.93000030517578,49.91999816894531,50.470001220703125,98600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,50.88999938964844,51.119998931884766,50.2599983215332,50.650001525878906,110300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,51.5,51.54999923706055,50.59000015258789,51.45000076293945,136900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,53.040000915527344,53.15999984741211,51.790000915527344,51.959999084472656,115900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,52.5,52.5,51.43000030517578,51.540000915527344,56800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,51.5,51.63999938964844,50.61000061035156,51.61000061035156,107900.0,,,,,,,,,,
