Date,Open,High,Low,Close,Volume,"('Adj Close', 'AIT')","('Close', 'AIT')","('High', 'AIT')","('Low', 'AIT')","('Open', 'AIT')","('Volume', 'AIT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,171.0500030517578,172.8000030517578,169.3699951171875,170.36000061035156,128900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,169.5,169.5,166.0,166.63999938964844,174800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,167.77000427246094,167.94000244140625,166.07000732421875,166.60000610351562,132800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,165.72999572753906,167.3000030517578,164.47000122070312,164.88999938964844,151200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,165.22999572753906,167.4600067138672,164.4499969482422,167.24000549316406,118800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,165.0800018310547,165.99000549316406,163.5,165.9600067138672,143400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,165.77000427246094,167.0,165.5500030517578,166.88999938964844,103600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,166.57000732421875,168.8699951171875,165.38999938964844,168.6199951171875,156700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,170.5,170.5,167.6999969482422,169.2899932861328,116600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,168.66000366210938,168.9199981689453,167.35000610351562,168.1199951171875,124000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,166.3699951171875,168.11000061035156,166.3699951171875,167.3300018310547,127000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,168.63999938964844,172.88999938964844,168.63999938964844,172.6699981689453,201800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,173.1199951171875,175.3300018310547,170.94000244140625,175.0,221000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,176.91000366210938,178.1699981689453,176.52000427246094,177.08999633789062,216000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,178.77999877929688,178.9600067138672,175.8300018310547,176.91000366210938,164200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,177.82000732421875,177.82000732421875,174.7899932861328,175.5,233800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,179.72000122070312,182.9600067138672,173.72999572753906,176.4499969482422,487400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,177.3699951171875,179.94000244140625,176.88999938964844,177.08999633789062,295100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,177.3699951171875,179.39999389648438,177.08999633789062,178.9600067138672,197200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,178.77000427246094,182.22999572753903,178.66000366210938,182.1000061035156,178100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,182.67999267578125,182.80999755859372,176.32000732421875,176.4600067138672,222900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,177.44000244140625,182.0500030517578,176.8699951171875,181.6699981689453,202700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,180.0,184.22000122070312,180.0,182.92999267578125,161700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,180.50999450683597,181.25999450683597,178.6199951171875,179.41000366210938,210800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,182.0399932861328,184.67999267578125,179.89999389648438,180.69000244140625,261900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,181.6300048828125,183.5200042724609,181.2700042724609,183.2700042724609,185400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,183.5200042724609,184.7400054931641,180.8699951171875,184.5500030517578,327700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,184.5500030517578,188.4900054931641,184.2400054931641,187.92999267578125,181000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,188.0,189.47999572753903,187.1100006103516,187.1199951171875,170400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,182.16000366210935,184.0,180.0,182.0800018310547,257300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,183.42999267578125,186.92999267578125,182.6000061035156,186.3500061035156,229000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,187.6999969482422,189.2700042724609,185.67999267578125,188.83999633789065,202800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,188.6199951171875,190.6199951171875,187.5399932861328,189.0399932861328,204000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,186.72999572753903,187.8600006103516,186.0399932861328,186.5399932861328,288300.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,186.8500061035156,187.38999938964844,184.47000122070312,186.27999877929688,164100.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,187.8300018310547,188.94000244140625,186.3500061035156,187.8699951171875,167000.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,188.52999877929688,189.32000732421875,187.17999267578125,188.58999633789065,110500.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,187.9199981689453,188.8800048828125,186.92999267578125,187.63999938964844,133700.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,188.83999633789065,189.9900054931641,187.8500061035156,188.82000732421875,155200.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,187.91000366210935,191.4600067138672,187.1000061035156,190.92999267578125,159400.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,191.1300048828125,191.9900054931641,189.47000122070312,189.88999938964844,229200.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,190.6699981689453,194.27999877929688,190.3800048828125,192.3699951171875,251100.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,183.75,190.57000732421875,183.75,186.2899932861328,613800.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,185.5500030517578,186.02999877929688,180.38999938964844,182.3000030517578,492400.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,183.3300018310547,185.27999877929688,182.75999450683597,183.9499969482422,275200.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,184.5,186.1100006103516,183.5200042724609,185.1499938964844,289900.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,185.72999572753903,188.83999633789065,184.8300018310547,185.00999450683597,397100.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,184.3000030517578,184.30999755859372,180.5200042724609,182.6199951171875,225700.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,183.77999877929688,185.58999633789065,182.6999969482422,185.25999450683597,283000.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,185.8800048828125,186.3800048828125,184.07000732421875,185.6499938964844,280400.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,186.7700042724609,187.58999633789065,185.0200042724609,187.0399932861328,327400.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,186.32000732421875,189.63999938964844,186.02999877929688,189.47999572753903,7231300.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,190.2100067138672,194.3699951171875,190.2100067138672,192.69000244140625,664300.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,192.97000122070312,195.02999877929688,192.0500030517578,194.69000244140625,447600.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,194.6100006103516,197.3600006103516,193.72999572753903,196.8000030517578,388300.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,197.82000732421875,201.2899932861328,197.7400054931641,201.00999450683597,331200.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,201.75999450683597,201.75999450683597,197.0,197.19000244140625,367700.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,197.1999969482422,197.9600067138672,195.08999633789065,195.08999633789065,213500.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,195.00999450683597,197.13999938964844,195.00999450683597,195.5200042724609,527100.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,196.75999450683597,198.0800018310547,196.6699981689453,197.8800048828125,278500.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,197.8800048828125,198.3300018310547,196.6699981689453,197.5500030517578,304300.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,198.1999969482422,198.77999877929688,194.1699981689453,195.3800048828125,313800.0,,,,,,,,,,
