Date,Open,High,Low,Close,Volume,"('Adj Close', 'SYM')","('Close', 'SYM')","('High', 'SYM')","('Low', 'SYM')","('Open', 'SYM')","('Volume', 'SYM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,50.86000061035156,51.84999847412109,49.06499862670898,49.68999862670898,876200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,48.91999816894531,48.91999816894531,45.88999938964844,46.47999954223633,1350100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,46.25,47.26499938964844,44.459999084472656,45.15999984741211,1259700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,44.84000015258789,44.88999938964844,42.7599983215332,43.38999938964844,1889600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,43.220001220703125,45.5099983215332,42.95000076293945,45.209999084472656,1115700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,44.900001525878906,46.18000030517578,42.7599983215332,43.09999847412109,1088900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,43.18999862670898,43.75,41.77999877929688,42.880001068115234,945500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,43.0,43.09999847412109,40.86000061035156,42.7400016784668,1793600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,41.84000015258789,42.77999877929688,41.66999816894531,42.21500015258789,716300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,41.47999954223633,42.900001525878906,40.52000045776367,41.27000045776367,974000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,40.5,40.540000915527344,39.43000030517578,40.43000030517578,962600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,41.0,42.16999816894531,40.27000045776367,41.77999877929688,1023500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,41.880001068115234,44.09999847412109,41.040000915527344,44.09999847412109,1284200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,45.0,46.310001373291016,44.52999877929688,45.29999923706055,1249800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,46.0,46.72999954223633,44.79999923706055,45.2400016784668,939500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,45.5,45.68000030517578,40.959999084472656,41.0099983215332,1569200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,41.34999847412109,42.0,40.09999847412109,40.4900016784668,1157900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,40.22999954223633,41.52999877929688,39.7599983215332,41.0,1615700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,41.150001525878906,44.09000015258789,40.86000061035156,44.06999969482422,1090800.0,,,,,,,,,,
