Date,Open,High,Low,Close,Volume,"('Adj Close', 'RPM')","('Close', 'RPM')","('High', 'RPM')","('Low', 'RPM')","('Open', 'RPM')","('Volume', 'RPM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,110.81999969482422,111.08000183105467,109.12000274658205,109.73999786376952,692200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,109.02999877929688,109.0500030517578,106.6999969482422,107.13999938964844,982800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,102.98999786376952,105.1500015258789,100.81999969482422,103.91000366210938,1886700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,103.37999725341795,106.26000213623048,103.1500015258789,104.76000213623048,885600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,105.31999969482422,106.23999786376952,104.80999755859376,106.22000122070312,526200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,105.3000030517578,106.0199966430664,104.66000366210938,105.72000122070312,717300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,105.7300033569336,107.16999816894533,105.7300033569336,107.05999755859376,609300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,107.80999755859376,107.80999755859376,106.04000091552734,106.3499984741211,528200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,107.05999755859376,107.1999969482422,105.23999786376952,107.16000366210938,621100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,106.6500015258789,107.66000366210938,106.0,107.5199966430664,506800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,106.6500015258789,107.9499969482422,106.47000122070312,107.69000244140624,768300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,107.81999969482422,109.52999877929688,107.61000061035156,109.36000061035156,516400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,109.16000366210938,109.16000366210938,107.36000061035156,108.0999984741211,769400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,108.44000244140624,109.06999969482422,107.6500015258789,107.9499969482422,638200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,108.29000091552734,108.29000091552734,106.69000244140624,106.9800033569336,461200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,107.45999908447266,107.45999908447266,106.33999633789062,106.5199966430664,462800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,107.0,107.75,106.48999786376952,107.5199966430664,653900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,108.08999633789062,108.83999633789062,107.08999633789062,107.41000366210938,542700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,107.27999877929688,108.23999786376952,106.93000030517578,108.22000122070312,427500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,107.95999908447266,108.4000015258789,107.69000244140624,107.91999816894533,425800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,107.9499969482422,108.29000091552734,106.30999755859376,106.66000366210938,1644300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,107.19000244140624,108.02999877929688,106.43000030517578,107.87000274658205,771200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,107.05999755859376,107.12000274658205,106.05999755859376,106.4499969482422,694400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,105.33000183105467,105.4000015258789,103.62999725341795,104.33000183105467,579000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,104.62999725341795,105.29000091552734,104.37000274658205,104.87000274658205,1114000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,105.43000030517578,106.2699966430664,104.9000015258789,105.9800033569336,417600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,105.83999633789062,106.5,104.41999816894533,106.48999786376952,546200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,106.86000061035156,108.08000183105467,106.5,107.80999755859376,572600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,108.16999816894533,109.98999786376952,108.11000061035156,109.52999877929688,636100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,107.76000213623048,109.19000244140624,107.37999725341795,108.5500030517578,823600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,109.2699966430664,109.36000061035156,107.8499984741211,108.13999938964844,477800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,108.79000091552734,109.80999755859376,108.79000091552734,109.12000274658205,471200.0,,,,,,,,,,
