Date,Open,High,Low,Close,Volume,"('Adj Close', 'ARMP')","('Close', 'ARMP')","('High', 'ARMP')","('Low', 'ARMP')","('Open', 'ARMP')","('Volume', 'ARMP')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.140000104904175,3.140000104904175,2.990000009536743,3.0999999046325684,10300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.9100000858306885,2.9600000381469727,2.7699999809265137,2.809999942779541,19200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.8499999046325684,3.200000047683716,2.8299999237060547,3.200000047683716,11200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.0299999713897705,3.289999961853028,2.789999961853028,3.109999895095825,44200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.049999952316284,3.359999895095825,3.049999952316284,3.0999999046325684,13700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.0,3.200000047683716,2.9200000762939453,3.200000047683716,8200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.140000104904175,3.900000095367432,3.140000104904175,3.740000009536743,102900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.690000057220459,3.7699999809265137,3.369999885559082,3.640000104904175,21600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.559999942779541,3.799999952316284,3.400000095367432,3.7300000190734863,18000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.799999952316284,3.900000095367432,3.559999942779541,3.740000009536743,42300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.609999895095825,3.690000057220459,3.5999999046325684,3.5999999046325684,4700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.640000104904175,3.849999904632568,3.3499999046325684,3.849999904632568,10700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.650000095367432,3.900000095367432,3.650000095367432,3.900000095367432,10900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.849999904632568,3.9700000286102295,3.7699999809265137,3.880000114440918,32900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,4.0,4.0,3.880000114440918,3.900000095367432,11800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.940000057220459,3.950000047683716,3.869999885559082,3.950000047683716,6600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.990000009536743,4.0,3.859999895095825,3.900000095367432,8800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.900000095367432,4.090000152587891,3.869999885559082,4.090000152587891,13500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,4.079999923706055,4.099999904632568,3.930000066757202,4.099999904632568,9500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.950000047683716,4.099999904632568,3.859999895095825,4.039999961853027,7500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.990000009536743,4.03000020980835,3.7799999713897705,3.7899999618530273,22800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.660000085830689,4.019999980926514,3.5899999141693115,3.869999885559082,6700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,3.849999904632568,3.990000009536743,3.799999952316284,3.930000066757202,8700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,3.880000114440918,3.950000047683716,3.849999904632568,3.940000057220459,7000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,3.9600000381469727,4.019999980926514,3.859999895095825,4.019999980926514,7200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,4.039999961853027,4.099999904632568,3.7799999713897705,3.7799999713897705,17900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,3.9600000381469727,4.119999885559082,3.859999895095825,3.9600000381469727,29800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,4.03000020980835,4.03000020980835,3.680000066757202,3.829999923706055,10200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,3.680000066757202,3.829999923706055,3.5299999713897705,3.5299999713897705,14000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,3.5,3.660000085830689,3.4800000190734863,3.4800000190734863,3600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,3.3299999237060547,3.5999999046325684,3.289999961853028,3.3299999237060547,19700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,3.3299999237060547,3.4200000762939453,3.2100000381469727,3.220000028610229,11000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,3.0799999237060547,3.150000095367432,2.759999990463257,2.940000057220459,40200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,2.9100000858306885,3.0199999809265137,2.799999952316284,2.8399999141693115,9500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,2.8299999237060547,3.0199999809265137,2.8299999237060547,2.9200000762939453,6400.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,2.9200000762939453,3.059999942779541,2.900000095367432,2.900000095367432,4800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,2.900000095367432,3.0,2.900000095367432,3.0,9000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,3.0,3.0,2.819999933242798,2.990000009536743,9100.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,3.0,3.690000057220459,2.990000009536743,3.5299999713897705,45600.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,3.5899999141693115,3.950000047683716,3.5299999713897705,3.880000114440918,43000.0,,,,,,,,,,
