Date,Open,High,Low,Close,Volume,"('Adj Close', 'ATOM')","('Close', 'ATOM')","('High', 'ATOM')","('Low', 'ATOM')","('Open', 'ATOM')","('Volume', 'ATOM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.960000038146973,6.960000038146973,6.429999828338623,6.489999771118164,244600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.389999866485596,6.559999942779541,6.138999938964844,6.28000020980835,170800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.25,6.380000114440918,6.099999904632568,6.150000095367432,164100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.099999904632568,6.239999771118164,6.019999980926514,6.110000133514404,154900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.170000076293945,6.670000076293945,6.110000133514404,6.610000133514404,163200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,6.559999942779541,6.659999847412109,6.400000095367432,6.614999771118164,89000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,7.010000228881836,7.380000114440918,6.789999961853027,6.920000076293945,451900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.900000095367432,7.03000020980835,6.710000038146973,6.730000019073486,115000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.739999771118164,6.808000087738037,6.520999908447266,6.659999847412109,92500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,6.610000133514404,6.71999979019165,6.4070000648498535,6.619999885559082,175200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,6.460000038146973,6.695000171661377,6.449999809265137,6.679999828338623,95400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,6.809999942779541,6.888999938964844,6.550000190734863,6.699999809265137,105400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,6.800000190734863,7.019999980926514,6.619999885559082,7.0,125400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,7.150000095367432,7.320000171661377,7.0,7.289999961853027,165500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,7.349999904632568,7.86299991607666,7.349999904632568,7.809999942779541,153000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,7.869999885559082,7.929999828338623,7.349999904632568,7.400000095367432,206200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,7.489999771118164,8.0,7.119999885559082,7.920000076293945,865900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,7.980000019073486,8.020000457763672,7.683000087738037,7.840000152587891,253300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,7.849999904632568,8.430000305175781,7.795000076293945,8.420000076293945,400200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,8.4399995803833,8.505999565124512,7.800000190734863,8.039999961853027,326100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,7.909999847412109,8.4399995803833,7.840000152587891,7.860000133514404,210300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,7.940000057220459,8.182000160217285,7.659999847412109,8.029999732971191,267100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,7.96999979019165,8.21500015258789,7.769999980926514,8.010000228881836,233800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,7.929999828338623,8.0,7.53000020980835,7.599999904632568,159800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,7.599999904632568,7.684000015258789,7.5,7.659999847412109,143700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,7.71999979019165,7.71999979019165,7.190000057220459,7.284999847412109,319800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,7.190000057220459,7.71999979019165,7.190000057220459,7.635000228881836,295900.0,,,,,,,,,,
