Date,Open,High,Low,Close,Volume,"('Adj Close', 'PHM')","('Close', 'PHM')","('High', 'PHM')","('Low', 'PHM')","('Open', 'PHM')","('Volume', 'PHM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,101.83000183105467,102.55999755859376,100.6999969482422,101.5500030517578,2533700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,100.0,101.30999755859376,99.02999877929688,100.47000122070312,2018700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,99.9000015258789,101.4800033569336,99.68000030517578,100.30999755859376,1984900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,99.86000061035156,102.33000183105467,99.86000061035156,101.4800033569336,1601900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,102.33000183105467,103.7699966430664,102.23999786376952,103.7300033569336,1538100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,102.5500030517578,103.56999969482422,102.31999969482422,103.30999755859376,1289000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,104.70999908447266,106.11000061035156,104.52999877929688,105.20999908447266,1421500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,103.94000244140624,105.87999725341795,103.4499969482422,105.81999969482422,1341400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,106.13999938964844,106.38999938964844,104.01000213623048,104.91000366210938,1113800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,104.08000183105467,104.79000091552734,103.30999755859376,104.12000274658205,1620400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,103.19000244140624,103.9800033569336,102.45999908447266,103.75,1705300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,105.1999969482422,105.8000030517578,102.95999908447266,104.2300033569336,1439300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,104.66000366210938,106.22000122070312,103.48999786376952,106.06999969482422,1543000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,106.88999938964844,109.26000213623048,106.37999725341795,109.23999786376952,2386900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,106.27999877929688,108.11000061035156,102.44000244140624,103.5999984741211,3189200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,104.5500030517578,105.16000366210938,101.63999938964844,102.36000061035156,2313500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,103.12999725341795,105.1500015258789,102.91000366210938,105.12999725341795,2157500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,104.91000366210938,106.33999633789062,104.54000091552734,105.12000274658205,1891800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,105.05999755859376,106.5999984741211,104.58000183105467,106.05999755859376,2840400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,107.80999755859376,110.75,105.1999969482422,105.5500030517578,3473100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,105.12999725341795,107.7300033569336,104.29000091552734,104.55999755859376,2255500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,105.7699966430664,107.01000213623048,104.44000244140624,106.7300033569336,1563700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,104.8000030517578,107.16999816894533,103.33000183105467,105.97000122070312,1641300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,104.9000015258789,105.04000091552734,103.26000213623048,104.3499984741211,1893500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,104.54000091552734,104.54000091552734,101.54000091552734,102.56999969482422,2195200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,103.33000183105467,104.27999877929688,102.77999877929688,103.01000213623048,1765500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,103.27999877929688,104.0999984741211,102.1999969482422,103.26000213623048,1430900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,103.0199966430664,103.93000030517578,102.1500015258789,103.0999984741211,1695500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,103.4000015258789,106.33999633789062,103.16000366210938,105.68000030517578,1516800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,101.30999755859376,103.25,100.23999786376952,102.0,2120500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,103.47000122070312,104.51000213623048,102.22000122070312,103.81999969482422,1390600.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,104.41000366210938,104.93000030517578,103.16999816894533,104.4800033569336,1336900.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,103.05999755859376,103.4000015258789,101.29000091552734,101.4499969482422,1528000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,100.5,103.25,100.23999786376952,103.04000091552734,1704500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,104.62000274658205,105.87000274658205,102.58999633789062,103.62000274658205,1264800.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,104.62999725341795,106.12000274658205,104.22000122070312,104.68000030517578,1462400.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,105.12000274658205,106.83000183105467,105.12000274658205,105.73999786376952,1013300.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,105.94000244140624,107.19000244140624,105.72000122070312,106.1999969482422,1527400.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,106.81999969482422,107.91000366210938,106.06999969482422,106.86000061035156,1653200.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,106.5,107.3000030517578,105.8000030517578,106.43000030517578,1226700.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,107.27999877929688,108.7300033569336,106.9499969482422,108.37999725341795,2580300.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,108.37999725341795,111.41000366210938,108.0500030517578,111.20999908447266,1836800.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,112.2300033569336,113.43000030517578,110.79000091552734,111.02999877929688,2510000.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,110.63999938964844,113.06999969482422,109.79000091552734,110.4499969482422,2096300.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,111.4499969482422,111.66000366210938,110.2699966430664,111.44000244140624,2046500.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,112.48999786376952,114.72000122070312,112.48999786376952,113.8000030517578,1864200.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,114.36000061035156,115.1999969482422,111.88999938964844,112.68000030517578,1284900.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,112.22000122070312,112.33999633789062,109.11000061035156,110.8499984741211,1464400.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,110.62000274658205,112.94000244140624,109.73999786376952,112.16000366210938,1528400.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,112.5500030517578,114.8000030517578,112.08999633789062,114.27999877929688,1988300.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,114.36000061035156,114.63999938964844,109.22000122070312,109.72000122070312,2828700.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,108.5999984741211,111.4499969482422,108.58999633789062,110.9000015258789,4465500.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,111.30999755859376,111.73999786376952,109.0199966430664,110.18000030517578,1596400.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,109.55999755859376,111.61000061035156,109.12999725341795,111.41000366210938,1635300.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,111.5500030517578,114.58999633789062,110.86000061035156,113.98999786376952,1512700.0,,,,,,,,,,
