Date,Open,High,Low,Close,Volume,"('Adj Close', 'BWFG')","('Close', 'BWFG')","('High', 'BWFG')","('Low', 'BWFG')","('Open', 'BWFG')","('Volume', 'BWFG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,30.0,30.3799991607666,29.049999237060547,29.26000022888184,22500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,29.239999771118164,29.489999771118164,28.68000030517578,28.700000762939453,15300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,28.729999542236328,29.5,28.729999542236328,29.09000015258789,10000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,29.420000076293945,29.549999237060547,29.030000686645508,29.21999931335449,44100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,28.920000076293945,29.540000915527344,28.90999984741211,29.209999084472656,8400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,29.1200008392334,29.13999938964844,28.229999542236328,28.399999618530277,13100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,28.420000076293945,28.530000686645508,27.76000022888184,27.950000762939453,15200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,28.100000381469727,28.11000061035156,27.350000381469727,27.82999992370605,11700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,28.07999992370605,29.020000457763672,27.81999969482422,28.209999084472656,6600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,27.850000381469727,28.559999465942383,27.420000076293945,28.5,10100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,27.899999618530277,28.100000381469727,27.81999969482422,27.899999618530277,9400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,28.07999992370605,28.239999771118164,27.75,28.020000457763672,7800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,28.200000762939453,28.59000015258789,27.899999618530277,28.59000015258789,4200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,28.6200008392334,29.399999618530277,28.6200008392334,29.399999618530277,7900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,29.549999237060547,29.65999984741211,28.899999618530277,28.899999618530277,10700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,29.0,29.6299991607666,28.8799991607666,29.56999969482422,10500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,30.0,30.5,29.65999984741211,29.989999771118164,15500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,30.229999542236328,30.229999542236328,29.71999931335449,29.71999931335449,5700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,29.979999542236328,30.0,29.450000762939453,29.93000030517578,4200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,29.700000762939453,29.700000762939453,29.350000381469727,29.46999931335449,5300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,29.34000015258789,29.34000015258789,27.75,27.75,12100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,28.030000686645508,28.030000686645508,26.8799991607666,27.709999084472656,17300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,27.399999618530277,28.0,26.899999618530277,26.899999618530277,5800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,26.90999984741211,27.100000381469727,26.059999465942383,26.13999938964844,15800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,26.07999992370605,26.399999618530277,24.88999938964844,25.540000915527344,12800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,24.690000534057617,24.959999084472656,23.489999771118164,24.6200008392334,58800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,24.600000381469727,25.75,24.600000381469727,25.049999237060547,19800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,25.25,26.0,25.25,25.940000534057617,11600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,25.86000061035156,26.950000762939453,25.86000061035156,26.46999931335449,10900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,25.899999618530277,26.059999465942383,24.899999618530277,24.899999618530277,16200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,26.07999992370605,26.07999992370605,25.01000022888184,25.59000015258789,13300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,25.76000022888184,26.649999618530277,25.57999992370605,26.38999938964844,10500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,26.26000022888184,26.51000022888184,25.61000061035156,26.06999969482422,9100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,25.739999771118164,26.700000762939453,25.63999938964844,25.82999992370605,7700.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,25.799999237060547,25.84000015258789,25.32999992370605,25.34000015258789,7700.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,25.209999084472656,25.209999084472656,24.709999084472656,24.90999984741211,8300.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,25.280000686645508,25.350000381469727,24.940000534057617,24.940000534057617,5500.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,24.799999237060547,25.309999465942383,24.6299991607666,25.0,6200.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,25.030000686645508,25.209999084472656,25.0,25.11000061035156,7300.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,24.93000030517578,25.100000381469727,24.57999992370605,25.0,14800.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,25.479999542236328,25.479999542236328,25.190000534057617,25.46999931335449,8500.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,25.209999084472656,25.420000076293945,25.200000762939453,25.21999931335449,8700.0,,,,,,,,,,
