Date,Open,High,Low,Close,Volume,"('Adj Close', 'NWFL')","('Close', 'NWFL')","('High', 'NWFL')","('Low', 'NWFL')","('Open', 'NWFL')","('Volume', 'NWFL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,32.7599983215332,32.7599983215332,31.299999237060547,31.670000076293945,14900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,31.65999984741211,31.729999542236328,30.350000381469727,30.899999618530277,10800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,31.07999992370605,31.149999618530277,30.670000076293945,31.0,13300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,30.700000762939453,32.0099983215332,30.309999465942383,31.5,34000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,31.549999237060547,31.989999771118164,31.549999237060547,31.989999771118164,4500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,31.40999984741211,31.6200008392334,30.049999237060547,30.049999237060547,12200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,30.100000381469727,30.520000457763672,29.229999542236328,29.899999618530277,9600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,28.5,29.440000534057617,28.5,29.350000381469727,6700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,29.51000022888184,29.51000022888184,28.75,29.15999984741211,7000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,28.790000915527344,28.790000915527344,28.299999237060547,28.6200008392334,5600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,28.5,28.8799991607666,28.059999465942383,28.059999465942383,5400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,28.0,28.309999465942383,27.84000015258789,27.96999931335449,5400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,28.36000061035156,28.950000762939453,27.75,28.940000534057617,8200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,29.0,30.25,29.0,30.25,6400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,29.049999237060547,30.5,29.049999237060547,29.6200008392334,7500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,30.440000534057617,30.440000534057617,29.8700008392334,29.8700008392334,6000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,30.290000915527344,30.290000915527344,29.399999618530277,29.399999618530277,6400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,29.489999771118164,29.489999771118164,28.75,29.13999938964844,6000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,28.75,28.799999237060547,27.01000022888184,27.68000030517578,15700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,28.770000457763672,28.770000457763672,27.38999938964844,27.899999618530277,5900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,27.520000457763672,27.88999938964844,26.8700008392334,27.38999938964844,12700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,27.96999931335449,29.5,27.520000457763672,28.71999931335449,27300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,28.649999618530277,29.489999771118164,27.56999969482422,28.489999771118164,8600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,27.530000686645508,28.01000022888184,27.489999771118164,27.61000061035156,13100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,27.530000686645508,28.0,26.959999084472656,27.65999984741211,21400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,27.440000534057617,27.540000915527344,25.989999771118164,27.0,10800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,27.0,27.0,26.530000686645508,26.799999237060547,6300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,26.649999618530277,27.0,25.920000076293945,26.51000022888184,8900.0,,,,,,,,,,
