Date,Open,High,Low,Close,Volume,"('Adj Close', 'SEAC')","('Close', 'SEAC')","('High', 'SEAC')","('Low', 'SEAC')","('Open', 'SEAC')","('Volume', 'SEAC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.75,2.75,2.400000095367432,2.400000095367432,300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.75,2.75,2.75,2.75,300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.75,2.75,2.75,2.75,0.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.75,2.75,2.75,2.75,0.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.75,2.75,2.75,2.75,0.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.75,2.75,2.75,2.75,1300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.75,2.75,2.75,2.75,0.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.75,2.75,2.75,2.75,0.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.75,2.75,2.75,2.75,0.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.75,2.75,2.75,2.75,700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.0,3.0,3.0,3.0,500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.309999942779541,2.309999942779541,2.309999942779541,2.309999942779541,400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.309999942779541,2.309999942779541,2.309999942779541,2.309999942779541,0.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.309999942779541,2.309999942779541,2.309999942779541,2.309999942779541,600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.75,2.75,2.75,2.75,900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.75,2.75,2.75,2.75,0.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.75,2.75,2.75,2.75,500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.75,2.75,2.75,2.75,0.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.75,2.75,2.75,2.75,0.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.75,2.75,2.75,2.75,1300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.900000095367432,3.3399999141693115,2.900000095367432,3.3399999141693115,700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,0.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,2.75,2.75,2.75,2.75,1000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,2.75,2.75,2.75,2.75,300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,1.649999976158142,1.649999976158142,1.649999976158142,1.649999976158142,300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,2.75,2.75,2.75,2.75,200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,1.649999976158142,1.649999976158142,1.649999976158142,1.649999976158142,1300.0,,,,,,,,,,
