Date,Open,High,Low,Close,Volume,"('Adj Close', 'DCGO')","('Close', 'DCGO')","('High', 'DCGO')","('Low', 'DCGO')","('Open', 'DCGO')","('Volume', 'DCGO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,5.610000133514404,5.610000133514404,5.099999904632568,5.170000076293945,1200900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,5.159999847412109,5.159999847412109,4.889999866485596,4.889999866485596,1273100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,5.010000228881836,5.130000114440918,4.849999904632568,4.880000114440918,1222500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,4.829999923706055,5.150000095367432,4.769999980926514,4.929999828338623,830300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,5.0,5.190000057220459,4.900000095367432,5.050000190734863,958400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,5.0,5.005000114440918,4.760000228881836,4.789999961853027,872400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.559999942779541,3.677000045776367,2.7799999713897705,2.990000009536743,22009600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.2100000381469727,3.539999961853028,2.970999956130981,3.430000066757202,9411000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.450000047683716,3.660000085830689,3.190000057220459,3.2100000381469727,2893000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.200000047683716,3.359999895095825,3.069999933242798,3.3499999046325684,2428400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.289999961853028,3.319999933242798,3.1010000705718994,3.25,1771200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.2100000381469727,3.4100000858306885,3.190000057220459,3.3299999237060547,1855400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.309999942779541,3.319999933242798,3.065000057220459,3.150000095367432,1808000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.200000047683716,3.450000047683716,3.200000047683716,3.440000057220459,2242600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.4200000762939453,3.7200000286102295,3.4200000762939453,3.680000066757202,1638900.0,,,,,,,,,,
