Date,Open,High,Low,Close,Volume,"('Adj Close', 'MS')","('Close', 'MS')","('High', 'MS')","('Low', 'MS')","('Open', 'MS')","('Volume', 'MS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,92.66000366210938,94.1500015258789,92.2699966430664,93.9000015258789,6132200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,93.1999969482422,93.1999969482422,91.2699966430664,91.91000366210938,7487900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,92.1500015258789,93.13999938964844,91.66000366210938,92.1500015258789,8735600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,92.20999908447266,93.93000030517578,92.05999755859376,93.23999786376952,6027200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,93.20999908447266,93.83000183105467,92.27999877929688,93.51000213623048,6738400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,92.75,92.83999633789062,91.66000366210938,92.05999755859376,7594100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,91.52999877929688,91.97000122070312,91.29000091552734,91.4800033569336,6929200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,90.9499969482422,90.9499969482422,89.54000091552734,90.51000213623048,9400700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,91.27999877929688,91.9000015258789,89.43000030517578,89.69999694824219,8301000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,86.73999786376953,88.16000366210938,84.80000305175781,85.97000122070312,20369000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,84.8499984741211,85.13999938964844,83.9000015258789,84.41000366210938,17198500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,84.83000183105469,84.9800033569336,83.27999877929688,83.9000015258789,15016400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,83.91000366210938,85.58999633789062,83.19999694824219,85.33999633789062,14770500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,85.45999908447266,86.7699966430664,85.44000244140625,85.7300033569336,11626500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,85.66999816894531,86.8499984741211,85.19000244140625,86.73999786376953,8555700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,87.31999969482422,88.30000305175781,87.19999694824219,87.56999969482422,12480900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,88.13999938964844,88.41999816894531,87.33000183105469,88.0199966430664,8792400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,87.87999725341797,88.5,87.6500015258789,87.7300033569336,6384400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,87.4000015258789,87.94999694824219,85.72000122070312,87.62000274658203,7440300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,86.9800033569336,88.06999969482422,86.7699966430664,87.62000274658203,6569300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,87.70999908447266,88.75,87.2300033569336,87.23999786376953,8414700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,87.19000244140625,88.16999816894531,85.63999938964844,86.81999969482422,8365000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,86.47000122070312,87.66999816894531,86.0,87.2699966430664,7728600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,86.58000183105469,86.58000183105469,85.08999633789062,85.88999938964844,7788700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,85.62000274658203,86.55000305175781,85.62000274658203,86.0999984741211,7335500.0,,,,,,,,,,
