Date,Open,High,Low,Close,Volume,"('Adj Close', 'CWH')","('Close', 'CWH')","('High', 'CWH')","('Low', 'CWH')","('Open', 'CWH')","('Volume', 'CWH')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,25.88999938964844,27.13999938964844,25.88999938964844,26.440000534057617,1015500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,25.770000457763672,25.989999771118164,24.34499931335449,24.43000030517578,1001500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,24.51000022888184,25.649999618530277,24.280000686645508,25.270000457763672,1106800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,25.040000915527344,25.56999969482422,24.61000061035156,24.75,844400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,24.82999992370605,25.81999969482422,24.709999084472656,25.649999618530277,1175800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,25.280000686645508,25.57999992370605,24.899999618530277,25.18000030517578,988700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,25.200000762939453,25.34000015258789,24.84000015258789,25.209999084472656,752700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,25.190000534057617,25.540000915527344,24.649999618530277,25.239999771118164,862800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,25.93000030517578,25.93000030517578,25.01000022888184,25.290000915527344,1397800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,25.11000061035156,25.11000061035156,24.18000030517578,24.61000061035156,1260500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,24.200000762939453,24.559999465942383,23.670000076293945,23.8700008392334,841300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,24.32999992370605,24.96999931335449,24.100000381469727,24.770000457763672,612300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,24.940000534057617,25.770000457763672,24.420000076293945,25.57999992370605,921700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,25.770000457763672,26.25,25.57999992370605,26.06999969482422,717700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,26.559999465942383,26.75,25.46999931335449,25.799999237060547,743200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,26.26000022888184,26.26000022888184,24.81999969482422,25.09000015258789,721100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,25.530000686645508,25.700000762939453,24.71999931335449,25.239999771118164,691500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,25.540000915527344,25.850000381469727,25.040000915527344,25.270000457763672,615400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,25.200000762939453,25.88999938964844,24.950000762939453,25.739999771118164,750300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,25.399999618530277,25.5,24.950000762939453,25.059999465942383,595400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,24.90999984741211,25.690000534057617,24.540000915527344,24.850000381469727,974000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,25.1299991607666,25.51000022888184,24.59000015258789,25.440000534057617,670600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,24.799999237060547,25.450000762939453,24.3700008392334,25.200000762939453,746600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,24.68000030517578,24.989999771118164,24.36000061035156,24.739999771118164,529100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,24.600000381469727,25.280000686645508,24.45499992370605,25.09000015258789,496300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,25.209999084472656,25.209999084472656,24.68000030517578,24.700000762939453,533400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,24.65999984741211,24.86000061035156,24.38999938964844,24.5,878900.0,,,,,,,,,,
