Date,Open,High,Low,Close,Volume,"('Adj Close', 'NJR')","('Close', 'NJR')","('High', 'NJR')","('Low', 'NJR')","('Open', 'NJR')","('Volume', 'NJR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,44.34999847412109,45.52999877929688,44.34999847412109,45.27000045776367,516000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,45.34999847412109,45.83000183105469,45.0,45.25,612600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,45.25,45.709999084472656,45.06999969482422,45.31999969482422,497300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,45.08000183105469,45.59999847412109,44.810001373291016,44.959999084472656,391500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,45.02999877929688,45.060001373291016,44.630001068115234,44.9900016784668,389600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,44.63999938964844,44.63999938964844,43.869998931884766,43.959999084472656,534400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,44.0099983215332,44.16999816894531,43.79999923706055,44.060001373291016,346700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,43.79999923706055,43.79999923706055,42.79999923706055,42.95000076293945,447100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,43.4900016784668,43.66999816894531,42.84999847412109,42.93000030517578,300400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,42.70000076293945,42.7400016784668,42.02999877929688,42.150001525878906,387100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,41.75,42.43999862670898,41.41999816894531,42.06999969482422,340500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,41.810001373291016,41.900001525878906,41.310001373291016,41.4900016784668,376600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,41.63999938964844,41.84000015258789,41.150001525878906,41.72999954223633,299100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,42.0,42.27000045776367,41.75,42.18000030517578,573000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,42.290000915527344,42.4900016784668,42.06999969482422,42.36000061035156,496900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,42.75,42.93000030517578,41.59999847412109,41.68999862670898,628500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,42.0099983215332,42.220001220703125,41.68999862670898,41.93999862670898,613000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,42.2599983215332,42.34000015258789,41.52999877929688,41.540000915527344,438700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,41.70000076293945,42.11000061035156,41.34000015258789,42.09999847412109,388900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,42.040000915527344,42.13999938964844,41.650001525878906,41.65999984741211,625600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,41.91999816894531,42.04999923706055,40.709999084472656,40.83000183105469,852400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,40.959999084472656,41.619998931884766,40.83000183105469,41.459999084472656,477500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,40.91999816894531,41.27000045776367,40.47999954223633,40.79999923706055,677400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,40.5,40.5,39.43999862670898,39.47999954223633,1259400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,41.380001068115234,41.720001220703125,40.20000076293945,40.90999984741211,1192000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,41.02999877929688,41.130001068115234,40.400001525878906,40.5,730900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,40.40999984741211,41.18000030517578,40.34000015258789,41.150001525878906,720600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,41.02000045776367,41.470001220703125,41.02000045776367,41.27999877929688,787000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,41.25,42.27000045776367,41.25,42.130001068115234,680600.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,41.18999862670898,41.47999954223633,40.34000015258789,40.65999984741211,611900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,40.790000915527344,41.41999816894531,40.560001373291016,41.34000015258789,568300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,41.560001373291016,42.43999862670898,41.52000045776367,42.34999847412109,554800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,42.060001373291016,42.400001525878906,41.68000030517578,42.08000183105469,427800.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,41.880001068115234,42.630001068115234,41.65999984741211,42.02000045776367,513600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,42.0099983215332,42.40999984741211,41.619998931884766,42.0099983215332,871800.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,41.59999847412109,41.650001525878906,41.09000015258789,41.63999938964844,874700.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,41.56999969482422,41.70000076293945,41.310001373291016,41.41999816894531,324700.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,41.13999938964844,41.15999984741211,40.5099983215332,40.88999938964844,453100.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,41.09999847412109,41.369998931884766,40.90999984741211,41.369998931884766,338400.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,41.150001525878906,41.66999816894531,41.150001525878906,41.34000015258789,461700.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,41.75,41.90999984741211,41.34000015258789,41.61000061035156,441000.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,41.52999877929688,41.9900016784668,40.959999084472656,41.77000045776367,352400.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,41.68999862670898,42.33000183105469,41.38999938964844,42.220001220703125,546500.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,42.18999862670898,42.720001220703125,41.88999938964844,42.11000061035156,520700.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,42.45000076293945,42.59000015258789,42.119998931884766,42.560001373291016,450400.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,42.88999938964844,43.15999984741211,42.75,42.97999954223633,382600.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,43.290000915527344,43.34000015258789,42.959999084472656,43.02000045776367,330600.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,43.02000045776367,43.54999923706055,43.02000045776367,43.5099983215332,303900.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,42.81999969482422,42.95000076293945,42.34000015258789,42.77000045776367,457000.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,42.83000183105469,43.16999816894531,42.290000915527344,42.34000015258789,407100.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,41.97999954223633,42.18000030517578,41.209999084472656,41.7400016784668,539500.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,41.52000045776367,42.20000076293945,41.27999877929688,41.709999084472656,1580900.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,41.68000030517578,41.7400016784668,41.08000183105469,41.2599983215332,652500.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,41.33000183105469,41.91999816894531,41.33000183105469,41.810001373291016,520400.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,41.65999984741211,42.27000045776367,41.56999969482422,42.0,383800.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,42.040000915527344,42.310001373291016,41.720001220703125,41.77999877929688,511100.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,42.02999877929688,42.130001068115234,41.790000915527344,42.04999923706055,473700.0,,,,,,,,,,
