Date,Open,High,Low,Close,Volume,"('Adj Close', 'CETX')","('Close', 'CETX')","('High', 'CETX')","('Low', 'CETX')","('Open', 'CETX')","('Volume', 'CETX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-03-05 19:00:00-05:00,7812.0,12096.0,7476.0,9870.0,492.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,10206.0,10206.0,8673.0,8820.0,53.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,8421.0,8778.0,7455.0,8400.0,24.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,8148.0,8568.0,7707.0,7749.0,18.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,7875.0,8379.0,7497.0,7812.0,31.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,8043.0,8284.5,7602.0,7749.0,23.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,7581.0,7893.89990234375,7119.0,7119.0,7.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,7119.0,7350.0,6720.0,6978.2998046875,5.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,7413.0,7812.0,7014.0,7455.0,5.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,7350.0,7665.0,7350.0,7413.0,4.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,7623.0,9798.599609375,7581.0,9429.0,186.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,9450.0,9624.2998046875,8904.0,9240.0,33.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,9030.0,9420.599609375,8715.0,8778.0,8.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,8568.0,9261.0,8505.0,8631.0,5.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,8631.0,9030.0,8547.0,8568.0,5.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,8589.0,9198.0,8589.0,8946.0,4.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,8694.0,9114.0,8694.0,8799.0,7.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,8610.0,9030.0,8421.0,8442.0,6.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,8400.0,8400.0,8127.0,8295.0,5.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,8484.0,8484.0,8001.0,8122.7998046875,1.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,8085.0,8364.2998046875,7980.0,8295.0,3.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,8064.0,8400.0,6869.10009765625,7350.0,19.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,7245.0,7635.60009765625,6720.0,7350.0,3.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,7423.5,7423.5,7203.0,7371.0,1.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,6797.7001953125,7560.0,6762.0,6804.0,31.0,,,,,,,,,,
2024-04-10 20:00:00-04:00,6930.0,7337.39990234375,6930.0,7035.0,1.0,,,,,,,,,,
2024-04-11 20:00:00-04:00,7371.0,7371.0,6951.0,7014.0,3.0,,,,,,,,,,
2024-04-14 20:00:00-04:00,6909.0,6980.39990234375,6846.0,6846.0,3.0,,,,,,,,,,
2024-04-15 20:00:00-04:00,7518.0,7518.0,6720.0,6720.0,10.0,,,,,,,,,,
2024-04-16 20:00:00-04:00,6489.0,6510.0,6363.0,6363.0,6.0,,,,,,,,,,
2024-04-17 20:00:00-04:00,6447.0,6678.0,6426.0,6426.0,0.0,,,,,,,,,,
2024-04-18 20:00:00-04:00,6426.0,6678.0,6363.0,6560.39990234375,1.0,,,,,,,,,,
2024-04-21 20:00:00-04:00,6699.0,6699.0,6531.0,6594.0,2.0,,,,,,,,,,
2024-04-22 20:00:00-04:00,6598.2001953125,6598.2001953125,4956.0,5229.0,57.0,,,,,,,,,,
2024-04-23 20:00:00-04:00,5229.0,5355.0,4200.0,4536.0,69.0,,,,,,,,,,
2024-04-24 20:00:00-04:00,4095.0,4179.0,3469.199951171875,3549.0,59.0,,,,,,,,,,
2024-04-25 20:00:00-04:00,3549.0,4011.0,3486.0,3591.0,29.0,,,,,,,,,,
2024-04-28 20:00:00-04:00,3528.0,3885.0,3381.0,3738.0,28.0,,,,,,,,,,
2024-04-29 20:00:00-04:00,3780.0,3822.0,2310.0,2394.0,274.0,,,,,,,,,,
2024-04-30 20:00:00-04:00,630.0,695.0999755859375,588.0,642.5999755859375,8864.0,,,,,,,,,,
2024-05-01 20:00:00-04:00,634.2000122070312,634.2000122070312,592.2000122070312,630.0,1462.0,,,,,,,,,,
2024-05-02 20:00:00-04:00,630.0,634.2000122070312,525.0,581.7000122070312,1546.0,,,,,,,,,,
2024-05-05 20:00:00-04:00,617.4000244140625,617.4000244140625,556.5,567.0,667.0,,,,,,,,,,
2024-05-06 20:00:00-04:00,590.0999755859375,669.9000244140625,569.0999755859375,609.0,1738.0,,,,,,,,,,
2024-05-07 20:00:00-04:00,619.5,621.5999755859375,552.2999877929688,598.5,788.0,,,,,,,,,,
2024-05-08 20:00:00-04:00,609.0,609.0,552.2999877929688,590.0999755859375,479.0,,,,,,,,,,
2024-05-09 20:00:00-04:00,592.2000122070312,619.5,558.5999755859375,590.0999755859375,303.0,,,,,,,,,,
2024-05-12 20:00:00-04:00,606.9000244140625,619.5,573.2999877929688,590.0999755859375,400.0,,,,,,,,,,
2024-05-13 20:00:00-04:00,590.0999755859375,651.0,554.4000244140625,630.0,768.0,,,,,,,,,,
2024-05-14 20:00:00-04:00,596.4000244140625,661.5,575.4000244140625,627.9000244140625,1820.0,,,,,,,,,,
2024-05-15 20:00:00-04:00,638.4000244140625,703.5,600.5999755859375,686.7000122070312,4263.0,,,,,,,,,,
2024-05-16 20:00:00-04:00,777.0,1043.699951171875,701.4000244140625,1022.7000122070312,10111.0,,,,,,,,,,
2024-05-19 20:00:00-04:00,907.2000122070312,1008.0,802.2000122070312,924.0,3476.0,,,,,,,,,,
2024-05-20 20:00:00-04:00,819.0,926.0999755859376,745.5,804.2999877929688,2755.0,,,,,,,,,,
2024-05-21 20:00:00-04:00,842.0999755859375,934.5,779.0999755859375,821.0999755859375,1852.0,,,,,,,,,,
2024-05-22 20:00:00-04:00,798.0,840.0,674.0999755859375,737.0999755859375,1479.0,,,,,,,,,,
2024-05-23 20:00:00-04:00,728.7000122070312,787.5,693.0,758.0999755859375,1215.0,,,,,,,,,,
2024-05-27 20:00:00-04:00,753.9000244140625,829.5,732.9000244140625,758.0999755859375,1096.0,,,,,,,,,,
2024-05-28 20:00:00-04:00,758.0999755859375,861.0,749.7000122070312,827.4000244140625,1553.0,,,,,,,,,,
2024-05-29 20:00:00-04:00,861.0,1176.0,756.0,814.7999877929688,10309.0,,,,,,,,,,
2024-05-30 20:00:00-04:00,787.5,858.9000244140625,764.4000244140625,781.2000122070312,1038.0,,,,,,,,,,
2024-06-02 20:00:00-04:00,762.2999877929688,802.2000122070312,735.0,756.0,648.0,,,,,,,,,,
2024-06-03 20:00:00-04:00,756.0,756.0,695.0999755859375,699.2999877929688,452.0,,,,,,,,,,
2024-06-04 20:00:00-04:00,680.4000244140625,819.0,678.2999877929688,768.5999755859375,1072.0,,,,,,,,,,
2024-06-05 20:00:00-04:00,781.2000122070312,791.7000122070312,693.0,720.2999877929688,741.0,,,,,,,,,,
2024-06-06 20:00:00-04:00,714.0,718.2000122070312,636.2999877929688,672.0,671.0,,,,,,,,,,
2024-06-09 20:00:00-04:00,672.0,686.7000122070312,651.0,651.0,351.0,,,,,,,,,,
2024-06-10 20:00:00-04:00,642.5999755859375,709.7999877929688,638.4000244140625,672.0,582.0,,,,,,,,,,
2024-06-11 20:00:00-04:00,682.5,714.0,653.0999755859375,682.5,164.0,,,,,,,,,,
2024-06-12 20:00:00-04:00,693.0,693.0,651.0,655.2000122070312,138.0,,,,,,,,,,
2024-06-13 20:00:00-04:00,651.0,669.9000244140625,571.2000122070312,585.9000244140625,786.0,,,,,,,,,,
2024-06-16 20:00:00-04:00,588.0,588.0,464.1000061035156,527.0999755859375,1395.0,,,,,,,,,,
2024-06-17 20:00:00-04:00,539.7000122070312,581.7000122070312,483.0,512.4000244140625,684.0,,,,,,,,,,
2024-06-19 20:00:00-04:00,529.2000122070312,529.2000122070312,483.0,525.0,466.0,,,,,,,,,,
2024-06-20 20:00:00-04:00,510.2999877929688,522.9000244140625,472.5,489.2999877929688,684.0,,,,,,,,,,
2024-06-23 20:00:00-04:00,499.7999877929688,499.7999877929688,445.2000122070313,462.0,806.0,,,,,,,,,,
2024-06-24 20:00:00-04:00,466.2000122070313,499.7999877929688,445.2000122070313,483.0,374.0,,,,,,,,,,
2024-06-25 20:00:00-04:00,491.3999938964844,499.7999877929688,462.0,489.2999877929688,433.0,,,,,,,,,,
2024-06-26 20:00:00-04:00,474.6000061035156,487.2000122070313,453.6000061035156,472.5,416.0,,,,,,,,,,
2024-06-27 20:00:00-04:00,462.0,478.7999877929688,441.0,462.0,355.0,,,,,,,,,,
2024-06-30 20:00:00-04:00,462.0,462.0,441.0,459.8999938964844,192.0,,,,,,,,,,
2024-07-01 20:00:00-04:00,459.8999938964844,462.0,434.7000122070313,449.3999938964844,180.0,,,,,,,,,,
2024-07-02 20:00:00-04:00,449.3999938964844,457.7999877929688,436.7999877929688,451.5,255.0,,,,,,,,,,
2024-07-04 20:00:00-04:00,443.1000061035156,487.2000122070313,430.5,472.5,642.0,,,,,,,,,,
2024-07-07 20:00:00-04:00,470.3999938964844,470.3999938964844,443.1000061035156,453.6000061035156,318.0,,,,,,,,,,
2024-07-08 20:00:00-04:00,453.6000061035156,453.6000061035156,422.1000061035156,434.7000122070313,217.0,,,,,,,,,,
2024-07-09 20:00:00-04:00,451.5,455.7000122070313,426.2999877929688,447.2999877929688,294.0,,,,,,,,,,
2024-07-10 20:00:00-04:00,472.5,487.2000122070313,443.1000061035156,466.2000122070313,583.0,,,,,,,,,,
2024-07-11 20:00:00-04:00,478.7999877929688,493.5,451.5,489.2999877929688,389.0,,,,,,,,,,
2024-07-14 20:00:00-04:00,474.6000061035156,520.7999877929688,470.3999938964844,499.7999877929688,836.0,,,,,,,,,,
2024-07-15 20:00:00-04:00,497.7000122070313,529.2000122070312,497.7000122070313,514.5,453.0,,,,,,,,,,
2024-07-16 20:00:00-04:00,512.4000244140625,514.5,485.1000061035156,504.0,169.0,,,,,,,,,,
2024-07-17 20:00:00-04:00,504.0,520.7999877929688,476.7000122070313,478.7999877929688,209.0,,,,,,,,,,
2024-07-18 20:00:00-04:00,483.0,491.3999938964844,451.5,478.7999877929688,262.0,,,,,,,,,,
2024-07-21 20:00:00-04:00,468.2999877929688,478.7999877929688,430.5,453.6000061035156,341.0,,,,,,,,,,
2024-07-22 20:00:00-04:00,462.0,491.3999938964844,451.5,451.5,334.0,,,,,,,,,,
2024-07-23 20:00:00-04:00,457.7999877929688,466.2000122070313,420.0,434.7000122070313,382.0,,,,,,,,,,
2024-07-24 20:00:00-04:00,438.8999938964844,451.5,401.1000061035156,430.5,315.0,,,,,,,,,,
2024-07-25 20:00:00-04:00,438.8999938964844,451.5,405.2999877929688,426.2999877929688,299.0,,,,,,,,,,
2024-07-28 20:00:00-04:00,424.2000122070313,432.6000061035156,401.1000061035156,407.3999938964844,300.0,,,,,,,,,,
2024-07-29 20:00:00-04:00,407.3999938964844,415.7999877929688,382.2000122070313,394.7999877929688,232.0,,,,,,,,,,
2024-07-30 20:00:00-04:00,396.8999938964844,441.0,367.5,403.2000122070313,318.0,,,,,,,,,,
2024-07-31 20:00:00-04:00,401.1000061035156,420.0,363.2999877929688,373.7999877929688,371.0,,,,,,,,,,
2024-08-01 20:00:00-04:00,361.2000122070313,375.8999938964844,340.20001220703125,342.29998779296875,398.0,,,,,,,,,,
2024-08-04 20:00:00-04:00,342.29998779296875,342.29998779296875,296.1000061035156,317.1000061035156,220.0,,,,,,,,,,
2024-08-05 20:00:00-04:00,317.1000061035156,352.79998779296875,317.1000061035156,325.5,110.0,,,,,,,,,,
2024-08-06 20:00:00-04:00,336.0,363.2999877929688,325.5,325.5,218.0,,,,,,,,,,
2024-08-07 20:00:00-04:00,315.0,342.29998779296875,315.0,329.70001220703125,123.0,,,,,,,,,,
2024-08-08 20:00:00-04:00,329.70001220703125,342.29998779296875,319.20001220703125,321.29998779296875,79.0,,,,,,,,,,
2024-08-11 20:00:00-04:00,336.0,342.29998779296875,319.20001220703125,321.29998779296875,183.0,,,,,,,,,,
2024-08-12 20:00:00-04:00,325.5,371.7000122070313,325.5,344.3999938964844,185.0,,,,,,,,,,
2024-08-13 20:00:00-04:00,359.1000061035156,367.5,346.5,346.5,330.0,,,,,,,,,,
2024-08-14 20:00:00-04:00,350.70001220703125,354.8999938964844,321.29998779296875,325.5,230.0,,,,,,,,,,
2024-08-15 20:00:00-04:00,315.0,346.5,294.0,304.5,366.0,,,,,,,,,,
2024-08-18 20:00:00-04:00,304.5,346.5,304.5,317.1000061035156,179.0,,,,,,,,,,
2024-08-19 20:00:00-04:00,317.1000061035156,354.8999938964844,304.5,331.79998779296875,385.0,,,,,,,,,,
2024-08-20 20:00:00-04:00,321.29998779296875,327.6000061035156,310.79998779296875,317.1000061035156,186.0,,,,,,,,,,
2024-08-21 20:00:00-04:00,319.20001220703125,327.6000061035156,308.70001220703125,308.70001220703125,205.0,,,,,,,,,,
2024-08-22 20:00:00-04:00,315.0,325.5,298.20001220703125,325.5,216.0,,,,,,,,,,
2024-08-25 20:00:00-04:00,325.5,357.0,315.0,338.1000061035156,383.0,,,,,,,,,,
2024-08-26 20:00:00-04:00,342.29998779296875,348.6000061035156,317.1000061035156,319.20001220703125,122.0,,,,,,,,,,
2024-08-27 20:00:00-04:00,321.29998779296875,327.6000061035156,302.3999938964844,308.70001220703125,132.0,,,,,,,,,,
2024-08-28 20:00:00-04:00,310.79998779296875,327.6000061035156,302.3999938964844,308.70001220703125,121.0,,,,,,,,,,
2024-08-29 20:00:00-04:00,308.70001220703125,323.3999938964844,304.5,310.79998779296875,136.0,,,,,,,,,,
2024-09-02 20:00:00-04:00,315.0,321.29998779296875,285.6000061035156,298.20001220703125,218.0,,,,,,,,,,
2024-09-03 20:00:00-04:00,298.20001220703125,306.6000061035156,294.0,304.5,52.0,,,,,,,,,,
2024-09-04 20:00:00-04:00,312.8999938964844,321.29998779296875,298.20001220703125,319.20001220703125,154.0,,,,,,,,,,
2024-09-05 20:00:00-04:00,317.1000061035156,323.3999938964844,302.3999938964844,315.0,44.0,,,,,,,,,,
2024-09-08 20:00:00-04:00,304.5,312.8999938964844,283.5,312.8999938964844,74.0,,,,,,,,,,
2024-09-09 20:00:00-04:00,296.1000061035156,312.8999938964844,285.6000061035156,312.8999938964844,49.0,,,,,,,,,,
2024-09-10 20:00:00-04:00,298.20001220703125,312.8999938964844,283.5,302.3999938964844,159.0,,,,,,,,,,
2024-09-11 20:00:00-04:00,289.79998779296875,325.5,287.70001220703125,300.29998779296875,305.0,,,,,,,,,,
2024-09-12 20:00:00-04:00,296.1000061035156,310.79998779296875,289.79998779296875,302.3999938964844,166.0,,,,,,,,,,
2024-09-15 20:00:00-04:00,310.79998779296875,317.1000061035156,291.8999938964844,300.29998779296875,156.0,,,,,,,,,,
2024-09-16 20:00:00-04:00,308.70001220703125,312.8999938964844,300.29998779296875,312.8999938964844,57.0,,,,,,,,,,
2024-09-17 20:00:00-04:00,315.0,317.1000061035156,300.29998779296875,304.5,87.0,,,,,,,,,,
2024-09-18 20:00:00-04:00,308.70001220703125,315.0,300.29998779296875,315.0,81.0,,,,,,,,,,
2024-09-19 20:00:00-04:00,315.0,382.2000122070313,304.5,336.0,602.0,,,,,,,,,,
2024-09-22 20:00:00-04:00,327.6000061035156,336.0,310.79998779296875,312.8999938964844,135.0,,,,,,,,,,
2024-09-23 20:00:00-04:00,327.6000061035156,327.6000061035156,302.3999938964844,302.3999938964844,320.0,,,,,,,,,,
2024-09-24 20:00:00-04:00,302.3999938964844,302.3999938964844,275.1000061035156,294.0,338.0,,,,,,,,,,
2024-09-25 20:00:00-04:00,294.0,294.0,268.79998779296875,281.3999938964844,351.0,,,,,,,,,,
2024-09-26 20:00:00-04:00,281.3999938964844,281.3999938964844,243.6000061035156,258.29998779296875,811.0,,,,,,,,,,
2024-09-29 20:00:00-04:00,245.6999969482422,264.6000061035156,233.1000061035156,241.5,1188.0,,,,,,,,,,
2024-09-30 20:00:00-04:00,210.0,224.6999969482422,184.8000030517578,195.3000030517578,6684.0,,,,,,,,,,
2024-10-01 20:00:00-04:00,189.0,226.8000030517578,182.6999969482422,182.6999969482422,3466.0,,,,,,,,,,
2024-10-02 20:00:00-04:00,85.4000015258789,122.1500015258789,78.4000015258789,89.5999984741211,119166.0,,,,,,,,,,
2024-10-03 20:00:00-04:00,64.75,79.80000305175781,59.84999847412109,70.3499984741211,171383.0,,,,,,,,,,
2024-10-06 20:00:00-04:00,56.0,56.34999847412109,45.5,47.95000076293945,250123.0,,,,,,,,,,
2024-10-07 20:00:00-04:00,35.70000076293945,42.0,31.5,31.53499984741211,415771.0,,,,,,,,,,
2024-10-08 20:00:00-04:00,25.200000762939453,29.75,23.65999984741211,24.850000381469727,379014.0,,,,,,,,,,
2024-10-09 20:00:00-04:00,19.950000762939453,20.545000076293945,15.81999969482422,16.415000915527344,478011.0,,,,,,,,,,
2024-10-10 20:00:00-04:00,17.43000030517578,19.354999542236328,15.050000190734863,15.225000381469728,892369.0,,,,,,,,,,
2024-10-13 20:00:00-04:00,15.050000190734863,15.925000190734863,13.789999961853027,14.3149995803833,562871.0,,,,,,,,,,
2024-10-14 20:00:00-04:00,14.350000381469728,15.505000114440918,13.335000038146973,13.510000228881836,414203.0,,,,,,,,,,
2024-10-15 20:00:00-04:00,14.0,18.200000762939453,13.300000190734863,15.960000038146973,787783.0,,,,,,,,,,
2024-10-16 20:00:00-04:00,14.350000381469728,14.979999542236328,13.649999618530272,14.350000381469728,252251.0,,,,,,,,,,
2024-10-17 20:00:00-04:00,10.324999809265137,11.164999961853027,9.484999656677246,10.1850004196167,591251.0,,,,,,,,,,
2024-10-20 20:00:00-04:00,10.149999618530272,12.600000381469728,9.904999732971191,10.324999809265137,560331.0,,,,,,,,,,
2024-10-21 20:00:00-04:00,10.5,11.479999542236328,10.359999656677246,10.53499984741211,271100.0,,,,,,,,,,
2024-10-22 20:00:00-04:00,10.675000190734863,10.920000076293944,9.975000381469728,10.604999542236328,172540.0,,,,,,,,,,
2024-10-23 20:00:00-04:00,10.744999885559082,10.744999885559082,10.149999618530272,10.324999809265137,100909.0,,,,,,,,,,
2024-10-24 20:00:00-04:00,10.604999542236328,10.850000381469728,9.975000381469728,10.149999618530272,79006.0,,,,,,,,,,
2024-10-27 20:00:00-04:00,10.220000267028809,10.324999809265137,9.449999809265137,9.520000457763672,421263.0,,,,,,,,,,
2024-10-28 20:00:00-04:00,10.5,12.18000030517578,9.835000038146973,10.46500015258789,1417337.0,,,,,,,,,,
2024-10-29 20:00:00-04:00,9.835000038146973,11.164999961853027,9.625,10.114999771118164,198763.0,,,,,,,,,,
2024-10-30 20:00:00-04:00,9.835000038146973,9.975000381469728,9.274999618530272,9.414999961853027,107651.0,,,,,,,,,,
2024-10-31 20:00:00-04:00,9.029999732971191,9.239999771118164,8.539999961853027,8.819999694824219,110703.0,,,,,,,,,,
2024-11-03 19:00:00-05:00,8.470000267028809,8.75,7.630000114440918,7.769999980926514,117766.0,,,,,,,,,,
2024-11-04 19:00:00-05:00,7.699999809265137,7.769999980926514,7.034999847412109,7.315000057220459,107063.0,,,,,,,,,,
2024-11-05 19:00:00-05:00,7.070000171661377,7.28000020980835,6.510000228881836,6.650000095367432,97580.0,,,,,,,,,,
2024-11-06 19:00:00-05:00,6.650000095367432,7.769999980926514,6.650000095367432,6.755000114440918,182651.0,,,,,,,,,,
2024-11-07 19:00:00-05:00,6.755000114440918,7.420000076293945,6.684999942779541,7.349999904632568,119517.0,,,,,,,,,,
2024-11-10 19:00:00-05:00,7.349999904632568,7.525000095367432,6.894999980926514,7.175000190734863,79271.0,,,,,,,,,,
2024-11-11 19:00:00-05:00,6.894999980926514,7.0,6.650000095367432,6.894999980926514,79531.0,,,,,,,,,,
2024-11-12 19:00:00-05:00,6.894999980926514,6.894999980926514,6.335000038146973,6.545000076293945,79526.0,,,,,,,,,,
2024-11-13 19:00:00-05:00,6.474999904632568,6.650000095367432,6.159999847412109,6.440000057220459,51540.0,,,,,,,,,,
2024-11-14 19:00:00-05:00,6.300000190734863,6.440000057220459,6.019999980926514,6.159999847412109,51757.0,,,,,,,,,,
2024-11-17 19:00:00-05:00,6.054999828338623,6.440000057220459,5.739999771118164,6.335000038146973,69089.0,,,,,,,,,,
2024-11-18 19:00:00-05:00,6.264999866485596,6.335000038146973,5.914999961853027,6.125,61389.0,,,,,,,,,,
2024-11-19 19:00:00-05:00,6.264999866485596,8.925000190734863,6.195000171661377,8.1899995803833,1017594.0,,,,,,,,,,
2024-11-20 19:00:00-05:00,7.525000095367432,7.525000095367432,6.440000057220459,6.894999980926514,268200.0,,,,,,,,,,
2024-11-21 19:00:00-05:00,4.864999771118164,4.900000095367432,3.849999904632568,4.025000095367432,696980.0,,,,,,,,,,
2024-11-24 19:00:00-05:00,4.09499979019165,4.09499979019165,3.674999952316284,3.849999904632568,325000.0,,,,,,,,,,
2024-11-25 19:00:00-05:00,3.819999933242798,3.859999895095825,3.0,3.200000047683716,566100.0,,,,,,,,,,
2024-11-26 19:00:00-05:00,3.200000047683716,3.2950000762939453,3.119999885559082,3.2100000381469727,282800.0,,,,,,,,,,
2024-11-28 19:00:00-05:00,3.150000095367432,3.390000104904175,3.0799999237060547,3.180000066757202,308500.0,,,,,,,,,,
2024-12-01 19:00:00-05:00,3.2100000381469727,3.259999990463257,3.0199999809265137,3.109999895095825,485300.0,,,,,,,,,,
2024-12-02 19:00:00-05:00,3.180000066757202,3.5,3.119999885559082,3.190000057220459,1190300.0,,,,,,,,,,
2024-12-03 19:00:00-05:00,3.200000047683716,3.2300000190734863,2.7100000381469727,2.880000114440918,1694000.0,,,,,,,,,,
2024-12-04 19:00:00-05:00,3.0199999809265137,3.319999933242798,3.0,3.0899999141693115,1268200.0,,,,,,,,,,
2024-12-05 19:00:00-05:00,3.049999952316284,3.369999885559082,3.0,3.3399999141693115,412700.0,,,,,,,,,,
2024-12-08 19:00:00-05:00,3.400000095367432,3.849999904632568,3.259999990463257,3.700000047683716,2464200.0,,,,,,,,,,
2024-12-09 19:00:00-05:00,3.4200000762939453,3.5,3.2100000381469727,3.299999952316284,365300.0,,,,,,,,,,
2024-12-10 19:00:00-05:00,3.309999942779541,3.38700008392334,3.059999942779541,3.299999952316284,193300.0,,,,,,,,,,
2024-12-11 19:00:00-05:00,3.3299999237060547,3.539999961853028,3.150000095367432,3.259999990463257,542800.0,,,,,,,,,,
2024-12-12 19:00:00-05:00,3.1700000762939453,3.490000009536743,3.0999999046325684,3.384999990463257,491700.0,,,,,,,,,,
