Date,Open,High,Low,Close,Volume,"('Adj Close', 'FRT')","('Close', 'FRT')","('High', 'FRT')","('Low', 'FRT')","('Open', 'FRT')","('Volume', 'FRT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,102.63999938964844,104.54000091552734,102.41000366210938,104.47000122070312,562300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,103.44000244140624,103.44000244140624,100.88999938964844,101.61000061035156,604300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,101.62000274658205,102.16999816894533,100.83999633789062,101.80999755859376,619200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,100.94000244140624,102.27999877929688,100.6999969482422,101.97000122070312,581900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,100.5,102.97000122070312,100.01000213623048,102.33000183105467,1200200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,102.22000122070312,102.47000122070312,101.2300033569336,102.4000015258789,1157000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,102.55999755859376,103.41999816894533,102.3000030517578,103.25,965100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,102.83999633789062,103.33000183105467,101.62999725341795,101.9800033569336,756500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,103.0999984741211,103.36000061035156,102.1500015258789,102.9000015258789,719900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,102.66999816894533,102.79000091552734,101.01000213623048,101.9000015258789,683600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,100.69000244140624,102.25,99.44000244140624,100.23999786376952,640500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,100.23999786376952,100.54000091552734,98.4800033569336,99.08000183105467,589900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,99.86000061035156,100.95999908447266,98.54000091552734,100.62000274658205,619300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,101.11000061035156,102.04000091552734,100.8000030517578,100.8000030517578,427900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,101.30999755859376,101.9000015258789,100.4800033569336,101.87999725341795,662000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,103.1999969482422,103.1999969482422,100.86000061035156,101.2300033569336,730700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,102.62999725341795,103.70999908447266,102.22000122070312,103.66999816894533,762900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,103.88999938964844,104.1500015258789,103.13999938964844,103.5999984741211,645900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,103.38999938964844,104.0,102.54000091552734,103.69000244140624,662300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,103.16000366210938,104.3499984741211,102.94000244140624,103.5999984741211,728300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,103.93000030517578,104.2300033569336,101.55999755859376,101.7300033569336,1105000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,101.52999877929688,103.27999877929688,100.93000030517578,103.23999786376952,604900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,101.9800033569336,102.88999938964844,100.6999969482422,101.97000122070312,519700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,100.56999969482422,100.9800033569336,99.52999877929688,99.8000030517578,593500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,99.73999786376952,102.33000183105467,99.4800033569336,101.66000366210938,378000.0,,,,,,,,,,
